name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_edge_pp,wf_n_pos,wf_n_beats,wf_n_splits,sl,tp,sm,st,gate,kn,kr,kb,h,w
sl-0.25|tp1000000000.0|sm0|st0.6|multi|k324|h6|ew,0.1943811723418314,0.12725478443785376,6.7126387903977625,0.6203410497911568,-0.7715492361666603,88,0.18328584454835986,0.09659080253665042,0.0,0.6054464346588393,3.5225647208925253,9,4,10,-0.25,1000000000.0,0,0.6,multi,3,2,4,6,ew
sl-0.25|tp0.75|sm0|st0.6|multi|k333|h6|ew,0.20362507888678216,0.12725478443785376,7.63702944489284,0.7135653057778856,-0.7013619206069203,100,0.18226688577532865,0.0876909629247985,0.0,0.49665631465913607,3.4206688435894037,9,4,10,-0.25,0.75,0,0.6,multi,3,3,3,6,ew
sl-1.0|tp1.0|sm0|st0.6|multi|k324|h6|ew,0.21269082355377633,0.12725478443785376,8.543603911592257,0.6470333707190976,-0.5534944532701611,88,0.1820609944219028,0.05518612835850889,-0.02228542808690226,0.9436253825191308,3.4000797082468184,8,4,10,-1.0,1.0,0,0.6,multi,3,2,4,6,ew
sl-0.25|tp0.75|sm0|st0.6|tight|k222|h6|ew,0.17279864103466647,0.12725478443785376,4.55438565968127,0.6590042054687579,-0.8555187170299994,88,0.1818702502769866,0.16461044494688482,-0.05136310215947015,0.5645925229360211,3.3810052937552015,8,5,10,-0.25,0.75,0,0.6,tight,2,2,2,6,ew
sl-0.25|tp0.75|sm0|st0.6|breadth_tight|k222|h6|ew,0.17279864103466647,0.12725478443785376,4.55438565968127,0.6590042054687579,-0.8555187170299994,88,0.1818702502769866,0.16461044494688482,-0.05136310215947015,0.5645925229360211,3.3810052937552015,8,5,10,-0.25,0.75,0,0.6,breadth_tight,2,2,2,6,ew
sl-0.2|tp0.75|sm0|st0.6|multi|k324|h6|ew,0.189814531864543,0.12725478443785376,6.255974742668924,0.6311361600867553,-0.7715492361666603,88,0.18115114473211136,0.10917403545297721,0.0,0.5224231156324282,3.3090947392676737,9,4,10,-0.2,0.75,0,0.6,multi,3,2,4,6,ew
sl-0.4|tp1000000000.0|sm0|st0.6|multi|k324|h6|ew,0.20908937678822692,0.12725478443785376,8.183459235037315,0.6927700947953467,-0.6372141765349008,88,0.18055970950798944,0.06775285364589312,-0.015212898807590691,0.7787237702901961,3.249951216855483,7,4,10,-0.4,1000000000.0,0,0.6,multi,3,2,4,6,ew
sl-0.4|tp1.5|sm1|st0.6|multi|k333|h6|ew,0.21159165716594663,0.12725478443785376,8.433687272809287,0.8300472499027773,-0.6092928741800894,100,0.18037350320106266,0.07864909940139819,0.0,0.5816090782712873,3.231330586162804,9,4,10,-0.4,1.5,1,0.6,multi,3,3,3,6,ew
sl-0.4|tp1000000000.0|sm1|st0.6|multi|k333|h6|ew,0.21096331187623418,0.12725478443785376,8.370852743838043,0.8164721117321435,-0.6092928741800894,100,0.17976389911777182,0.07864909940139819,0.0,0.575513037438379,3.1703701778337203,9,4,10,-0.4,1000000000.0,1,0.6,multi,3,3,3,6,ew
sl-0.25|tp1.5|sm1|st0.6|tight|k333|h6|ew,0.20174568726671782,0.12725478443785376,7.449090282886406,0.848139897995222,-0.6202667949597893,100,0.1797165128905285,0.09823461896943475,0.0,0.4717828065363303,3.16563155510939,9,5,10,-0.25,1.5,1,0.6,tight,3,3,3,6,ew
sl-0.25|tp1.5|sm1|st0.6|breadth_tight|k333|h6|ew,0.20174568726671782,0.12725478443785376,7.449090282886406,0.848139897995222,-0.6202667949597893,100,0.1797165128905285,0.09823461896943475,0.0,0.4717828065363303,3.16563155510939,9,5,10,-0.25,1.5,1,0.6,breadth_tight,3,3,3,6,ew
sl-0.25|tp1000000000.0|sm1|st0.6|tight|k333|h6|ew,0.20165696500535657,0.12725478443785376,7.440218056750281,0.8359237653118246,-0.6202667949597893,100,0.1796356419048955,0.09823461896943475,0.0,0.47097409668000045,3.15754445654609,9,5,10,-0.25,1000000000.0,1,0.6,tight,3,3,3,6,ew
sl-0.25|tp1000000000.0|sm1|st0.6|breadth_tight|k333|h6|ew,0.20165696500535657,0.12725478443785376,7.440218056750281,0.8359237653118246,-0.6202667949597893,100,0.1796356419048955,0.09823461896943475,0.0,0.47097409668000045,3.15754445654609,9,5,10,-0.25,1000000000.0,1,0.6,breadth_tight,3,3,3,6,ew
sl-0.4|tp1000000000.0|sm0|st0.6|tight|k222|h6|ew,0.19826837195325298,0.12725478443785376,7.101358751539921,0.678000041007729,-0.8363475609350657,88,0.17774974051368073,0.15099235737985817,-0.0067832509513365835,0.47592207097872286,2.968954317424612,8,6,10,-0.4,1000000000.0,0,0.6,tight,2,2,2,6,ew
sl-0.4|tp1000000000.0|sm0|st0.6|breadth_tight|k222|h6|ew,0.19826837195325298,0.12725478443785376,7.101358751539921,0.678000041007729,-0.8363475609350657,88,0.17774974051368073,0.15099235737985817,-0.0067832509513365835,0.47592207097872286,2.968954317424612,8,6,10,-0.4,1000000000.0,0,0.6,breadth_tight,2,2,2,6,ew
sl-0.4|tp1.5|sm0|st0.6|breadth_tight|k222|h6|ew,0.19826837195325298,0.12725478443785376,7.101358751539921,0.678000041007729,-0.8363475609350657,88,0.17774974051368073,0.15099235737985817,-0.0067832509513365835,0.47592207097872286,2.968954317424612,8,6,10,-0.4,1.5,0,0.6,breadth_tight,2,2,2,6,ew
sl-0.4|tp1.5|sm0|st0.6|tight|k222|h6|ew,0.19826837195325298,0.12725478443785376,7.101358751539921,0.678000041007729,-0.8363475609350657,88,0.17774974051368073,0.15099235737985817,-0.0067832509513365835,0.47592207097872286,2.968954317424612,8,6,10,-0.4,1.5,0,0.6,tight,2,2,2,6,ew
sl-0.25|tp1.0|sm0|st0.6|tight|k222|h6|ew,0.17034231581246484,0.12725478443785376,4.308753137461108,0.656246440646377,-0.8555187170299994,88,0.17773568310213317,0.16461044494688482,-0.0927087739080048,0.5645925229360211,2.9675485762698552,8,5,10,-0.25,1.0,0,0.6,tight,2,2,2,6,ew
sl-0.25|tp1.0|sm0|st0.6|breadth_tight|k222|h6|ew,0.17034231581246484,0.12725478443785376,4.308753137461108,0.656246440646377,-0.8555187170299994,88,0.17773568310213317,0.16461044494688482,-0.0927087739080048,0.5645925229360211,2.9675485762698552,8,5,10,-0.25,1.0,0,0.6,breadth_tight,2,2,2,6,ew
sl-0.4|tp1.0|sm1|st0.6|breadth_tight|k324|h6|ew,0.20246632876941972,0.12725478443785376,7.521154433156596,0.7337832156802201,-0.6746434587041991,88,0.1758630603991748,0.15889107071146547,0.0,0.542427179710405,2.7802863059740175,9,5,10,-0.4,1.0,1,0.6,breadth_tight,3,2,4,6,ew
sl-0.4|tp1.0|sm1|st0.6|tight|k324|h6|ew,0.20246632876941972,0.12725478443785376,7.521154433156596,0.7337832156802201,-0.6746434587041991,88,0.1758630603991748,0.15889107071146547,0.0,0.542427179710405,2.7802863059740175,9,5,10,-0.4,1.0,1,0.6,tight,3,2,4,6,ew
sl-1.0|tp1.5|sm1|st0.6|tight|k434|h6|ew,0.20811045056001243,0.12725478443785376,8.085566612215867,0.6932094788909314,-0.5773755420734834,100,0.1757327723444604,0.06959081269170608,-0.03214980207938989,0.8822286599481957,2.7672575005025757,7,4,10,-1.0,1.5,1,0.6,tight,4,3,4,6,ew
sl-1.0|tp1.5|sm1|st0.6|breadth_tight|k434|h6|ew,0.20811045056001243,0.12725478443785376,8.085566612215867,0.6932094788909314,-0.5773755420734834,100,0.1757327723444604,0.06959081269170608,-0.03214980207938989,0.8822286599481957,2.7672575005025757,7,4,10,-1.0,1.5,1,0.6,breadth_tight,4,3,4,6,ew
sl-0.4|tp1.5|sm0|st0.6|multi|k324|h6|ew,0.20424146224191175,0.12725478443785376,7.698667780405799,0.6824944552790715,-0.6372141765349008,88,0.17531850604201182,0.06775285364589312,-0.015212898807590691,0.7263117356304196,2.725830870257718,7,4,10,-0.4,1.5,0,0.6,multi,3,2,4,6,ew
sl-0.25|tp1.5|sm0|st0.6|tight|k222|h6|ew,0.1666973158046956,0.12725478443785376,3.9442531366841838,0.646128444948112,-0.8555187170299994,88,0.1751909948851837,0.1595822798758233,-0.0927087739080048,0.5645925229360211,2.713079754574907,8,5,10,-0.25,1.5,0,0.6,tight,2,2,2,6,ew
sl-0.25|tp1.5|sm0|st0.6|breadth_tight|k222|h6|ew,0.1666973158046956,0.12725478443785376,3.9442531366841838,0.646128444948112,-0.8555187170299994,88,0.1751909948851837,0.1595822798758233,-0.0927087739080048,0.5645925229360211,2.713079754574907,8,5,10,-0.25,1.5,0,0.6,breadth_tight,2,2,2,6,ew
sl-0.25|tp1000000000.0|sm0|st0.6|breadth_tight|k222|h6|ew,0.1666973158046956,0.12725478443785376,3.9442531366841838,0.646128444948112,-0.8555187170299994,88,0.1751909948851837,0.1595822798758233,-0.0927087739080048,0.5645925229360211,2.713079754574907,8,5,10,-0.25,1000000000.0,0,0.6,breadth_tight,2,2,2,6,ew
sl-0.25|tp1000000000.0|sm0|st0.6|tight|k222|h6|ew,0.1666973158046956,0.12725478443785376,3.9442531366841838,0.646128444948112,-0.8555187170299994,88,0.1751909948851837,0.1595822798758233,-0.0927087739080048,0.5645925229360211,2.713079754574907,8,5,10,-0.25,1000000000.0,0,0.6,tight,2,2,2,6,ew
sl-0.3|tp0.75|sm0|st0.6|multi|k324|h6|ew,0.19977838760202737,0.12725478443785376,7.252360316417361,0.6496766173467049,-0.6530332254306997,88,0.17490255679160333,0.08098584326252423,0.0,0.6986346554169012,2.6842359452168707,9,4,10,-0.3,0.75,0,0.6,multi,3,2,4,6,ew
sl-1.0|tp1000000000.0|sm1|st0.6|breadth_tight|k434|h6|ew,0.20724508964461608,0.12725478443785376,7.999030520676231,0.6873285890086622,-0.5773755420734834,100,0.174731405791739,0.06959081269170608,-0.03214980207938989,0.8722149944209814,2.6671208452304347,7,4,10,-1.0,1000000000.0,1,0.6,breadth_tight,4,3,4,6,ew
sl-1.0|tp1000000000.0|sm1|st0.6|tight|k434|h6|ew,0.20724508964461608,0.12725478443785376,7.999030520676231,0.6873285890086622,-0.5773755420734834,100,0.174731405791739,0.06959081269170608,-0.03214980207938989,0.8722149944209814,2.6671208452304347,7,4,10,-1.0,1000000000.0,1,0.6,tight,4,3,4,6,ew
sl-1.0|tp1000000000.0|sm0|st0.6|breadth_tight|k434|h6|ew,0.20724508964461608,0.12725478443785376,7.999030520676231,0.6873285890086622,-0.5773755420734834,100,0.174731405791739,0.06959081269170608,-0.03214980207938989,0.8722149944209814,2.6671208452304347,7,4,10,-1.0,1000000000.0,0,0.6,breadth_tight,4,3,4,6,ew
sl-1.0|tp1000000000.0|sm0|st0.6|tight|k434|h6|ew,0.20724508964461608,0.12725478443785376,7.999030520676231,0.6873285890086622,-0.5773755420734834,100,0.174731405791739,0.06959081269170608,-0.03214980207938989,0.8722149944209814,2.6671208452304347,7,4,10,-1.0,1000000000.0,0,0.6,tight,4,3,4,6,ew
sl-0.3|tp1.5|sm1|st0.6|tight|k333|h6|ew,0.20383774303006752,0.12725478443785376,7.658295859221376,0.8527763929380322,-0.6202667949597893,100,0.17411657526927643,0.0932806014533123,0.0,0.4717828065363303,2.605637792984183,9,5,10,-0.3,1.5,1,0.6,tight,3,3,3,6,ew
sl-0.3|tp1.5|sm1|st0.6|breadth_tight|k333|h6|ew,0.20383774303006752,0.12725478443785376,7.658295859221376,0.8527763929380322,-0.6202667949597893,100,0.17411657526927643,0.0932806014533123,0.0,0.4717828065363303,2.605637792984183,9,5,10,-0.3,1.5,1,0.6,breadth_tight,3,3,3,6,ew
sl-0.3|tp1000000000.0|sm1|st0.6|tight|k333|h6|ew,0.203748866316795,0.12725478443785376,7.6494081878941245,0.8405772621690548,-0.6202667949597893,100,0.17403570428364346,0.0932806014533123,0.0,0.47097409668000045,2.5975506944208844,9,5,10,-0.3,1000000000.0,1,0.6,tight,3,3,3,6,ew
sl-0.3|tp1000000000.0|sm1|st0.6|breadth_tight|k333|h6|ew,0.203748866316795,0.12725478443785376,7.6494081878941245,0.8405772621690548,-0.6202667949597893,100,0.17403570428364346,0.0932806014533123,0.0,0.47097409668000045,2.5975506944208844,9,5,10,-0.3,1000000000.0,1,0.6,breadth_tight,3,3,3,6,ew
sl-1.0|tp0.75|sm0|st0.6|breadth_tight|k434|h6|ew,0.20557587424738633,0.12725478443785376,7.832108980953256,0.6794513049908956,-0.5773755420734833,100,0.17276695120881116,0.06959081269170608,-0.03214980207938989,0.9109186445603505,2.470675386937659,7,4,10,-1.0,0.75,0,0.6,breadth_tight,4,3,4,6,ew
sl-1.0|tp0.75|sm0|st0.6|tight|k434|h6|ew,0.20557587424738633,0.12725478443785376,7.832108980953256,0.6794513049908956,-0.5773755420734833,100,0.17276695120881116,0.06959081269170608,-0.03214980207938989,0.9109186445603505,2.470675386937659,7,4,10,-1.0,0.75,0,0.6,tight,4,3,4,6,ew
sl-1.0|tp1.5|sm0|st0.6|breadth_tight|k434|h6|ew,0.20486888666386682,0.12725478443785376,7.761410222601306,0.6838174770293471,-0.5773755420734834,100,0.17200542492116516,0.06959081269170608,-0.03214980207938989,0.8449551857152433,2.3945227581730544,7,4,10,-1.0,1.5,0,0.6,breadth_tight,4,3,4,6,ew
sl-1.0|tp1.5|sm0|st0.6|tight|k434|h6|ew,0.20486888666386682,0.12725478443785376,7.761410222601306,0.6838174770293471,-0.5773755420734834,100,0.17200542492116516,0.06959081269170608,-0.03214980207938989,0.8449551857152433,2.3945227581730544,7,4,10,-1.0,1.5,0,0.6,tight,4,3,4,6,ew
sl-0.3|tp1.5|sm1|st0.6|multi|k333|h6|ew,0.2043122728335809,0.12725478443785376,7.7057488395727125,0.853575788447147,-0.5397338017174687,100,0.1718288850994471,0.07864909940139819,0.0,0.5692322590892123,2.376868776001248,9,4,10,-0.3,1.5,1,0.6,multi,3,3,3,6,ew
sl-1.0|tp1.5|sm1|st0.6|multi|k434|h6|ew,0.20467643283011205,0.12725478443785376,7.742164839225829,0.6767237324815476,-0.6034065287562339,100,0.17178615383195855,0.06959081269170608,-0.03214980207938989,0.8427624748231772,2.3725956492523927,7,4,10,-1.0,1.5,1,0.6,multi,4,3,4,6,ew
sl-0.3|tp1000000000.0|sm1|st0.6|multi|k333|h6|ew,0.20422336108680872,0.12725478443785376,7.696857664895496,0.8413179468225006,-0.5397338017174687,100,0.17174265949678616,0.07864909940139819,0.0,0.5683700030626029,2.368246215735154,9,4,10,-0.3,1000000000.0,1,0.6,multi,3,3,3,6,ew
sl-0.25|tp1.5|sm1|st0.6|multi|k333|h6|ew,0.1952776654795929,0.12725478443785376,6.802288104173915,0.8368057015704009,-0.6122305559135434,100,0.17140511162380193,0.07864909940139819,0.0,0.48209279117791093,2.3344914284367304,9,4,10,-0.25,1.5,1,0.6,multi,3,3,3,6,ew
sl-0.25|tp1000000000.0|sm1|st0.6|multi|k333|h6|ew,0.19518942073816414,0.12725478443785376,6.793463630031038,0.8242453150836829,-0.6122305559135434,100,0.17132367412888777,0.07864909940139819,0.0,0.48127841622876955,2.326347678945318,9,4,10,-0.25,1000000000.0,1,0.6,multi,3,3,3,6,ew
sl-0.4|tp0.75|sm0|st0.6|breadth_tight|k222|h6|ew,0.19523324054940083,0.12725478443785376,6.797845611154707,0.6670640876817455,-0.8363475609350656,88,0.17129275740093325,0.1639695905776215,-0.05296616053939429,0.47592207097872286,2.3232560061498657,8,6,10,-0.4,0.75,0,0.6,breadth_tight,2,2,2,6,ew
sl-0.4|tp0.75|sm0|st0.6|tight|k222|h6|ew,0.19523324054940083,0.12725478443785376,6.797845611154707,0.6670640876817455,-0.8363475609350656,88,0.17129275740093325,0.1639695905776215,-0.05296616053939429,0.47592207097872286,2.3232560061498657,8,6,10,-0.4,0.75,0,0.6,tight,2,2,2,6,ew
sl-1.0|tp1000000000.0|sm1|st0.6|multi|k434|h6|ew,0.20381353167716942,0.12725478443785376,7.655874723931566,0.6712400014507484,-0.6034065287562339,100,0.17080578372806854,0.06959081269170608,-0.03214980207938989,0.832958773784277,2.2745586388633887,7,4,10,-1.0,1000000000.0,1,0.6,multi,4,3,4,6,ew
sl-1.0|tp1000000000.0|sm0|st0.6|multi|k434|h6|ew,0.20381353167716942,0.12725478443785376,7.655874723931566,0.6712400014507484,-0.6034065287562339,100,0.17080578372806854,0.06959081269170608,-0.03214980207938989,0.832958773784277,2.2745586388633887,7,4,10,-1.0,1000000000.0,0,0.6,multi,4,3,4,6,ew
sl-0.4|tp1.0|sm0|st0.6|multi|k324|h6|ew,0.20056744769300483,0.12725478443785376,7.331266325515107,0.676654349837031,-0.6372141765349009,88,0.16983239713413875,0.06775285364589312,-0.015212898807590691,0.6851038611661473,2.177219979470415,7,4,10,-0.4,1.0,0,0.6,multi,3,2,4,6,ew
sl-0.25|tp0.75|sm0|st0.6|multi|k324|h6|ew,0.17913023177695808,0.12725478443785376,5.187544733910432,0.6071077204962813,-0.7715492361666604,88,0.16961143901726544,0.09659080253665042,0.0,0.47775199892069264,2.1551241677830815,9,4,10,-0.25,0.75,0,0.6,multi,3,2,4,6,ew
sl-0.4|tp1000000000.0|sm1|st0.6|breadth_tight|k222|h6|ew,0.19783973906600538,0.12725478443785376,7.058495462815162,0.7303654943986859,-0.76882892915113,88,0.16942272443749168,0.16926788254640457,-0.0067832509513365835,0.38577910177527563,2.1362527098057082,8,6,10,-0.4,1000000000.0,1,0.6,breadth_tight,2,2,2,6,ew
sl-0.4|tp1000000000.0|sm1|st0.6|tight|k222|h6|ew,0.19783973906600538,0.12725478443785376,7.058495462815162,0.7303654943986859,-0.76882892915113,88,0.16942272443749168,0.16926788254640457,-0.0067832509513365835,0.38577910177527563,2.1362527098057082,8,6,10,-0.4,1000000000.0,1,0.6,tight,2,2,2,6,ew
sl-0.4|tp1.5|sm1|st0.6|breadth_tight|k222|h6|ew,0.19783973906600538,0.12725478443785376,7.058495462815162,0.7303654943986859,-0.76882892915113,88,0.16942272443749168,0.16926788254640457,-0.0067832509513365835,0.38577910177527563,2.1362527098057082,8,6,10,-0.4,1.5,1,0.6,breadth_tight,2,2,2,6,ew
sl-0.4|tp1.5|sm1|st0.6|tight|k222|h6|ew,0.19783973906600538,0.12725478443785376,7.058495462815162,0.7303654943986859,-0.76882892915113,88,0.16942272443749168,0.16926788254640457,-0.0067832509513365835,0.38577910177527563,2.1362527098057082,8,6,10,-0.4,1.5,1,0.6,tight,2,2,2,6,ew
sl-1.0|tp0.75|sm0|st0.6|multi|k434|h6|ew,0.20214906097465413,0.12725478443785376,7.489427653680036,0.6638264298330611,-0.6034065287562338,100,0.1687601761240484,0.06959081269170608,-0.03214980207938989,0.8708508937127226,2.069997878461378,7,4,10,-1.0,0.75,0,0.6,multi,4,3,4,6,ew
sl-0.4|tp1.0|sm1|st0.6|multi|k333|h6|ew,0.20134835422501074,0.12725478443785376,7.409356978715698,0.8111362701837362,-0.6092928741800894,100,0.16853547610106373,0.07864909940139819,0.0,0.5162875636081947,2.04752787616291,9,4,10,-0.4,1.0,1,0.6,multi,3,3,3,6,ew
sl-0.25|tp1.0|sm1|st0.6|tight|k333|h6|ew,0.19158562627601206,0.12725478443785376,6.433084183815829,0.8298927409859803,-0.6202667949597893,100,0.168522709570833,0.09823461896943475,0.0,0.41099719048313244,2.0462512231398406,9,5,10,-0.25,1.0,1,0.6,tight,3,3,3,6,ew
sl-0.25|tp1.0|sm1|st0.6|breadth_tight|k333|h6|ew,0.19158562627601206,0.12725478443785376,6.433084183815829,0.8298927409859803,-0.6202667949597893,100,0.168522709570833,0.09823461896943475,0.0,0.41099719048313244,2.0462512231398406,9,5,10,-0.25,1.0,1,0.6,breadth_tight,3,3,3,6,ew
sl-0.4|tp0.75|sm0|st0.6|multi|k324|h6|ew,0.19658325885064776,0.12725478443785376,6.9328474412793994,0.6718892365375109,-0.6372141765349009,88,0.16849520201146284,0.06775285364589312,-0.015212898807590691,0.6717319099393881,2.043500467202823,7,4,10,-0.4,0.75,0,0.6,multi,3,2,4,6,ew
sl-0.3|tp0.75|sm0|st0.6|tight|k222|h6|ew,0.17525451778193535,0.12725478443785376,4.7999733344081585,0.6640119877946357,-0.8555187170299994,88,0.1681546383542877,0.14846012804966258,-0.05136310215947015,0.49490423922664517,2.0094441014853084,8,5,10,-0.3,0.75,0,0.6,tight,2,2,2,6,ew
sl-0.3|tp0.75|sm0|st0.6|breadth_tight|k222|h6|ew,0.17525451778193535,0.12725478443785376,4.7999733344081585,0.6640119877946357,-0.8555187170299994,88,0.1681546383542877,0.14846012804966258,-0.05136310215947015,0.49490423922664517,2.0094441014853084,8,5,10,-0.3,0.75,0,0.6,breadth_tight,2,2,2,6,ew
sl-1.0|tp1.5|sm0|st0.6|multi|k434|h6|ew,0.20144408298214134,0.12725478443785376,7.418929854428757,0.6676248233692904,-0.6034065287562339,100,0.16813696066620026,0.06959081269170608,-0.03214980207938989,0.8062705431655941,2.0076763326765636,7,4,10,-1.0,1.5,0,0.6,multi,4,3,4,6,ew
sl-0.4|tp0.75|sm1|st0.6|tight|k324|h6|ew,0.18956585193944808,0.12725478443785376,6.231106750159432,0.7104989978350049,-0.674643458704199,88,0.16798217252164774,0.15889107071146547,0.0,0.46361830093513445,1.9921975182213116,9,5,10,-0.4,0.75,1,0.6,tight,3,2,4,6,ew
sl-0.4|tp0.75|sm1|st0.6|breadth_tight|k324|h6|ew,0.18956585193944808,0.12725478443785376,6.231106750159432,0.7104989978350049,-0.674643458704199,88,0.16798217252164774,0.15889107071146547,0.0,0.46361830093513445,1.9921975182213116,9,5,10,-0.4,0.75,1,0.6,breadth_tight,3,2,4,6,ew
sl-0.2|tp0.75|sm0|st0.6|breadth_tight|k222|h6|ew,0.1620606147363135,0.12725478443785376,3.480583029845974,0.6259272954246045,-0.8555187170299994,88,0.16795560727346195,0.1577508399540315,-0.05136310215947015,0.5645925229360211,1.9895409934027337,8,5,10,-0.2,0.75,0,0.6,breadth_tight,2,2,2,6,ew
sl-0.2|tp0.75|sm0|st0.6|tight|k222|h6|ew,0.1620606147363135,0.12725478443785376,3.480583029845974,0.6259272954246045,-0.8555187170299994,88,0.16795560727346195,0.1577508399540315,-0.05136310215947015,0.5645925229360211,1.9895409934027337,8,5,10,-0.2,0.75,0,0.6,tight,2,2,2,6,ew
sl-1.0|tp0.75|sm0|st0.6|multi|k222|h6|ew,0.2150273121510271,0.12725478443785376,8.777252771317334,0.6271215962515094,-0.6480643351967412,88,0.16664675401935192,0.038193505759750224,-0.05296616053939429,0.815585112878034,1.8586556679917305,7,4,10,-1.0,0.75,0,0.6,multi,2,2,2,6,ew
sl-0.25|tp0.75|sm1|st0.6|tight|k222|h6|ew,0.1744462141848393,0.12725478443785376,4.719142974698554,0.7175626771178797,-0.7636483721623589,88,0.16633861756931162,0.13589371430869568,0.0,0.394076797299193,1.8278420229876997,9,7,10,-0.25,0.75,1,0.6,tight,2,2,2,6,ew
sl-0.25|tp0.75|sm1|st0.6|breadth_tight|k222|h6|ew,0.1744462141848393,0.12725478443785376,4.719142974698554,0.7175626771178797,-0.7636483721623589,88,0.16633861756931162,0.13589371430869568,0.0,0.394076797299193,1.8278420229876997,9,7,10,-0.25,0.75,1,0.6,breadth_tight,2,2,2,6,ew
sl-0.4|tp1.0|sm0|st0.6|tight|k222|h6|ew,0.19272992800072242,0.12725478443785376,6.547514356286865,0.6639733530417691,-0.8363475609350657,88,0.16627265255291976,0.13886906633755403,-0.05296616053939429,0.47592207097872286,1.8212455213485153,8,6,10,-0.4,1.0,0,0.6,tight,2,2,2,6,ew
sl-0.4|tp1.0|sm0|st0.6|breadth_tight|k222|h6|ew,0.19272992800072242,0.12725478443785376,6.547514356286865,0.6639733530417691,-0.8363475609350657,88,0.16627265255291976,0.13886906633755403,-0.05296616053939429,0.47592207097872286,1.8212455213485153,8,6,10,-0.4,1.0,0,0.6,breadth_tight,2,2,2,6,ew
sl-0.3|tp1.0|sm0|st0.6|tight|k222|h6|ew,0.17279304893849656,0.12725478443785376,4.55382645006428,0.6612857889973967,-0.8555187170299994,88,0.16402007117943423,0.14846012804966258,-0.0927087739080048,0.49490423922664517,1.5959873839999612,8,5,10,-0.3,1.0,0,0.6,tight,2,2,2,6,ew
sl-0.3|tp1.0|sm0|st0.6|breadth_tight|k222|h6|ew,0.17279304893849656,0.12725478443785376,4.55382645006428,0.6612857889973967,-0.8555187170299994,88,0.16402007117943423,0.14846012804966258,-0.0927087739080048,0.49490423922664517,1.5959873839999612,8,5,10,-0.3,1.0,0,0.6,breadth_tight,2,2,2,6,ew
sl-0.2|tp1.0|sm0|st0.6|breadth_tight|k222|h6|ew,0.15962677938058212,0.12725478443785376,3.2371994942728355,0.6228171742601615,-0.8555187170299994,88,0.16382104009860848,0.1577508399540315,-0.0927087739080048,0.5645925229360211,1.5760842759173865,8,5,10,-0.2,1.0,0,0.6,breadth_tight,2,2,2,6,ew
sl-0.2|tp1.0|sm0|st0.6|tight|k222|h6|ew,0.15962677938058212,0.12725478443785376,3.2371994942728355,0.6228171742601615,-0.8555187170299994,88,0.16382104009860848,0.1577508399540315,-0.0927087739080048,0.5645925229360211,1.5760842759173865,8,5,10,-0.2,1.0,0,0.6,tight,2,2,2,6,ew
sl-0.25|tp1.0|sm1|st0.6|breadth_tight|k222|h6|ew,0.17612840397083485,0.12725478443785376,4.887361953298108,0.7185218027089407,-0.763648372162359,88,0.16350689605850127,0.13589371430869568,0.0,0.394076797299193,1.5446698719066672,9,7,10,-0.25,1.0,1,0.6,breadth_tight,2,2,2,6,ew
sl-0.25|tp1.0|sm1|st0.6|tight|k222|h6|ew,0.17612840397083485,0.12725478443785376,4.887361953298108,0.7185218027089407,-0.763648372162359,88,0.16350689605850127,0.13589371430869568,0.0,0.394076797299193,1.5446698719066672,9,7,10,-0.25,1.0,1,0.6,tight,2,2,2,6,ew
sl-1.0|tp1.0|sm1|st0.6|breadth_tight|k434|h6|ew,0.19749043559692425,0.12725478443785376,7.023565115907049,0.670158380878221,-0.5773755420734832,100,0.16307985155354388,0.06959081269170608,-0.03214980207938989,0.7915088103396553,1.5019654214109246,7,3,10,-1.0,1.0,1,0.6,breadth_tight,4,3,4,6,ew
sl-1.0|tp1.0|sm1|st0.6|tight|k434|h6|ew,0.19749043559692425,0.12725478443785376,7.023565115907049,0.670158380878221,-0.5773755420734832,100,0.16307985155354388,0.06959081269170608,-0.03214980207938989,0.7915088103396553,1.5019654214109246,7,3,10,-1.0,1.0,1,0.6,tight,4,3,4,6,ew
sl-0.2|tp1.5|sm1|st0.6|breadth_tight|k333|h6|ew,0.19374438645395164,0.12725478443785376,6.648960201609788,0.8537916658345586,-0.6202667949597892,100,0.16304422441038485,0.08375936765014536,0.0,0.4717828065363303,1.4984027070950234,9,4,10,-0.2,1.5,1,0.6,breadth_tight,3,3,3,6,ew
sl-0.2|tp1.5|sm1|st0.6|tight|k333|h6|ew,0.19374438645395164,0.12725478443785376,6.648960201609788,0.8537916658345586,-0.6202667949597892,100,0.16304422441038485,0.08375936765014536,0.0,0.4717828065363303,1.4984027070950234,9,4,10,-0.2,1.5,1,0.6,tight,3,3,3,6,ew
sl-0.2|tp1000000000.0|sm1|st0.6|breadth_tight|k333|h6|ew,0.19365625491116734,0.12725478443785376,6.640147047331357,0.8398928103223994,-0.6202667949597892,100,0.16296335342475185,0.08375936765014536,0.0,0.47097409668000045,1.4903156085317237,9,4,10,-0.2,1000000000.0,1,0.6,breadth_tight,3,3,3,6,ew
