asof,n,ic_pearson,ic_spearman
2009-09-30,311,0.0638445874074969,0.05638259676222543
2009-10-30,312,-0.013136515793821638,-0.06343192470083978
2009-11-30,313,0.11522229643218601,0.07364835567354848
2009-12-31,315,0.16741832945886298,0.12136349500696836
2010-01-29,316,0.03164857684653144,0.027141887382273917
2010-02-26,318,-0.013979702890453437,-0.019363864555755842
2010-03-31,321,-0.09754135381270052,-0.119490117257793
2010-04-30,322,0.010149828723868446,-0.020803077320665
2010-05-31,322,0.15155309071054535,0.13589277110360815
2010-06-30,323,-0.04261905849591325,-0.02892390111396707
2010-07-30,323,0.0009041909494198464,-0.020306164672835827
2010-08-31,323,0.09701595803457108,0.09553864769909998
2010-09-30,323,0.02757467362707378,0.04745630772013865
2010-10-29,323,-0.027066149176015807,-0.011890695764703033
2010-11-30,323,-0.18450723109996428,-0.222003929972701
2010-12-31,324,0.023718064876876523,-0.002689529252996745
2011-01-31,324,-0.0007249269493820297,0.022552459580323356
2011-02-28,324,-0.0059710983819943365,-0.03693542554223669
2011-03-31,324,0.07576379130903053,0.07411041429617281
2011-04-29,327,0.0983604079679862,0.06251896157167233
2011-05-31,327,0.018250373735986695,0.02859096131908018
2011-06-30,327,-0.03360001935618261,-0.005793832632984967
2011-07-29,328,-0.06398383433409816,-0.06267492166569974
2011-08-31,328,0.18209671678459224,0.13727631280941793
2011-09-30,329,0.3492549879205719,0.4245051523463563
2011-10-31,329,-0.05496600433047717,-0.021474736991083643
2011-11-30,328,0.21868540467207823,0.20186920909392023
2011-12-30,330,0.37074971176185245,0.34302861116514133
2012-01-31,330,0.12626659728482256,0.1238396983226078
2012-02-29,330,0.047353814474943856,-0.0004177349001230429
2012-03-30,331,0.15408049329751494,0.16927793569223337
2012-04-30,331,0.18788811924558288,0.16983087527258167
2012-05-31,331,-0.13598587941860582,-0.158394853790333
2012-06-29,333,0.10329396611242021,0.18741124069022488
2012-07-31,333,0.14161288333794914,0.1736177737018458
2012-08-31,333,-0.12566616101944866,-0.08812902428040596
2012-09-28,334,0.01731499171221453,-0.0357089773659619
2012-10-31,335,0.07299074594385933,0.08008599006677476
2012-11-30,335,-0.002211373670361543,0.03325076925041175
2012-12-31,337,0.06783602117746435,-0.05520717584173416
2013-01-31,338,0.3116657074452978,0.2969363728527268
2013-02-28,339,0.09952864486261473,0.11716191948843212
2013-03-28,339,0.0847118867868867,0.22245933300271986
2013-04-30,339,-0.25570879654560275,-0.2878484147494679
2013-05-31,340,0.2277840067357899,0.151111282087568
2013-06-28,341,-0.025161715575734035,-0.010746938071416249
2013-07-31,341,-0.050065761579919564,-0.15988517956958984
2013-08-30,341,-0.07565369929644386,-0.06175487018391243
2013-09-30,343,0.06697863838283322,0.06950188713359098
2013-10-31,344,-0.0771840704808331,-0.048841631120164375
2013-11-29,345,-0.1735614896257903,-0.23846940624324214
2013-12-31,344,0.10205071527987751,0.14071049769033714
2014-01-31,345,-0.0020028123812113724,0.01370684465537093
2014-02-28,345,-0.02415030865171987,0.09986849564866714
2014-03-31,346,0.04486906607084834,0.028403730536324348
2014-04-30,347,0.10134060589540478,0.09240714800278127
2014-05-30,348,-0.1409161696237892,-0.05934389848253994
2014-06-30,348,0.032012964000807505,0.08954674376642055
2014-07-31,351,0.024655118522449834,0.02260434637705337
2014-08-29,351,0.07465748199179184,0.1356038406038406
2014-09-30,352,-0.05760778340135119,-0.08753392499851423
2014-10-31,352,0.10941371301158924,0.14507490463581116
2014-11-30,352,0.10682949699592535,0.052904838315603185
2014-12-31,354,0.05076608384535143,0.08723359506923907
2015-01-31,355,-0.041619686219513896,0.04680315754745575
2015-02-28,355,0.05514319848102017,0.04831111981352982
2015-03-31,360,-0.07315404267959047,-0.05397958317579611
2015-04-30,361,0.28553725882756953,0.18039158670156052
2015-05-29,361,0.016217098744871025,0.0052455579192237645
2015-06-30,361,0.141000915183138,0.058032730853012145
2015-07-31,361,0.027528347505739306,-0.0279495263310938
2015-08-31,362,0.2915593310542878,0.19737205741120867
2015-09-30,364,0.028510908384537716,0.07929480233340756
2015-10-30,365,-0.028406992898166537,-0.025027207241444836
2015-11-30,365,-0.10414893805226308,-0.01026373132818226
2015-12-31,365,-0.18621759990170292,-0.18321171305676134
2016-01-29,367,0.12786890857520075,0.08592841148104198
2016-02-29,368,0.03345300302412292,0.1063780348145858
2016-03-31,371,0.16084306858569686,0.06892232637819978
2016-04-29,372,0.05902877497071423,0.07739110225407606
2016-05-31,377,0.13216664210446394,0.10578524945563617
2016-06-30,379,0.010606642761645203,0.026507341352501747
2016-07-29,381,-0.2908689395113444,-0.37616922299151845
2016-08-31,381,-0.07648751552270158,-0.10067468862350593
2016-09-30,384,0.021646825787323867,-0.02002030280424536
2016-10-31,385,-0.10247396111415975,-0.1937018454343584
2016-11-30,386,0.17426555547542436,0.08843406262372402
2016-12-30,386,0.06647647212206305,0.11197938102384421
2017-01-31,387,0.009706258541337257,-0.04550335009103486
2017-02-28,388,0.04349297087464188,0.059849324825574715
2017-03-31,392,0.04388965149739492,0.09404465403818348
2017-04-28,394,0.14708335415801133,0.14580922750328265
2017-05-31,394,-0.10337991436428719,-0.09809417815694202
2017-06-30,396,0.016264030685246938,-0.026284398040926433
2017-07-31,399,0.07643361366961272,0.12866342993161295
2017-08-31,399,-0.14979840815516643,-0.163630558809083
2017-09-29,401,0.10915592445489586,0.054035061599732016
2017-10-31,402,-0.040868576228229196,0.015255646299605971
2017-11-30,402,-0.21203300261809602,-0.25205300884302706
2017-12-29,402,0.06875731616546424,0.028742908847654205
2018-01-31,403,0.14902533677612512,0.13299360749748543
2018-02-28,403,-0.02974938111851677,-0.03256828404961899
2018-03-29,406,-0.025289822904839845,-0.05020703866459562
2018-04-30,407,0.04384373504167508,0.07980897179680141
2018-05-31,407,-0.10761438353782782,-0.10456980385986471
2018-06-29,406,0.09072520767215873,0.04237098719857341
2018-07-31,406,0.1416533743461603,0.15240166274649034
2018-08-31,407,-0.006873376584259403,-0.08431252701029578
2018-09-28,407,-0.004678417501471545,-0.04180713393115831
2018-10-31,409,0.036604721165595246,-0.01449909321472044
2018-11-30,409,-0.03475143152219615,-0.040671512209153445
2018-12-31,412,0.11280058830228988,0.20519015354394413
2019-01-31,411,0.04835090290001107,-0.037944969414969464
2019-02-28,413,-0.0314122177845587,-0.05028139565704583
2019-03-29,413,-0.004939739582191732,0.051484383810116614
2019-04-30,414,-0.13638291833692057,-0.21786330499384632
2019-05-31,414,0.24258818003392865,0.27552754443397337
2019-06-28,415,0.07275459567177565,0.002738042470886892
2019-07-31,417,-0.050335154249997016,-0.12463194700036806
2019-08-30,420,0.1344219109705117,0.1873076701924938
2019-09-30,421,-0.07242284172867944,0.02304038004750594
2019-10-31,423,-0.00866018416696874,0.01538096388705501
2019-11-29,424,-0.007286062406160028,-0.024437150211349092
2019-12-31,426,-0.0002139629852946852,-0.03287543971640838
2020-01-31,427,0.03539837932547404,0.026536266781013954
2020-02-28,427,-0.1966669307154523,-0.19862780174227532
2020-03-31,428,0.4068386171638889,0.3121577365487278
2020-04-30,429,-0.17651400384091764,-0.1621286342433919
2020-05-29,431,0.12634425312079545,0.0785237444318543
2020-06-30,433,-0.005655909476123457,-0.010243020449382663
2020-07-31,434,-0.009198691763271864,0.03826055491108013
2020-08-31,434,-0.07782539858642576,-0.015672019462220018
2020-09-30,434,-0.02638637633455603,0.009763625333915135
2020-10-30,435,0.24327986405288152,0.2195229299483772
2020-11-30,436,-0.04147287471959678,-0.028815432940217482
2020-12-31,437,-0.11189409982419733,-0.07002685199537906
2021-01-29,439,0.114817325963405,0.14278871657253409
2021-02-26,441,0.1784193067279848,0.18785150423805885
2021-03-31,443,0.10158143549698073,0.10184183959247031
2021-04-30,444,-0.019394179507022536,-0.03659928475410252
2021-05-31,446,0.007673241279033344,0.06580522202905921
2021-06-30,446,0.2639235293017799,0.2145231828859906
2021-07-30,447,0.061272792057574146,0.08294580246701262
2021-08-31,449,-0.065664398881664,-0.06625
2021-09-30,448,0.1222185976995481,0.14962607328098876
2021-10-29,449,0.11494001047012384,0.11195885035528688
2021-11-30,449,0.07933290791400853,-0.07287371407360271
2021-12-31,451,-0.2250417961726346,-0.3083527264878441
2022-01-31,452,0.013039200072966342,-0.0384730488149239
2022-02-28,455,-0.005078809454673499,-0.0006302183788852001
2022-03-31,456,0.09021256997788689,0.04701899505538801
2022-04-29,458,-0.04548402284389802,0.038061982490657426
2022-05-31,459,-0.3609212943900187,-0.30752446792273014
2022-06-30,461,0.4093953891809927,0.4465751545445972
2022-07-29,461,-0.13254172924993848,-0.15173358654110355
2022-08-31,461,-0.23168446928512212,-0.2039602856824398
2022-09-30,461,0.019423515597253537,-0.010600038460078072
2022-10-31,464,0.12535621271427747,0.16714455946972517
2022-11-30,466,-0.21040955734636288,-0.16755901991645175
2022-12-30,468,0.4915420404728793,0.47469373606354653
2023-01-31,467,-0.09714205118406397,-0.059840528000916195
2023-02-28,467,-0.060744183400674806,-0.04810576042344889
2023-03-31,470,0.10361960620052117,0.03617174422545858
2023-04-28,471,0.13136147137744297,0.09708322518553568
2023-05-31,473,0.20084330306341147,0.16818134191639228
2023-06-30,473,0.16580033494198565,0.1384367517246478
2023-07-31,474,0.16944900759261908,0.04787128524605865
2023-08-31,475,0.09320697831014667,0.014563176369815082
2023-09-29,475,0.08552707004952737,-0.021899685923669934
2023-10-31,475,0.09081526201784054,0.12349234963805643
2023-11-30,475,-0.1541613073948047,-0.06848935443597826
2023-12-29,475,0.12130057530411692,0.06087370324545541
2024-01-31,476,0.10611926385629254,0.1412229797579409
2024-02-29,476,0.12970099407856242,0.1226867390451712
2024-03-28,478,-0.0598803250155553,-0.08761174782841392
2024-04-30,476,0.05564622323848544,0.05014567495319876
2024-05-31,477,0.11703476811653757,0.05131267001155874
2024-06-28,478,0.01654984194749385,0.019044164259164918
2024-07-31,479,0.1626970043141387,0.051658244599540534
2024-08-30,479,0.09378056144640204,0.10747558546833098
2024-09-30,478,0.13626190685030393,0.11046577776576476
2024-10-31,477,0.07691573123405439,0.07947446761131231
2024-11-29,479,-0.11372473435881462,-0.09652824486159275
2024-12-31,481,0.04530705163139772,0.07084221150611192
2025-01-31,481,0.10314742465541904,0.044039367327749074
2025-02-28,481,-0.1932990257495944,-0.2366169632767143
2025-03-31,481,0.039785075745437846,-0.006603958730514747
2025-04-30,481,0.010886437010392283,0.09101672690884309
2025-05-30,482,-0.08338164737872301,-0.032066655375332986
2025-06-30,482,0.021272880489482972,-0.005398675757994424
2025-07-31,485,0.02040158313359741,0.03959295127680008
2025-08-29,486,0.1596228810032802,0.23050001319792524
2025-09-30,486,-0.1523054801114785,-0.13620253614467434
2025-10-31,485,0.016918339229468126,0.039041040415610864
2025-11-28,485,-0.019333607170038118,0.008023692091171004
2025-12-31,487,-0.04522976678996745,-0.024009700502895148
