ticker,status,n_obs,first_date,last_date
316140.KS,ok,1768,2019-02-21,2026-05-08
3382.T,ok,6573,2000-01-04,2026-05-08
3402.T,ok,6573,2000-01-04,2026-05-08
3407.T,ok,6573,2000-01-04,2026-05-08
3659.T,ok,3540,2011-12-14,2026-05-08
3690.HK,ok,1874,2018-09-20,2026-05-08
3968.HK,ok,4835,2006-09-22,2026-05-08
3988.HK,ok,4916,2006-06-01,2026-05-08
4005.T,ok,6573,2000-01-04,2026-05-08
4042.T,ok,6573,2000-01-04,2026-05-08
4063.T,ok,6573,2000-01-04,2026-05-08
4188.T,ok,6573,2000-01-04,2026-05-08
4452.T,ok,6573,2000-01-04,2026-05-08
4502.T,ok,6573,2000-01-04,2026-05-08
4503.T,ok,6573,2000-01-04,2026-05-08
4507.T,ok,6573,2000-01-04,2026-05-08
4519.T,ok,6573,2000-01-04,2026-05-08
4523.T,ok,6573,2000-01-04,2026-05-08
4528.T,ok,6311,2001-01-04,2026-05-08
4543.T,ok,6573,2000-01-04,2026-05-08
4568.T,ok,6573,2000-01-04,2026-05-08
4578.T,ok,3784,2010-12-15,2026-05-08
4612.T,ok,6314,2001-01-01,2026-05-08
4661.T,ok,6314,2001-01-01,2026-05-08
4689.T,ok,5578,2003-10-28,2026-05-08
4704.T,ok,6411,2000-08-17,2026-05-08
4732.T,ok,6311,2001-01-04,2026-05-08
4751.T,ok,6311,2001-01-04,2026-05-08
4755.T,ok,6497,2000-04-19,2026-05-08
4901.T,ok,6573,2000-01-04,2026-05-08
4911.T,ok,6573,2000-01-04,2026-05-08
5019.T,ok,4798,2006-10-24,2026-05-08
5020.T,ok,6314,2001-01-01,2026-05-08
5108.T,ok,6573,2000-01-04,2026-05-08
5201.T,ok,6573,2000-01-04,2026-05-08
5232.T,ok,6573,2000-01-04,2026-05-08
5333.T,ok,6573,2000-01-04,2026-05-08
5401.T,ok,6573,2000-01-04,2026-05-08
5631.T,ok,6573,2000-01-04,2026-05-08
5713.T,ok,6573,2000-01-04,2026-05-08
5802.T,ok,6573,2000-01-04,2026-05-08
5938.T,ok,6314,2001-01-01,2026-05-08
5947.T,ok,6314,2001-01-01,2026-05-08
6062.T,ok,3448,2012-04-27,2026-05-08
6098.T,ok,2842,2014-10-16,2026-05-08
6113.T,ok,6314,2001-01-01,2026-05-08
6178.T,ok,2586,2015-11-04,2026-05-08
6201.T,ok,6314,2001-01-01,2026-05-08
6273.T,ok,6314,2001-01-01,2026-05-08
6301.T,ok,6573,2000-01-04,2026-05-08
6326.T,ok,6573,2000-01-04,2026-05-08
6367.T,ok,6573,2000-01-04,2026-05-08
6479.T,ok,6573,2000-01-04,2026-05-08
6501.T,ok,6573,2000-01-04,2026-05-08
6502.T,empty,0,,
6503.T,ok,6573,2000-01-04,2026-05-08
6504.T,ok,6573,2000-01-04,2026-05-08
6594.T,ok,6311,2001-01-04,2026-05-08
6645.T,ok,6311,2001-01-04,2026-05-08
6701.T,ok,6573,2000-01-04,2026-05-08
6702.T,ok,6573,2000-01-04,2026-05-08
6752.T,ok,6573,2000-01-04,2026-05-08
6758.T,ok,6573,2000-01-04,2026-05-08
6762.T,ok,6573,2000-01-04,2026-05-08
6770.T,ok,6573,2000-01-04,2026-05-08
6841.T,ok,6573,2000-01-04,2026-05-08
6857.T,ok,6573,2000-01-04,2026-05-08
6861.T,ok,6314,2001-01-01,2026-05-08
6902.T,ok,6573,2000-01-04,2026-05-08
6920.T,ok,3983,2010-02-22,2026-05-08
6954.T,ok,6573,2000-01-04,2026-05-08
6971.T,ok,6573,2000-01-04,2026-05-08
6981.T,ok,6311,2001-01-04,2026-05-08
7011.T,ok,6573,2000-01-04,2026-05-08
7201.T,ok,6573,2000-01-04,2026-05-08
7203.T,ok,6746,1999-05-06,2026-05-08
7211.T,ok,6573,2000-01-04,2026-05-08
7259.T,ok,6314,2001-01-01,2026-05-08
7261.T,ok,6573,2000-01-04,2026-05-08
7267.T,ok,6573,2000-01-04,2026-05-08
7269.T,ok,6573,2000-01-04,2026-05-08
7270.T,ok,6573,2000-01-04,2026-05-08
7272.T,ok,6314,2001-01-01,2026-05-08
7309.T,ok,6311,2001-01-04,2026-05-08
7459.T,ok,6314,2001-01-01,2026-05-08
7532.T,ok,6314,2001-01-01,2026-05-08
7550.T,ok,6310,2001-01-05,2026-05-08
7732.T,empty,0,,
7733.T,ok,6573,2000-01-04,2026-05-08
7741.T,ok,6314,2001-01-01,2026-05-08
7747.T,ok,5150,2005-06-17,2026-05-08
7751.T,ok,6573,2000-01-04,2026-05-08
7832.T,ok,6314,2001-01-01,2026-05-08
7912.T,ok,6573,2000-01-04,2026-05-08
7974.T,ok,6311,2001-01-04,2026-05-08
8001.T,ok,6573,2000-01-04,2026-05-08
8002.T,ok,6573,2000-01-04,2026-05-08
8031.T,ok,6573,2000-01-04,2026-05-08
8035.T,ok,6573,2000-01-04,2026-05-08
8053.T,ok,6573,2000-01-04,2026-05-08
8058.T,ok,6573,2000-01-04,2026-05-08
8113.T,ok,6314,2001-01-01,2026-05-08
8233.T,ok,6573,2000-01-04,2026-05-08
8252.T,ok,6573,2000-01-04,2026-05-08
8267.T,ok,6573,2000-01-04,2026-05-08
8306.T,ok,5076,2005-09-29,2026-05-08
8316.T,ok,6573,2000-01-04,2026-05-08
8331.T,ok,6573,2000-01-04,2026-05-08
8354.T,ok,6314,2001-01-01,2026-05-08
8355.T,empty,0,,
8411.T,ok,5742,2003-03-12,2026-05-08
8511.T,ok,6314,2001-01-01,2026-05-08
8591.T,ok,6314,2001-01-01,2026-05-08
8601.T,ok,6573,2000-01-04,2026-05-08
8604.T,ok,6573,2000-01-04,2026-05-08
8630.T,ok,3956,2010-04-01,2026-05-08
8697.T,ok,4336,2008-09-05,2026-05-08
8725.T,ok,4445,2008-04-01,2026-05-08
8750.T,ok,3956,2010-04-01,2026-05-08
8766.T,ok,6573,2000-01-04,2026-05-08
8801.T,ok,6573,2000-01-04,2026-05-08
8802.T,ok,6573,2000-01-04,2026-05-08
8804.T,ok,6314,2001-01-01,2026-05-08
9007.T,ok,6573,2000-01-04,2026-05-08
9008.T,ok,6573,2000-01-04,2026-05-08
9009.T,ok,6573,2000-01-04,2026-05-08
9020.T,ok,6573,2000-01-04,2026-05-08
9021.T,ok,6573,2000-01-04,2026-05-08
9022.T,ok,6311,2001-01-04,2026-05-08
9064.T,ok,6573,2000-01-04,2026-05-08
9101.T,ok,5310,2004-11-05,2026-05-08
9104.T,ok,6573,2000-01-04,2026-05-08
9201.T,ok,6573,2000-01-04,2026-05-08
9202.T,ok,6573,2000-01-04,2026-05-08
9301.T,ok,6573,2000-01-04,2026-05-08
9432.T,ok,6573,2000-01-04,2026-05-08
9433.T,ok,6573,2000-01-04,2026-05-08
9434.T,ok,1797,2018-12-19,2026-05-08
9501.T,ok,6573,2000-01-04,2026-05-08
9531.T,ok,6573,2000-01-04,2026-05-08
9532.T,ok,6573,2000-01-04,2026-05-08
9602.T,ok,6573,2000-01-04,2026-05-08
9603.T,ok,5807,2002-12-11,2026-05-08
9613.T,empty,0,,
9618.HK,ok,1446,2020-06-18,2026-05-08
9633.HK,ok,1390,2020-09-08,2026-05-08
9684.T,ok,6311,2001-01-04,2026-05-08
9697.T,ok,6311,2001-01-04,2026-05-08
9735.T,ok,6573,2000-01-04,2026-05-08
9766.T,ok,6573,2000-01-04,2026-05-08
9888.HK,ok,1258,2021-03-23,2026-05-08
9962.T,ok,6314,2001-01-01,2026-05-08
9983.T,ok,6573,2000-01-04,2026-05-08
9984.T,ok,6573,2000-01-04,2026-05-08
9988.HK,ok,1584,2019-11-26,2026-05-08
9999.HK,ok,1451,2020-06-11,2026-05-08
AAL.L,ok,6866,1999-05-24,2026-05-08
ABBN.SW,ok,6823,1999-06-25,2026-05-08
ABF.L,ok,9707,1988-07-01,2026-05-08
ABN.AS,ok,2676,2015-11-20,2026-05-08
ABX.TO,ok,7872,1995-01-12,2026-05-08
AC.PA,ok,6769,2000-01-03,2026-05-08
AD.AS,ok,4486,2008-10-24,2026-05-08
ADM.L,ok,5473,2004-09-23,2026-05-08
ADS.DE,ok,7130,1998-06-24,2026-05-08
ADYEN.AS,ok,2023,2018-06-13,2026-05-08
AEM.TO,ok,7872,1995-01-12,2026-05-08
AGN.AS,ok,8019,1995-03-27,2026-05-08
AHT.L,empty,0,,
AI.PA,ok,6769,2000-01-03,2026-05-08
AIR.DE,ok,7031,1998-11-10,2026-05-08
AIR.PA,ok,6334,2001-09-03,2026-05-08
AKZA.AS,ok,8019,1995-03-27,2026-05-08
ALC.SW,ok,1779,2019-04-08,2026-05-08
ALL.AX,ok,7595,1996-07-31,2026-05-08
ALO.PA,ok,5312,2005-08-03,2026-05-08
ALV.DE,ok,7527,1996-12-16,2026-05-08
AMC.AX,ok,9814,1988-01-29,2026-05-08
ANTO.L,ok,9707,1988-07-01,2026-05-08
ANZ.AX,ok,9814,1988-01-29,2026-05-08
ASML.AS,ok,7154,1998-07-20,2026-05-08
ASRNL.AS,ok,2536,2016-06-10,2026-05-08
ATD.TO,ok,7480,1996-08-06,2026-05-08
AV.L,ok,9707,1988-07-01,2026-05-08
AZN.L,ok,8432,1993-05-21,2026-05-08
BA.L,ok,9707,1988-07-01,2026-05-08
BAM.TO,ok,862,2022-12-01,2026-05-08
BARC.L,ok,9706,1988-07-01,2026-05-08
BAS.DE,ok,7527,1996-12-16,2026-05-08
BATS.L,ok,8010,1995-01-03,2026-05-08
BAYN.DE,ok,7527,1996-12-16,2026-05-08
BCE.TO,ok,7540,1996-05-06,2026-05-08
BDEV.L,empty,0,,
BEI.DE,ok,7110,1998-07-22,2026-05-08
BEZ.L,ok,5960,2002-11-12,2026-05-08
BHP.AX,ok,9814,1988-01-29,2026-05-08
BIP-UN.TO,ok,4170,2009-09-25,2026-05-08
BKG.L,ok,9707,1988-07-01,2026-05-08
BLND.L,ok,9707,1988-07-01,2026-05-08
BME.L,ok,3008,2014-06-12,2026-05-08
BMO.TO,ok,7872,1995-01-12,2026-05-08
BMW.DE,ok,7553,1996-11-08,2026-05-08
BN.PA,ok,9629,1989-01-16,2026-05-08
BN.TO,ok,7872,1995-01-12,2026-05-08
BNP.PA,ok,8389,1993-10-18,2026-05-08
BNR.DE,ok,4092,2010-03-29,2026-05-08
BNS.TO,ok,7872,1995-01-12,2026-05-08
BNZL.L,ok,9707,1988-07-01,2026-05-08
BP.L,ok,9706,1988-07-01,2026-05-08
BT-A.L,ok,9707,1988-07-01,2026-05-08
CA.PA,ok,6769,2000-01-03,2026-05-08
CAP.PA,ok,6769,2000-01-03,2026-05-08
CBA.AX,ok,8858,1991-09-30,2026-05-08
CBK.DE,ok,7527,1996-12-16,2026-05-08
CCH.L,ok,3292,2013-04-29,2026-05-08
CM.TO,ok,7872,1995-01-12,2026-05-08
CNA.L,ok,7456,1997-02-17,2026-05-08
CNQ.TO,ok,7872,1995-01-12,2026-05-08
CNR.TO,ok,7401,1996-11-22,2026-05-08
CON.DE,ok,7527,1996-12-16,2026-05-08
CP.TO,ok,6205,2001-08-23,2026-05-08
CPG.L,ok,6705,2000-01-04,2026-05-08
CRDA.L,ok,9706,1988-07-01,2026-05-08
CRH.L,ok,8340,1993-09-08,2026-04-17
CS.PA,ok,9210,1990-08-24,2026-05-08
CSGN.SW,empty,0,,
CSL.AX,ok,8161,1994-05-31,2026-05-08
CSU.TO,ok,4652,2007-10-25,2026-05-08
CTEC.L,ok,2406,2016-10-26,2026-05-08
CVE.TO,ok,4145,2009-11-02,2026-05-08
DB1.DE,ok,6447,2001-02-05,2026-05-08
DBK.DE,ok,7547,1996-11-18,2026-05-08
DCC.L,ok,6705,2000-01-04,2026-05-08
DG.PA,ok,6769,2000-01-03,2026-05-08
DGE.L,ok,9749,1988-05-03,2026-05-08
DHL.DE,ok,6452,2000-11-20,2026-05-08
DOL.TO,ok,4160,2009-10-09,2026-05-08
DOO.TO,ok,3254,2013-05-22,2026-05-08
DSFIR.AS,ok,780,2023-04-18,2026-05-08
DSY.PA,ok,6769,2000-01-03,2026-05-08
DTE.DE,ok,7547,1996-11-18,2026-05-08
DTG.DE,ok,1121,2021-12-10,2026-05-08
EL.PA,ok,6769,2000-01-03,2026-05-08
EMA.TO,ok,7872,1995-01-12,2026-05-08
EN.PA,ok,9114,1991-01-07,2026-05-08
ENB.TO,ok,7872,1995-01-12,2026-05-08
ENGI.PA,ok,6769,2000-01-03,2026-05-08
ENR.DE,ok,1427,2020-09-29,2026-05-08
EOAN.DE,ok,6732,2000-01-03,2026-05-08
ERF.PA,ok,7339,1997-10-27,2026-05-08
EXO.AS,ok,954,2022-08-12,2026-05-08
EXPN.L,ok,4947,2006-10-09,2026-05-08
EZJ.L,ok,6479,2000-11-15,2026-05-08
FCIT.L,ok,14795,1968-12-31,2026-05-08
FME.DE,ok,7110,1998-07-22,2026-05-08
FMG.AX,ok,9668,1988-01-29,2026-05-08
FRE.DE,ok,7032,1998-11-09,2026-05-08
FRES.L,ok,4547,2008-05-09,2026-05-08
FTS.TO,ok,7872,1995-01-12,2026-05-08
GEBN.SW,ok,7043,1998-08-21,2026-05-08
GIB-A.TO,ok,7472,1996-08-13,2026-05-08
GIL.TO,ok,6999,1998-06-29,2026-05-08
GIVN.SW,ok,6732,1999-11-01,2026-05-08
GLE.PA,ok,6769,2000-01-03,2026-05-08
GLEN.L,ok,3779,2011-05-19,2026-05-08
GLPG.AS,ok,5380,2005-05-06,2026-05-08
GMG.AX,ok,5378,2005-02-02,2026-05-08
GSK.L,ok,9707,1988-07-01,2026-05-08
H.TO,ok,2629,2015-11-17,2026-05-08
HEI.DE,ok,7107,1998-07-27,2026-05-08
HEIA.AS,ok,8019,1995-03-27,2026-05-08
HEN3.DE,ok,7129,1998-06-24,2026-05-08
HFG.DE,ok,2159,2017-11-02,2026-05-08
HIK.L,ok,5185,2005-11-01,2026-05-08
HL.L,empty,0,,
HLMA.L,ok,9707,1988-07-01,2026-05-08
HNR1.DE,ok,6522,2000-10-23,2026-05-08
HO.PA,ok,6769,2000-01-03,2026-05-08
HOLN.SW,ok,6325,2001-05-23,2026-05-08
HSBA.L,ok,9704,1988-07-05,2026-05-08
HSX.L,ok,6705,2000-01-04,2026-05-08
HWDN.L,ok,8653,1992-07-16,2026-05-08
IAG.L,ok,5918,2003-01-02,2026-05-08
ICG.L,ok,8169,1994-05-25,2026-05-08
IFC.TO,ok,5374,2004-12-10,2026-05-08
IFX.DE,ok,6682,2000-03-13,2026-05-08
IHG.L,ok,5861,2003-03-31,2026-05-08
III.L,ok,8131,1994-07-18,2026-05-08
IMB.L,ok,7554,1996-10-01,2026-05-08
IMCD.AS,ok,3035,2014-06-27,2026-05-08
IMO.TO,ok,7872,1995-01-12,2026-05-08
INF.L,ok,6975,1998-12-22,2026-05-08
INGA.AS,ok,8019,1995-03-27,2026-05-08
ITRK.L,ok,6082,2002-05-24,2026-05-08
JBH.AX,ok,5711,2003-10-22,2026-05-08
JD.L,ok,7540,1996-10-22,2026-05-08
KER.PA,ok,6769,2000-01-03,2026-05-08
KGF.L,ok,9707,1988-07-01,2026-05-08
KNIN.SW,ok,6587,2000-05-22,2026-05-08
KPN.AS,ok,8019,1995-03-27,2026-05-08
L.TO,ok,7872,1995-01-12,2026-05-08
LAND.L,ok,9707,1988-07-01,2026-05-08
LGEN.L,ok,9707,1988-07-01,2026-05-08
LLOY.L,ok,7753,1995-12-28,2026-05-08
LOGN.SW,ok,7927,1995-04-03,2026-05-08
LONN.SW,ok,6732,1999-11-01,2026-05-08
LR.PA,ok,5135,2006-04-07,2026-05-08
LSEG.L,ok,6302,2001-07-20,2026-05-08
MBG.DE,ok,7560,1996-10-30,2026-05-08
MC.PA,ok,6769,2000-01-03,2026-05-08
MFC.TO,ok,6683,1999-09-30,2026-05-08
MFI.TO,ok,7538,1996-05-08,2026-05-08
MG.TO,ok,5381,2004-12-01,2026-05-08
MKS.L,ok,9707,1988-07-01,2026-05-08
ML.PA,ok,6769,2000-01-03,2026-05-08
MNDI.L,ok,4765,2007-06-29,2026-05-08
MNG.L,ok,1653,2019-10-21,2026-05-08
MQG.AX,ok,7595,1996-07-31,2026-05-08
MRK.DE,ok,7128,1998-06-26,2026-05-08
MRU.TO,ok,7872,1995-01-12,2026-05-08
MT.AS,ok,5324,2005-07-25,2026-05-08
MTX.DE,ok,5317,2005-06-06,2026-05-08
MUV2.DE,ok,7130,1998-06-24,2026-05-08
NA.TO,ok,7872,1995-01-12,2026-05-08
NAB.AX,ok,9813,1988-01-29,2026-05-08
NCM.AX,empty,0,,
NESN.SW,ok,9295,1990-01-03,2026-05-08
NG.L,ok,7766,1995-12-11,2026-05-08
NN.AS,ok,3032,2014-07-02,2026-05-08
NOVN.SW,ok,7927,1995-04-03,2026-05-08
NTR.TO,ok,2097,2018-01-02,2026-05-08
NWG.L,ok,9707,1988-07-01,2026-05-08
NXT.L,ok,9707,1988-07-01,2026-05-08
OCDO.L,ok,3991,2010-07-21,2026-05-08
OR.PA,ok,6769,2000-01-03,2026-05-08
ORA.PA,ok,6769,2000-01-03,2026-05-08
ORG.AX,ok,6928,1999-02-22,2026-05-08
OTEX.TO,ok,6999,1998-06-29,2026-05-08
P911.DE,ok,915,2022-09-30,2026-05-08
PAH3.DE,ok,4388,2009-01-28,2026-05-08
PGHN.SW,ok,5063,2006-03-24,2026-05-08
PHIA.AS,ok,8019,1995-03-27,2026-05-08
PHNX.L,empty,0,,
POU.TO,ok,7873,1995-01-12,2026-05-08
PRU.L,ok,9707,1988-07-01,2026-05-08
PRX.AS,ok,1704,2019-09-11,2026-05-08
PSH.L,ok,2313,2017-03-10,2026-05-08
PSN.L,ok,9707,1988-07-01,2026-05-08
PSON.L,ok,9707,1988-07-01,2026-05-08
PUB.PA,ok,6583,2000-09-19,2026-05-08
QAN.AX,ok,7857,1995-07-31,2026-05-08
QBE.AX,ok,9813,1988-01-29,2026-05-08
QIA.DE,ok,7110,1998-07-22,2026-05-08
QSR.TO,ok,2861,2014-12-11,2026-05-08
RAND.AS,ok,7986,1995-05-11,2026-05-08
RCI-B.TO,ok,7872,1995-01-12,2026-05-08
RDSA.AS,empty,0,,
REA.AX,ok,6727,1999-11-30,2026-05-08
REL.L,ok,9707,1988-07-01,2026-05-08
REN.AS,ok,8019,1995-03-27,2026-05-08
RHM.DE,ok,7100,1998-08-05,2026-05-08
RI.PA,ok,6769,2000-01-03,2026-05-08
RIGN.SW,empty,0,,
RIO.AX,ok,9813,1988-01-29,2026-05-08
RIO.L,ok,9706,1988-07-01,2026-05-08
RKT.L,ok,9707,1988-07-01,2026-05-08
RMS.PA,ok,6769,2000-01-03,2026-05-08
RMV.L,ok,5093,2006-03-10,2026-05-08
RNO.PA,ok,6769,2000-01-03,2026-05-08
ROG.SW,ok,7927,1995-04-03,2026-05-08
RR.L,ok,9706,1988-07-01,2026-05-08
RTO.L,ok,9707,1988-07-01,2026-05-08
RWE.DE,ok,7527,1996-12-16,2026-05-08
RY.TO,ok,7872,1995-01-12,2026-05-08
S32.AX,ok,2780,2015-05-18,2026-05-08
SAF.PA,ok,6769,2000-01-03,2026-05-08
SAN.PA,ok,6769,2000-01-03,2026-05-08
SAP.DE,ok,7184,1998-04-09,2026-05-08
SBRY.L,ok,9707,1988-07-01,2026-05-08
SCG.AX,ok,3893,2010-12-13,2026-05-08
SCMN.SW,ok,7012,1998-10-05,2026-05-08
SDR.L,ok,9707,1988-07-01,2026-05-08
SGE.L,ok,9329,1989-12-13,2026-05-08
SGO.PA,ok,6769,2000-01-03,2026-05-08
SGRO.L,ok,9707,1988-07-01,2026-05-08
SGSN.SW,ok,7927,1995-04-03,2026-05-08
SHEL.L,ok,7578,1996-08-29,2026-05-08
SHL.DE,ok,2049,2018-04-12,2026-05-08
SHOP.TO,ok,2753,2015-05-21,2026-05-08
SIE.DE,ok,7553,1996-11-08,2026-05-08
SIKA.SW,ok,7927,1995-04-03,2026-05-08
SLF.TO,ok,6562,2000-03-23,2026-05-08
SLHN.SW,ok,7927,1995-04-03,2026-05-08
SMDS.L,empty,0,,
SMIN.L,ok,9707,1988-07-01,2026-05-08
SMT.L,ok,14795,1968-12-31,2026-05-08
SN.L,ok,9706,1988-07-01,2026-05-08
SOON.SW,ok,6237,2001-09-24,2026-05-08
SPX.L,ok,9707,1988-07-01,2026-05-08
SREN.SW,ok,7927,1995-04-03,2026-05-08
SSE.L,ok,8936,1991-06-17,2026-05-08
STAN.L,ok,9707,1988-07-01,2026-05-08
STJ.L,ok,9145,1990-08-28,2026-05-08
STLAP.PA,ok,6334,2001-09-03,2026-05-08
STMPA.PA,ok,6334,2001-09-03,2026-05-08
STO.AX,ok,9813,1988-01-29,2026-05-08
SU.PA,ok,6769,2000-01-03,2026-05-08
SU.TO,ok,7872,1995-01-12,2026-05-08
SUN.AX,ok,9684,1988-07-29,2026-05-08
SVT.L,ok,9331,1989-12-11,2026-05-08
SW.PA,ok,6769,2000-01-03,2026-05-08
SY1.DE,ok,4925,2006-12-11,2026-05-08
T.TO,ok,7872,1995-01-12,2026-05-08
TCL.AX,ok,7683,1996-03-29,2026-05-08
TD.TO,ok,7872,1995-01-12,2026-05-08
TEP.PA,ok,8749,1992-06-01,2026-05-08
TLS.AX,ok,7249,1997-11-28,2026-05-08
TRP.TO,ok,7872,1995-01-12,2026-05-08
TSCO.L,ok,9707,1988-07-01,2026-05-08
TTE.PA,ok,6769,2000-01-03,2026-05-08
TW.L,ok,9707,1988-07-01,2026-05-08
UBSG.SW,ok,7839,1995-08-03,2026-05-08
UHR.SW,ok,7068,1998-07-17,2026-05-08
ULVR.L,ok,9707,1988-07-01,2026-05-08
UNA.AS,ok,1388,2020-12-04,2026-05-08
URW.AS,empty,0,,
UTG.L,ok,6860,1999-06-01,2026-05-08
UU.L,ok,9331,1989-12-11,2026-05-08
VIE.PA,ok,6626,2000-07-20,2026-05-08
VIV.PA,ok,6769,2000-01-03,2026-05-08
VNA.DE,ok,3254,2013-07-11,2026-05-08
VOD.L,ok,9625,1988-10-25,2026-05-08
VOW3.DE,ok,7110,1998-07-22,2026-05-08
WBC.AX,ok,9813,1988-01-29,2026-05-08
WCN.TO,ok,6037,2002-04-25,2026-05-08
WDS.AX,ok,9813,1988-01-29,2026-05-08
WEIR.L,ok,9707,1988-07-01,2026-05-08
WES.AX,ok,9813,1988-01-29,2026-05-08
WKL.AS,ok,8019,1995-03-27,2026-05-08
WLN.PA,ok,3036,2014-06-27,2026-05-08
WN.TO,ok,7872,1995-01-12,2026-05-08
WOW.AX,ok,8379,1993-07-30,2026-05-08
WPL.AX,empty,0,,
WPP.L,ok,7950,1995-03-24,2026-05-08
WTB.L,ok,9707,1988-07-01,2026-05-08
WTC.AX,ok,2551,2016-04-11,2026-05-08
XRO.AX,ok,3415,2012-11-08,2026-05-08
ZAL.DE,ok,2944,2014-10-01,2026-05-08
ZURN.SW,ok,7011,1998-10-06,2026-05-08
