H,N,year,i,p_last,p_zero
30,5,1992,680,0.6033333333333334,0.6033333333333334
30,10,1992,680,0.5966666666666667,0.5966666666666667
30,20,1992,680,0.7266666666666667,0.7266666666666667
30,50,1992,680,0.8166666666666667,0.8166666666666667
30,1,1992,722,0.8233333333333334,0.8233333333333334
30,5,1992,722,0.9333333333333333,0.9333333333333333
30,10,1992,722,0.96,0.96
30,20,1992,722,0.9866666666666667,0.9866666666666667
30,50,1992,722,1.0,1.0
30,1,1992,743,0.6766666666666666,0.6766666666666666
30,5,1992,743,0.8066666666666666,0.8066666666666666
30,10,1992,743,0.8533333333333334,0.8533333333333334
30,20,1992,743,0.88,0.88
30,50,1992,743,0.9633333333333334,0.9633333333333334
30,1,1993,764,0.7733333333333333,0.7733333333333333
30,5,1993,764,0.86,0.86
30,10,1993,764,0.96,0.96
30,20,1993,764,0.9933333333333333,0.9933333333333333
30,50,1993,764,1.0,1.0
30,1,1993,785,0.69,0.69
30,5,1993,785,0.9033333333333333,0.9033333333333333
30,10,1993,785,0.9566666666666667,0.9566666666666667
30,20,1993,785,0.9933333333333333,0.9933333333333333
30,50,1993,785,1.0,1.0
30,1,1993,806,0.5366666666666666,0.5366666666666666
30,5,1993,806,0.5166666666666667,0.5166666666666667
30,10,1993,806,0.5966666666666667,0.5966666666666667
30,20,1993,806,0.5866666666666667,0.5866666666666667
30,50,1993,806,0.7133333333333334,0.7133333333333334
30,1,1993,827,0.3566666666666667,0.3566666666666667
30,5,1993,827,0.29333333333333333,0.29333333333333333
30,10,1993,827,0.21666666666666667,0.21666666666666667
30,20,1993,827,0.11,0.11
30,50,1993,827,0.02666666666666667,0.02666666666666667
30,1,1993,848,0.39,0.39
30,5,1993,848,0.4033333333333333,0.4033333333333333
30,10,1993,848,0.3933333333333333,0.3933333333333333
30,20,1993,848,0.33,0.33
30,50,1993,848,0.32,0.32
30,1,1993,869,0.5966666666666667,0.5966666666666667
30,5,1993,869,0.77,0.77
30,10,1993,869,0.8466666666666667,0.8466666666666667
30,20,1993,869,0.96,0.96
30,50,1993,869,0.9966666666666667,0.9966666666666667
30,1,1993,890,0.6733333333333333,0.6733333333333333
30,5,1993,890,0.92,0.92
30,10,1993,890,0.9533333333333334,0.9533333333333334
30,20,1993,890,1.0,1.0
30,50,1993,890,1.0,1.0
30,1,1993,911,0.7033333333333334,0.7033333333333334
30,5,1993,911,0.8233333333333334,0.8233333333333334
30,10,1993,911,0.92,0.92
30,20,1993,911,0.9733333333333334,0.9733333333333334
30,50,1993,911,1.0,1.0
30,1,1993,932,0.58,0.58
30,5,1993,932,0.7066666666666667,0.7066666666666667
30,10,1993,932,0.75,0.75
30,20,1993,932,0.8566666666666667,0.8566666666666667
30,50,1993,932,0.9566666666666667,0.9566666666666667
30,1,1993,953,0.29333333333333333,0.29333333333333333
30,5,1993,953,0.15,0.15
30,10,1993,953,0.08333333333333333,0.08333333333333333
30,20,1993,953,0.03333333333333333,0.03333333333333333
30,50,1993,953,0.006666666666666667,0.006666666666666667
30,1,1993,974,0.47,0.47
30,5,1993,974,0.45,0.45
30,10,1993,974,0.37333333333333335,0.37333333333333335
30,20,1993,974,0.4,0.4
30,50,1993,974,0.29,0.29
30,1,1993,995,0.6166666666666667,0.6166666666666667
30,5,1993,995,0.7566666666666667,0.7566666666666667
30,10,1993,995,0.8633333333333333,0.8633333333333333
30,20,1993,995,0.93,0.93
30,50,1993,995,0.9966666666666667,0.9966666666666667
30,1,1994,1016,0.6466666666666666,0.6466666666666666
30,5,1994,1016,0.75,0.75
30,10,1994,1016,0.8933333333333333,0.8933333333333333
30,20,1994,1016,0.9566666666666667,0.9566666666666667
30,50,1994,1016,0.9966666666666667,0.9966666666666667
30,1,1994,1037,0.5833333333333334,0.5833333333333334
30,5,1994,1037,0.6966666666666667,0.6966666666666667
30,10,1994,1037,0.7133333333333334,0.7133333333333334
30,20,1994,1037,0.8033333333333333,0.8033333333333333
30,50,1994,1037,0.9233333333333333,0.9233333333333333
30,1,1994,1058,0.2733333333333333,0.2733333333333333
30,5,1994,1058,0.04666666666666667,0.04666666666666667
30,10,1994,1058,0.01,0.01
30,20,1994,1058,0.0033333333333333335,0.0033333333333333335
30,50,1994,1058,0.0,0.0
30,1,1994,1079,0.48333333333333334,0.48333333333333334
30,5,1994,1079,0.30666666666666664,0.30666666666666664
30,10,1994,1079,0.29,0.29
30,20,1994,1079,0.12333333333333334,0.12333333333333334
30,50,1994,1079,0.07,0.07
30,1,1994,1184,0.45,0.45
30,5,1994,1184,0.42333333333333334,0.42333333333333334
30,10,1994,1184,0.39666666666666667,0.39666666666666667
30,20,1994,1184,0.3466666666666667,0.3466666666666667
30,50,1994,1184,0.31666666666666665,0.31666666666666665
30,1,1994,1226,0.38333333333333336,0.38333333333333336
30,5,1994,1226,0.27,0.27
30,10,1994,1226,0.16,0.16
30,20,1994,1226,0.10666666666666667,0.10666666666666667
30,50,1994,1226,0.023333333333333334,0.023333333333333334
30,1,1995,1289,0.6166666666666667,0.6166666666666667
30,5,1995,1289,0.6966666666666667,0.6966666666666667
30,10,1995,1289,0.7433333333333333,0.7433333333333333
30,20,1995,1289,0.85,0.85
30,50,1995,1289,0.9166666666666666,0.9166666666666666
30,1,1995,1310,0.7966666666666666,0.7966666666666666
30,5,1995,1310,0.9566666666666667,0.9566666666666667
30,10,1995,1310,0.9766666666666667,0.9766666666666667
30,20,1995,1310,1.0,1.0
30,50,1995,1310,1.0,1.0
30,1,1995,1331,0.5933333333333334,0.5933333333333334
30,5,1995,1331,0.77,0.77
30,10,1995,1331,0.8733333333333333,0.8733333333333333
30,20,1995,1331,0.9033333333333333,0.9033333333333333
30,50,1995,1331,0.9933333333333333,0.9933333333333333
30,1,1995,1352,0.7133333333333334,0.7133333333333334
30,5,1995,1352,0.8833333333333333,0.8833333333333333
30,10,1995,1352,0.8966666666666666,0.8966666666666666
30,20,1995,1352,0.9433333333333334,0.9433333333333334
30,50,1995,1352,0.9966666666666667,0.9966666666666667
30,1,1995,1373,0.6233333333333333,0.6233333333333333
30,5,1995,1373,0.7833333333333333,0.7833333333333333
30,10,1995,1373,0.87,0.87
30,20,1995,1373,0.96,0.96
30,50,1995,1373,1.0,1.0
30,1,1995,1394,0.6166666666666667,0.6166666666666667
30,5,1995,1394,0.8166666666666667,0.8166666666666667
30,10,1995,1394,0.9133333333333333,0.9133333333333333
30,20,1995,1394,0.9666666666666667,0.9666666666666667
30,50,1995,1394,0.9966666666666667,0.9966666666666667
30,1,1995,1415,0.8,0.8
30,5,1995,1415,0.9433333333333334,0.9433333333333334
30,10,1995,1415,0.9933333333333333,0.9933333333333333
30,20,1995,1415,1.0,1.0
30,50,1995,1415,1.0,1.0
30,1,1995,1436,0.7066666666666667,0.7066666666666667
30,5,1995,1436,0.9066666666666666,0.9066666666666666
30,10,1995,1436,0.96,0.96
30,20,1995,1436,0.99,0.99
30,50,1995,1436,1.0,1.0
30,1,1995,1457,0.53,0.53
30,5,1995,1457,0.6166666666666667,0.6166666666666667
30,10,1995,1457,0.7333333333333333,0.7333333333333333
30,20,1995,1457,0.76,0.76
30,50,1995,1457,0.89,0.89
30,1,1995,1478,0.72,0.72
30,5,1995,1478,0.8833333333333333,0.8833333333333333
30,10,1995,1478,0.8366666666666667,0.8366666666666667
30,20,1995,1478,0.9433333333333334,0.9433333333333334
30,50,1995,1478,0.98,0.98
30,1,1995,1499,0.6066666666666667,0.6066666666666667
30,5,1995,1499,0.63,0.63
30,10,1995,1499,0.7266666666666667,0.7266666666666667
30,20,1995,1499,0.6733333333333333,0.6733333333333333
30,50,1995,1499,0.85,0.85
30,1,1996,1520,0.7266666666666667,0.7266666666666667
30,5,1996,1520,0.89,0.89
30,10,1996,1520,0.9166666666666666,0.9166666666666666
30,20,1996,1520,0.9566666666666667,0.9566666666666667
30,50,1996,1520,0.9966666666666667,0.9966666666666667
30,1,1996,1541,0.4766666666666667,0.4766666666666667
30,5,1996,1541,0.47333333333333333,0.47333333333333333
30,10,1996,1541,0.5366666666666666,0.5366666666666666
30,20,1996,1541,0.49,0.49
30,50,1996,1541,0.5966666666666667,0.5966666666666667
30,1,1996,1562,0.43,0.43
30,5,1996,1562,0.4633333333333333,0.4633333333333333
30,10,1996,1562,0.37,0.37
30,20,1996,1562,0.36666666666666664,0.36666666666666664
30,50,1996,1562,0.25,0.25
30,1,1996,1583,0.47333333333333333,0.47333333333333333
30,5,1996,1583,0.4533333333333333,0.4533333333333333
30,10,1996,1583,0.47,0.47
30,20,1996,1583,0.43666666666666665,0.43666666666666665
30,50,1996,1583,0.3933333333333333,0.3933333333333333
30,1,1996,1604,0.6533333333333333,0.6533333333333333
30,5,1996,1604,0.8166666666666667,0.8166666666666667
30,10,1996,1604,0.9066666666666666,0.9066666666666666
30,20,1996,1604,0.9733333333333334,0.9733333333333334
30,50,1996,1604,1.0,1.0
30,1,1996,1625,0.5266666666666666,0.5266666666666666
30,5,1996,1625,0.5666666666666667,0.5666666666666667
30,10,1996,1625,0.5766666666666667,0.5766666666666667
30,20,1996,1625,0.6033333333333334,0.6033333333333334
30,50,1996,1625,0.5666666666666667,0.5666666666666667
30,1,1996,1646,0.37666666666666665,0.37666666666666665
30,5,1996,1646,0.14,0.14
30,10,1996,1646,0.07333333333333333,0.07333333333333333
30,20,1996,1646,0.04,0.04
30,50,1996,1646,0.0,0.0
30,1,1996,1730,0.7133333333333334,0.7133333333333334
30,5,1996,1730,0.9433333333333334,0.9433333333333334
30,10,1996,1730,0.9766666666666667,0.9766666666666667
30,20,1996,1730,1.0,1.0
30,50,1996,1730,1.0,1.0
30,1,1996,1772,0.56,0.56
30,5,1996,1772,0.7433333333333333,0.7433333333333333
30,10,1996,1772,0.7366666666666667,0.7366666666666667
30,20,1996,1772,0.8566666666666667,0.8566666666666667
30,50,1996,1772,0.97,0.97
30,1,1996,1793,0.66,0.66
30,5,1996,1793,0.8566666666666667,0.8566666666666667
30,10,1996,1793,0.9533333333333334,0.9533333333333334
30,20,1996,1793,0.9933333333333333,0.9933333333333333
30,50,1996,1793,1.0,1.0
30,1,1997,1814,0.6766666666666666,0.6766666666666666
30,5,1997,1814,0.9233333333333333,0.9233333333333333
30,10,1997,1814,0.9833333333333333,0.9833333333333333
30,20,1997,1814,1.0,1.0
30,50,1997,1814,1.0,1.0
30,1,1997,1835,0.5966666666666667,0.5966666666666667
30,5,1997,1835,0.7066666666666667,0.7066666666666667
30,10,1997,1835,0.8333333333333334,0.8333333333333334
30,20,1997,1835,0.92,0.92
30,50,1997,1835,0.9933333333333333,0.9933333333333333
30,1,1997,1856,0.2833333333333333,0.2833333333333333
30,5,1997,1856,0.26666666666666666,0.26666666666666666
30,10,1997,1856,0.13,0.13
30,20,1997,1856,0.07666666666666666,0.07666666666666666
30,50,1997,1856,0.013333333333333334,0.013333333333333334
30,1,1997,1877,0.8166666666666667,0.8166666666666667
30,5,1997,1877,0.9633333333333334,0.9633333333333334
30,10,1997,1877,0.9933333333333333,0.9933333333333333
30,20,1997,1877,1.0,1.0
30,50,1997,1877,1.0,1.0
30,1,1997,1898,0.8633333333333333,0.8633333333333333
30,5,1997,1898,0.9666666666666667,0.9666666666666667
30,10,1997,1898,0.9333333333333333,0.9333333333333333
30,20,1997,1898,0.9966666666666667,0.9966666666666667
30,50,1997,1898,1.0,1.0
30,1,1997,1919,0.8833333333333333,0.8833333333333333
30,5,1997,1919,1.0,1.0
30,10,1997,1919,1.0,1.0
30,20,1997,1919,1.0,1.0
30,50,1997,1919,1.0,1.0
30,1,1997,1940,0.6366666666666667,0.6366666666666667
30,5,1997,1940,0.7733333333333333,0.7733333333333333
30,10,1997,1940,0.8666666666666667,0.8666666666666667
30,20,1997,1940,0.96,0.96
30,50,1997,1940,0.99,0.99
30,1,1997,1961,0.8166666666666667,0.8166666666666667
30,5,1997,1961,0.92,0.92
30,10,1997,1961,0.9433333333333334,0.9433333333333334
30,20,1997,1961,0.9533333333333334,0.9533333333333334
30,50,1997,1961,0.9966666666666667,0.9966666666666667
30,1,1997,1982,0.8833333333333333,0.8833333333333333
30,5,1997,1982,0.9966666666666667,0.9966666666666667
30,10,1997,1982,1.0,1.0
30,20,1997,1982,1.0,1.0
30,50,1997,1982,1.0,1.0
30,1,1997,2003,0.33666666666666667,0.33666666666666667
30,5,1997,2003,0.27,0.27
30,10,1997,2003,0.21,0.21
30,20,1997,2003,0.13666666666666666,0.13666666666666666
30,50,1997,2003,0.03,0.03
30,1,1997,2024,0.7933333333333333,0.7933333333333333
30,5,1997,2024,0.9666666666666667,0.9666666666666667
30,10,1997,2024,0.9933333333333333,0.9933333333333333
30,20,1997,2024,0.9966666666666667,0.9966666666666667
30,50,1997,2024,1.0,1.0
30,1,1997,2045,0.67,0.67
30,5,1997,2045,0.74,0.74
30,10,1997,2045,0.7966666666666666,0.7966666666666666
30,20,1997,2045,0.93,0.93
30,50,1997,2045,0.9933333333333333,0.9933333333333333
30,1,1998,2066,0.48333333333333334,0.48333333333333334
30,5,1998,2066,0.43666666666666665,0.43666666666666665
30,10,1998,2066,0.48,0.48
30,20,1998,2066,0.48333333333333334,0.48333333333333334
30,50,1998,2066,0.5766666666666667,0.5766666666666667
30,1,1998,2087,0.6233333333333333,0.6233333333333333
30,5,1998,2087,0.85,0.85
30,10,1998,2087,0.9166666666666666,0.9166666666666666
30,20,1998,2087,0.9833333333333333,0.9833333333333333
30,50,1998,2087,1.0,1.0
30,1,1998,2108,0.8,0.8
30,5,1998,2108,0.9566666666666667,0.9566666666666667
30,10,1998,2108,0.9866666666666667,0.9866666666666667
30,20,1998,2108,1.0,1.0
30,50,1998,2108,1.0,1.0
30,1,1998,2129,0.2733333333333333,0.2733333333333333
30,5,1998,2129,0.10333333333333333,0.10333333333333333
30,10,1998,2129,0.10666666666666667,0.10666666666666667
30,20,1998,2129,0.02666666666666667,0.02666666666666667
30,50,1998,2129,0.006666666666666667,0.006666666666666667
30,1,1998,2150,0.36,0.36
30,5,1998,2150,0.22666666666666666,0.22666666666666666
30,10,1998,2150,0.1,0.1
30,20,1998,2150,0.04666666666666667,0.04666666666666667
30,50,1998,2150,0.0033333333333333335,0.0033333333333333335
30,1,1998,2171,0.55,0.55
30,5,1998,2171,0.6233333333333333,0.6233333333333333
30,10,1998,2171,0.6466666666666666,0.6466666666666666
30,20,1998,2171,0.77,0.77
30,50,1998,2171,0.8466666666666667,0.8466666666666667
30,1,1998,2192,0.18333333333333332,0.18333333333333332
30,5,1998,2192,0.03,0.03
30,10,1998,2192,0.0033333333333333335,0.0033333333333333335
30,20,1998,2192,0.0,0.0
30,50,1998,2192,0.0,0.0
30,1,1999,2444,0.3566666666666667,0.3566666666666667
30,5,1999,2444,0.32,0.32
30,10,1999,2444,0.25,0.25
30,20,1999,2444,0.19666666666666666,0.19666666666666666
30,50,1999,2444,0.07,0.07
30,1,1999,2465,0.34,0.34
30,5,1999,2465,0.18666666666666668,0.18666666666666668
30,10,1999,2465,0.14666666666666667,0.14666666666666667
30,20,1999,2465,0.08666666666666667,0.08666666666666667
30,50,1999,2465,0.016666666666666666,0.016666666666666666
30,1,1999,2486,0.21,0.21
30,5,1999,2486,0.08666666666666667,0.08666666666666667
30,10,1999,2486,0.02666666666666667,0.02666666666666667
30,20,1999,2486,0.01,0.01
30,50,1999,2486,0.0,0.0
30,1,1999,2507,0.38666666666666666,0.38666666666666666
30,5,1999,2507,0.37333333333333335,0.37333333333333335
30,10,1999,2507,0.26,0.26
30,20,1999,2507,0.13666666666666666,0.13666666666666666
30,50,1999,2507,0.07333333333333333,0.07333333333333333
30,1,2000,2717,0.51,0.51
30,5,2000,2717,0.7466666666666667,0.7466666666666667
30,10,2000,2717,0.76,0.76
30,20,2000,2717,0.7933333333333333,0.7933333333333333
30,50,2000,2717,0.94,0.94
30,1,2000,2738,0.4533333333333333,0.4533333333333333
30,5,2000,2738,0.5566666666666666,0.5566666666666666
30,10,2000,2738,0.65,0.65
30,20,2000,2738,0.6466666666666666,0.6466666666666666
30,50,2000,2738,0.7666666666666667,0.7666666666666667
30,1,2000,2759,0.42333333333333334,0.42333333333333334
30,5,2000,2759,0.37333333333333335,0.37333333333333335
30,10,2000,2759,0.3,0.3
30,20,2000,2759,0.21666666666666667,0.21666666666666667
30,50,2000,2759,0.11666666666666667,0.11666666666666667
30,1,2001,2843,0.4766666666666667,0.4766666666666667
30,5,2001,2843,0.55,0.55
30,10,2001,2843,0.5966666666666667,0.5966666666666667
30,20,2001,2843,0.57,0.57
30,50,2001,2843,0.65,0.65
30,1,2001,2906,0.87,0.87
30,5,2001,2906,0.9733333333333334,0.9733333333333334
30,10,2001,2906,0.9966666666666667,0.9966666666666667
30,20,2001,2906,1.0,1.0
30,50,2001,2906,1.0,1.0
30,1,2001,2927,0.82,0.82
30,5,2001,2927,0.9533333333333334,0.9533333333333334
30,10,2001,2927,0.9966666666666667,0.9966666666666667
30,20,2001,2927,1.0,1.0
30,50,2001,2927,1.0,1.0
30,1,2001,2948,0.6966666666666667,0.6966666666666667
30,5,2001,2948,0.8533333333333334,0.8533333333333334
30,10,2001,2948,0.92,0.92
30,20,2001,2948,0.9833333333333333,0.9833333333333333
30,50,2001,2948,1.0,1.0
30,1,2001,2969,0.24333333333333335,0.24333333333333335
30,5,2001,2969,0.03666666666666667,0.03666666666666667
30,10,2001,2969,0.03,0.03
30,20,2001,2969,0.0,0.0
30,50,2001,2969,0.0,0.0
30,1,2001,2990,0.31666666666666665,0.31666666666666665
30,5,2001,2990,0.15666666666666668,0.15666666666666668
30,10,2001,2990,0.07,0.07
30,20,2001,2990,0.013333333333333334,0.013333333333333334
30,50,2001,2990,0.0033333333333333335,0.0033333333333333335
30,1,2001,3053,0.7866666666666666,0.7866666666666666
30,5,2001,3053,0.91,0.91
30,10,2001,3053,0.8666666666666667,0.8666666666666667
30,20,2001,3053,0.7933333333333333,0.7933333333333333
30,50,2001,3053,0.9166666666666666,0.9166666666666666
30,1,2002,3074,0.67,0.67
30,5,2002,3074,0.83,0.83
30,10,2002,3074,0.9,0.9
30,20,2002,3074,0.9766666666666667,0.9766666666666667
30,50,2002,3074,0.9966666666666667,0.9966666666666667
30,1,2002,3095,0.8233333333333334,0.8233333333333334
30,5,2002,3095,0.9833333333333333,0.9833333333333333
30,10,2002,3095,0.9966666666666667,0.9966666666666667
30,20,2002,3095,1.0,1.0
30,50,2002,3095,1.0,1.0
30,1,2002,3116,0.81,0.81
30,5,2002,3116,0.94,0.94
30,10,2002,3116,0.9866666666666667,0.9866666666666667
30,20,2002,3116,1.0,1.0
30,50,2002,3116,1.0,1.0
30,1,2002,3137,0.5633333333333334,0.5633333333333334
30,5,2002,3137,0.6366666666666667,0.6366666666666667
30,10,2002,3137,0.7366666666666667,0.7366666666666667
30,20,2002,3137,0.8,0.8
30,50,2002,3137,0.9266666666666666,0.9266666666666666
30,1,2002,3158,0.4633333333333333,0.4633333333333333
30,5,2002,3158,0.49,0.49
30,10,2002,3158,0.43,0.43
30,20,2002,3158,0.43333333333333335,0.43333333333333335
30,50,2002,3158,0.3466666666666667,0.3466666666666667
30,1,2002,3179,0.12,0.12
30,5,2002,3179,0.006666666666666667,0.006666666666666667
30,10,2002,3179,0.0,0.0
30,20,2002,3179,0.0,0.0
30,50,2002,3179,0.0,0.0
30,1,2003,3389,0.9033333333333333,0.9033333333333333
30,5,2003,3389,0.9966666666666667,0.9966666666666667
30,10,2003,3389,1.0,1.0
30,20,2003,3389,1.0,1.0
30,50,2003,3389,1.0,1.0
30,1,2003,3410,0.8733333333333333,0.8733333333333333
30,5,2003,3410,0.9633333333333334,0.9633333333333334
30,10,2003,3410,0.9666666666666667,0.9666666666666667
30,20,2003,3410,0.9966666666666667,0.9966666666666667
30,50,2003,3410,1.0,1.0
30,1,2003,3431,0.61,0.61
30,5,2003,3431,0.7633333333333333,0.7633333333333333
30,10,2003,3431,0.8266666666666667,0.8266666666666667
30,20,2003,3431,0.93,0.93
30,50,2003,3431,0.9966666666666667,0.9966666666666667
30,1,2003,3452,0.6833333333333333,0.6833333333333333
30,5,2003,3452,0.8,0.8
30,10,2003,3452,0.9033333333333333,0.9033333333333333
30,20,2003,3452,0.9633333333333334,0.9633333333333334
30,50,2003,3452,1.0,1.0
30,1,2003,3473,0.85,0.85
30,5,2003,3473,0.99,0.99
30,10,2003,3473,0.9966666666666667,0.9966666666666667
30,20,2003,3473,1.0,1.0
30,50,2003,3473,1.0,1.0
30,1,2003,3494,0.8066666666666666,0.8066666666666666
30,5,2003,3494,0.93,0.93
30,10,2003,3494,0.9866666666666667,0.9866666666666667
30,20,2003,3494,1.0,1.0
30,50,2003,3494,1.0,1.0
30,1,2003,3515,0.6733333333333333,0.6733333333333333
30,5,2003,3515,0.9166666666666666,0.9166666666666666
30,10,2003,3515,0.9866666666666667,0.9866666666666667
30,20,2003,3515,0.9966666666666667,0.9966666666666667
30,50,2003,3515,1.0,1.0
30,1,2003,3536,0.7633333333333333,0.7633333333333333
30,5,2003,3536,0.93,0.93
30,10,2003,3536,0.9933333333333333,0.9933333333333333
30,20,2003,3536,1.0,1.0
30,50,2003,3536,1.0,1.0
30,1,2003,3557,0.7866666666666666,0.7866666666666666
30,5,2003,3557,0.94,0.94
30,10,2003,3557,0.97,0.97
30,20,2003,3557,0.9933333333333333,0.9933333333333333
30,50,2003,3557,1.0,1.0
30,1,2004,3578,0.68,0.68
30,5,2004,3578,0.8866666666666667,0.8866666666666667
30,10,2004,3578,0.93,0.93
30,20,2004,3578,0.99,0.99
30,50,2004,3578,1.0,1.0
30,1,2004,3599,0.47,0.47
30,5,2004,3599,0.5733333333333334,0.5733333333333334
30,10,2004,3599,0.6533333333333333,0.6533333333333333
30,20,2004,3599,0.6766666666666666,0.6766666666666666
30,50,2004,3599,0.7566666666666667,0.7566666666666667
30,1,2004,3620,0.3933333333333333,0.3933333333333333
30,5,2004,3620,0.38,0.38
30,10,2004,3620,0.39,0.39
30,20,2004,3620,0.2733333333333333,0.2733333333333333
30,50,2004,3620,0.21666666666666667,0.21666666666666667
30,1,2004,3641,0.2,0.2
30,5,2004,3641,0.1,0.1
30,10,2004,3641,0.03666666666666667,0.03666666666666667
30,20,2004,3641,0.0033333333333333335,0.0033333333333333335
30,50,2004,3641,0.0,0.0
30,1,2004,3662,0.77,0.77
30,5,2004,3662,0.9066666666666666,0.9066666666666666
30,10,2004,3662,0.8633333333333333,0.8633333333333333
30,20,2004,3662,0.89,0.89
30,50,2004,3662,0.96,0.96
30,1,2004,3683,0.48,0.48
30,5,2004,3683,0.38666666666666666,0.38666666666666666
30,10,2004,3683,0.25666666666666665,0.25666666666666665
30,20,2004,3683,0.24666666666666667,0.24666666666666667
30,50,2004,3683,0.09666666666666666,0.09666666666666666
30,1,2004,3704,0.43666666666666665,0.43666666666666665
30,5,2004,3704,0.48,0.48
30,10,2004,3704,0.44,0.44
30,20,2004,3704,0.41333333333333333,0.41333333333333333
30,50,2004,3704,0.36333333333333334,0.36333333333333334
30,1,2004,3767,0.8233333333333334,0.8233333333333334
30,5,2004,3767,0.9466666666666667,0.9466666666666667
30,10,2004,3767,0.97,0.97
30,20,2004,3767,0.9966666666666667,0.9966666666666667
30,50,2004,3767,1.0,1.0
30,1,2004,3788,0.8233333333333334,0.8233333333333334
30,5,2004,3788,0.9633333333333334,0.9633333333333334
30,10,2004,3788,0.9766666666666667,0.9766666666666667
30,20,2004,3788,0.99,0.99
30,50,2004,3788,0.9966666666666667,0.9966666666666667
30,1,2004,3809,0.48,0.48
30,5,2004,3809,0.6066666666666667,0.6066666666666667
30,10,2004,3809,0.52,0.52
