date,strat_value
2012-08-31,0.07241280805063122
2012-09-28,-0.09049717303116145
2012-10-31,-0.00019611735461000368
2012-11-30,0.15946810309823212
2012-12-31,0.1001808130859998
2013-01-31,-0.04793443731634084
2013-02-28,0.08045618446810066
2013-03-28,0.05485573910802888
2013-04-30,-0.020994811775273514
2013-05-31,-0.0055916336167214364
2013-06-28,0.0956273246770476
2013-07-31,-0.045295133445714564
2013-08-30,0.0099474827988133
2013-09-30,0.05208797547506161
2013-10-31,0.019825148221076283
2013-11-29,0.08370211557123963
2013-12-31,0.010306812654036213
2014-01-31,0.12285386324688519
2014-02-28,-0.03737544581189456
2014-03-31,-0.015280453680404316
2014-04-30,0.15231924590958568
2014-05-30,0.011574898307573855
2014-06-30,-0.04904128752223447
2014-07-31,0.12251749664097256
2014-08-29,-0.053225065653420445
2014-09-30,-0.02664454813503281
2014-10-31,0.019879121559670532
2014-11-30,0.10158462968937698
2014-12-31,-0.03009440681761555
2015-01-31,0.0059242204485303596
2015-02-28,0.02864244090141921
2015-03-31,-0.053040952872239755
2015-04-30,0.13302367632256695
2015-05-29,-0.09549572787653937
2015-06-30,-0.03327944972717822
2015-07-31,0.06909548866249837
2015-08-31,0.04601036360693689
2015-09-30,0.06793692611010482
2015-10-30,0.09088900267619104
2015-11-30,0.07760287232635088
2015-12-31,-0.09508099052754115
2016-01-29,0.03825890016722555
2016-02-29,0.14661167439336387
2016-03-31,-0.02972057035588127
2016-04-29,0.18871664614850658
2016-05-31,0.008060247756052519
2016-06-30,0.12848889715319745
2016-07-29,0.08269115392457804
2016-08-31,0.048947682668296855
2016-09-30,0.012772455276309769
2016-10-31,0.14942240011997132
2016-11-30,0.10023170883940757
2016-12-30,0.07572216143200006
2017-01-31,-0.0060298687747668556
2017-02-28,0.05809542818016
2017-03-31,-0.0170274516704505
2017-04-28,0.146537596697621
2017-05-31,0.03645636186126078
2017-06-30,0.05513799901536176
2017-07-31,-0.0032288865958371993
2017-08-31,0.07202052174732043
2017-09-29,0.09234854291372896
2017-10-31,-0.0026415149428574702
2017-11-30,-0.025530867142461777
2017-12-29,0.15652252130730315
2018-01-31,-0.021429894298121144
2018-02-28,-0.03325612931145261
2018-03-29,-0.01890886468164643
2018-04-30,0.05920370143665732
2018-05-31,-0.059737698577147724
2018-06-29,0.08544442851708456
2018-07-31,-0.03702385014292309
2018-08-31,-0.08666008038545547
2018-09-28,-0.07637986053083379
2018-10-31,0.06339181763868118
2018-11-30,-0.1361979340199282
2018-12-31,0.0
2019-01-31,0.2745141273472216
2019-02-28,0.005783206593527046
2019-03-29,0.002270066093985612
2019-04-30,-0.06571431108422399
2019-05-31,0.19430359128420127
2019-06-28,-0.026243698928390957
2019-07-31,0.012142625903284188
2019-08-30,0.03398553090365053
2019-09-30,-0.022690386009343477
2019-10-31,0.061457452235150534
2019-11-29,0.02514477479869104
2019-12-31,0.07555000817835511
2020-01-31,0.012823819237973044
2020-02-28,-0.016338676471794766
2020-03-31,0.0
2020-04-30,-0.026187366427234404
2020-05-29,0.016574735728428713
2020-06-30,0.13899154136203706
2020-07-31,0.04400204316583034
2020-08-31,-0.21684794433478227
2020-09-30,-0.06139185169492767
2020-10-30,0.3698688437432651
2020-11-30,0.13805782925647092
2020-12-31,0.051465146900282255
2021-01-29,0.1379894407687401
2021-02-26,0.07337014000233655
2021-03-31,0.08587355916805905
2021-04-30,0.09611672028222484
2021-05-31,0.03340127220103728
2021-06-30,0.07628532486669126
2021-07-30,0.04965029367336049
2021-08-31,-0.0675308234219334
2021-09-30,0.10535237404608644
2021-10-29,0.05366811772420377
2021-11-30,0.08044679029885238
2021-12-31,-0.05469493969176309
2022-01-31,-0.07053812829854678
2022-02-28,0.033688877684144414
2022-03-31,-0.12004921716803452
2022-04-29,0.0
2022-05-31,-0.21639543969487585
2022-06-30,0.0
2022-07-29,-0.06334758431116727
2022-08-31,-0.22620262006199998
2022-09-30,0.0
2022-10-31,0.17391562284533313
2022-11-30,-0.1623798440993539
2022-12-30,0.339650089100219
2023-01-31,0.08491264192736914
2023-02-28,0.07620314362378533
2023-03-31,-0.04680938832011261
2023-04-28,-0.07531652586377835
2023-05-31,0.05056442376621173
2023-06-30,0.15468872125719058
2023-07-31,-0.0761593963452003
2023-08-31,-0.016048443236487797
2023-09-29,-0.03972717699477468
2023-10-31,0.08560868559766965
2023-11-30,0.11820479450763521
2023-12-29,-0.051381252542915035
2024-01-31,0.0404780134232694
2024-02-29,0.03686763401731996
2024-03-28,-0.13308018678020817
2024-04-30,0.0016106474339112609
2024-05-31,-0.03642913668952075
2024-06-28,0.043515975625637804
2024-07-31,0.04174129137854732
2024-08-30,0.042314241183591506
2024-09-30,-0.03732114229055161
2024-10-31,0.09679091717191035
2024-11-29,-0.08432444876009426
2024-12-31,0.02993098799709415
2025-01-31,-0.06943576688942976
2025-02-28,-0.09941984077672772
2025-03-31,-0.036279889008436816
2025-04-30,0.2015853163099206
2025-05-30,0.11574434009807177
2025-06-30,-0.020584946312212526
2025-07-31,0.0729440552859919
2025-08-29,0.03057802180950131
2025-09-30,0.041410773954484004
2025-10-31,-0.03486411863312777
2025-11-28,-0.03932318421168901
2025-12-31,0.08293483061513918
