date,regime,n_active_tranches,nav_invested,cash_pool,nav_total,cum_deposits,new_capital_invested
2011-05-31,bull,5,3948.9683183892207,0.0,3948.9683183892207,101.0,True
2011-06-30,recovery,5,4004.9500611572053,0.0,4004.9500611572053,102.0,True
2011-07-29,bull,4,2404.3648005027335,1.9448337461273075,2406.3096342488607,103.0,False
2011-08-31,normal,4,2010.3848896752172,0.0,2010.3848896752172,104.0,True
2011-09-30,crash,0,0.0,1888.3366686008649,1888.3366686008649,105.0,False
2011-10-31,normal,1,1887.447331932264,0.0,1887.447331932264,106.0,True
2012-03-30,recovery,1,2768.254207247145,1.0,2769.254207247145,107.0,False
2012-05-31,bull,1,1717.420673174432,0.0,1717.420673174432,108.0,True
2012-06-29,recovery,1,1717.420673174432,1.0,1718.420673174432,109.0,False
2012-07-31,recovery,2,1759.6649006770776,0.0,1759.6649006770776,110.0,True
2012-08-31,recovery,3,1791.7847023210431,0.0,1791.7847023210431,111.0,True
2012-09-28,recovery,3,1791.7847023210431,1.0,1792.7847023210431,112.0,False
2012-10-31,bull,4,1934.7894034371539,0.0,1934.7894034371539,113.0,True
2012-11-30,recovery,4,1983.056406639808,0.0,1983.056406639808,114.0,True
2012-12-31,recovery,5,1912.6024124549087,0.0,1912.6024124549087,115.0,True
2013-01-31,recovery,5,1894.9246028330842,0.0,1894.9246028330842,116.0,True
2013-02-28,recovery,5,1541.6540466427145,0.0,1541.6540466427145,117.0,True
2013-03-28,recovery,5,1541.6540466427145,1.0,1542.6540466427145,118.0,False
2013-04-30,recovery,5,1461.9559931406561,0.0,1461.9559931406561,119.0,True
2013-05-31,recovery,5,1473.289743182877,0.0,1473.289743182877,120.0,True
2013-06-28,bull,4,1472.1945968473449,2.0940511891969438,1474.2886480365419,121.0,False
2013-07-31,recovery,4,1521.5732075900335,0.0,1521.5732075900335,122.0,True
2013-08-30,bull,3,1518.9356966339146,3.634873445162397,1522.570570079077,123.0,False
2013-09-30,recovery,4,1763.027451822723,0.0,1763.027451822723,124.0,True
2013-10-31,recovery,4,1776.634230684012,0.0,1776.634230684012,125.0,True
2013-11-29,recovery,3,18.57291717417522,1757.303252196327,1775.8761693705023,126.0,False
2013-12-31,recovery,4,1777.0076812342493,0.0,1777.0076812342493,127.0,True
2014-01-31,bull,4,1789.6509300830928,0.0,1789.6509300830928,128.0,True
2014-02-28,recovery,5,1903.4017433998597,0.0,1903.4017433998597,129.0,True
2014-03-31,recovery,5,1898.5125342134963,0.0,1898.5125342134963,130.0,True
2014-04-30,recovery,5,1841.3398025221172,0.0,1841.3398025221172,131.0,True
2014-05-30,recovery,5,1841.3398025221172,1.0,1842.3398025221172,132.0,False
2014-06-30,recovery,5,1923.3113189995145,0.0,1923.3113189995145,133.0,True
2014-10-31,recovery,2,1909.1053915107186,0.0,1909.1053915107186,134.0,True
2014-11-30,recovery,3,1924.8758316869619,0.0,1924.8758316869619,135.0,True
2015-01-31,bull,3,1977.940757083975,0.0,1977.940757083975,136.0,True
2015-02-28,recovery,4,2247.4340627108045,0.0,2247.4340627108045,137.0,True
2015-03-31,normal,5,2243.8355683585764,0.0,2243.8355683585764,138.0,True
2015-04-30,recovery,5,2238.878204211536,0.0,2238.878204211536,139.0,True
2015-05-29,recovery,4,2237.6573943178646,2.219589083777409,2239.876983401642,140.0,False
2015-06-30,normal,5,2295.8975106827097,0.0,2295.8975106827097,141.0,True
2015-07-31,recovery,5,2176.047997996788,0.0,2176.047997996788,142.0,True
2015-08-31,normal,5,2193.2008181612573,0.0,2193.2008181612573,143.0,True
2015-09-30,normal,5,2080.644499670919,0.0,2080.644499670919,144.0,True
2015-10-30,recovery,4,2046.0511105202627,35.55879576150524,2081.609906281768,145.0,False
2015-11-30,normal,5,2318.391493653092,0.0,2318.391493653092,146.0,True
2015-12-31,normal,5,2363.863016260019,0.0,2363.863016260019,147.0,True
2016-01-29,normal,4,44.840999959638154,2317.70299428408,2362.5439942437183,148.0,False
2016-02-29,normal,4,2354.797263151741,0.0,2354.797263151741,149.0,True
2016-03-31,recovery,4,2830.232773523957,0.0,2830.232773523957,150.0,True
2016-04-29,normal,4,2830.232773523957,1.0,2831.232773523957,151.0,False
2016-05-31,recovery,4,3112.3289940519176,0.0,3112.3289940519176,152.0,True
2016-06-30,normal,4,3063.7312685236593,0.0,3063.7312685236593,153.0,True
2016-07-29,recovery,4,3063.7312685236593,1.0,3064.7312685236593,154.0,False
2016-08-31,recovery,4,4041.7782834728187,0.0,4041.7782834728187,155.0,True
2016-09-30,bull,4,4316.047646550832,0.0,4316.047646550832,156.0,True
2016-10-31,normal,5,4444.921577102126,0.0,4444.921577102126,157.0,True
2016-11-30,recovery,5,5345.252774017268,0.0,5345.252774017268,158.0,True
2016-12-30,recovery,4,5333.883041896793,12.358362388354841,5346.241404285148,159.0,False
2017-01-31,recovery,5,6107.257372290276,0.0,6107.257372290276,160.0,True
2017-02-28,recovery,5,5926.798759355158,0.0,5926.798759355158,161.0,True
2017-03-31,bull,5,6401.0404292571875,0.0,6401.0404292571875,162.0,True
2017-04-28,recovery,4,6399.606346624502,2.4326485500528507,6402.038995174556,163.0,False
2017-05-31,recovery,4,7274.977077297864,0.0,7274.977077297864,164.0,True
2017-06-30,bull,5,7245.109594672401,0.0,7245.109594672401,165.0,True
2017-09-29,recovery,2,103.5119740968802,7436.518904521854,7540.030878618734,166.0,False
2017-10-31,recovery,3,7546.543034578471,0.0,7546.543034578471,167.0,True
2017-11-30,recovery,3,7674.954474413933,0.0,7674.954474413933,168.0,True
2018-01-31,recovery,3,8655.364027984851,0.0,8655.364027984851,169.0,True
2018-02-28,bull,4,8523.716436104829,0.0,8523.716436104829,170.0,True
2018-03-29,bull,4,8523.716436104829,1.0,8524.716436104829,171.0,False
2018-04-30,recovery,4,8471.315691874512,0.0,8471.315691874512,172.0,True
2018-05-31,recovery,4,9213.69700371045,0.0,9213.69700371045,173.0,True
2018-06-29,bull,4,9213.69700371045,1.0,9214.69700371045,174.0,False
2018-07-31,recovery,4,8890.33294417076,0.0,8890.33294417076,175.0,True
2018-08-31,recovery,4,9694.680530839232,0.0,9694.680530839232,176.0,True
2018-09-28,recovery,4,9694.680530839232,1.0,9695.680530839232,177.0,False
2019-04-30,recovery,1,7965.119567595391,0.0,7965.119567595391,178.0,True
2019-05-31,normal,2,6850.114160793989,0.0,6850.114160793989,179.0,True
2019-06-28,recovery,2,6850.114160793989,1.0,6851.114160793989,180.0,False
2019-07-31,normal,3,7216.13841369387,0.0,7216.13841369387,181.0,True
2019-08-30,normal,3,7216.13841369387,1.0,7217.13841369387,182.0,False
2019-09-30,recovery,4,6694.1766654084595,0.0,6694.1766654084595,183.0,True
2019-10-31,recovery,4,6540.420731419668,0.0,6540.420731419668,184.0,True
2019-11-29,recovery,3,6539.475704610954,1.944081781905286,6541.419786392859,185.0,False
2019-12-31,recovery,4,7797.933658296062,0.0,7797.933658296062,186.0,True
2020-01-31,bull,4,7405.736764975737,0.0,7405.736764975737,187.0,True
2020-02-28,normal,4,7405.736764975737,1.0,7406.736764975737,188.0,False
2020-03-31,crash,0,0.0,4567.061762213063,4567.061762213063,189.0,False
2020-04-30,normal,1,4563.49370045085,0.0,4563.49370045085,190.0,True
2020-05-29,recovery,1,4563.49370045085,1.0,4564.49370045085,191.0,False
2020-06-30,recovery,2,4584.897050975723,0.0,4584.897050975723,192.0,True
2020-07-31,recovery,3,5185.113978182266,0.0,5185.113978182266,193.0,True
2020-08-31,recovery,4,5505.019264637031,0.0,5505.019264637031,194.0,True
2020-09-30,bull,5,4255.714040202069,0.0,4255.714040202069,195.0,True
2020-10-30,bull,4,4.0660897109688205,4248.396302540609,4252.462392251578,196.0,False
2020-11-30,recovery,5,4252.381925649072,0.0,4252.381925649072,197.0,True
2020-12-31,recovery,5,4680.214256614547,0.0,4680.214256614547,198.0,True
2021-01-29,bull,4,4678.684391189342,2.5283355597787676,4681.2127267491205,199.0,False
2021-02-26,recovery,3,5134.391041577785,5.108990061776822,5139.500031639562,200.0,False
2021-03-31,recovery,3,5807.677871911822,0.0,5807.677871911822,201.0,True
2021-04-30,recovery,4,6342.7086574392615,0.0,6342.7086574392615,202.0,True
2021-05-31,recovery,4,6774.722156614368,0.0,6774.722156614368,203.0,True
2021-12-31,recovery,1,7159.032332558212,0.0,7159.032332558212,204.0,True
2022-01-31,bull,2,6775.242734612171,0.0,6775.242734612171,205.0,True
2022-02-28,normal,3,6281.694282658844,0.0,6281.694282658844,206.0,True
2022-03-31,recovery,4,6508.232112559959,0.0,6508.232112559959,207.0,True
2022-04-29,crash,0,0.0,6502.723880447399,6502.723880447399,208.0,False
2022-05-31,normal,1,6497.220156566952,0.0,6497.220156566952,209.0,True
2022-06-30,crash,0,0.0,5092.251343992235,5092.251343992235,210.0,False
2022-07-29,normal,0,0.0,5093.251343992235,5093.251343992235,211.0,False
2022-08-31,normal,1,5089.157092648243,0.0,5089.157092648243,212.0,True
2022-09-30,crash,0,0.0,3947.78857762518,3947.78857762518,213.0,False
2022-10-31,normal,1,3944.839789047555,0.0,3944.839789047555,214.0,True
2022-11-30,recovery,2,4636.5436025874005,0.0,4636.5436025874005,215.0,True
2022-12-30,normal,2,4636.5436025874005,1.0,4637.5436025874005,216.0,False
2023-01-31,recovery,3,5214.596012275155,0.0,5214.596012275155,217.0,True
2023-02-28,normal,4,5709.892712931774,0.0,5709.892712931774,218.0,True
2023-03-31,recovery,5,6275.69286211478,0.0,6275.69286211478,219.0,True
2023-04-28,recovery,4,4.979675518894659,6265.44247340929,6270.4221489281845,220.0,False
2023-05-31,recovery,4,6264.72139633489,0.0,6264.72139633489,221.0,True
2023-06-30,recovery,5,6834.748739714278,0.0,6834.748739714278,222.0,True
2023-07-31,recovery,5,8562.547718751553,0.0,8562.547718751553,223.0,True
2023-08-31,recovery,5,8027.187789832912,0.0,8027.187789832912,224.0,True
2023-09-29,bull,4,8025.865507183025,2.320960367236605,8028.186467550262,225.0,False
2023-10-31,normal,5,6635.012123332065,0.0,6635.012123332065,226.0,True
2023-11-30,recovery,5,7893.622462051751,0.0,7893.622462051751,227.0,True
2023-12-29,recovery,4,7892.482861561996,2.138460889266309,7894.621322451263,228.0,False
2024-01-31,recovery,4,8887.607790166885,0.0,8887.607790166885,229.0,True
2024-02-29,recovery,4,9224.666024394794,0.0,9224.666024394794,230.0,True
2024-03-28,recovery,4,9224.666024394794,1.0,9225.666024394794,231.0,False
2024-04-30,bull,4,8870.820650006955,0.0,8870.820650006955,232.0,True
2024-05-31,recovery,4,8969.08309506121,0.0,8969.08309506121,233.0,True
2024-06-28,recovery,4,8969.08309506121,1.0,8970.08309506121,234.0,False
2024-07-31,bull,4,8997.078402126697,0.0,8997.078402126697,235.0,True
2024-08-30,recovery,3,8993.970099724493,4.105194099802483,8998.075293824295,236.0,False
2024-09-30,recovery,4,9747.668449760982,0.0,9747.668449760982,237.0,True
2024-10-31,recovery,4,9393.796951929147,0.0,9393.796951929147,238.0,True
2024-11-29,recovery,3,21.85624669853625,9363.568764525382,9385.425011223919,239.0,False
2024-12-31,bull,4,9382.175895157903,0.0,9382.175895157903,240.0,True
2025-01-31,recovery,4,9560.781266525497,0.0,9560.781266525497,241.0,True
2025-02-28,bull,5,8950.632065758879,0.0,8950.632065758879,242.0,True
2025-03-31,normal,5,8174.056237311099,0.0,8174.056237311099,243.0,True
2025-04-30,normal,5,7927.661129809365,0.0,7927.661129809365,244.0,True
2025-05-30,recovery,5,7927.661129809365,1.0,7928.661129809365,245.0,False
2025-06-30,recovery,5,10278.485008613434,0.0,10278.485008613434,246.0,True
2025-07-31,recovery,5,10079.81879673633,0.0,10079.81879673633,247.0,True
2025-08-29,recovery,4,10078.684628023597,2.1330345440189653,10080.817662567615,248.0,False
2025-09-30,recovery,4,11144.474197345211,0.0,11144.474197345211,249.0,True
2025-10-31,recovery,4,11625.632463754926,0.0,11625.632463754926,250.0,True
2025-11-28,recovery,4,11625.632463754926,1.0,11626.632463754926,251.0,False
2025-12-31,recovery,4,10860.083543398583,0.0,10860.083543398583,252.0,True
2026-01-30,recovery,3,10844.386218253065,16.681627820372746,10861.067846073438,253.0,False
2026-02-27,bull,3,11753.552129655105,17.681627820372746,11771.233757475478,254.0,False
