date,regime,equity,ret_m,cash,n_picks,picks
2010-10-29,recovery,3.60005373364714,0.17963572587201346,False,2,"NVDA,COG"
2010-11-30,bull,3.967339094364042,0.10202218852572874,False,2,"NVDA,COG"
2010-12-31,recovery,5.091000358847504,0.28322793634648524,False,2,"NVDA,COG"
2011-01-31,recovery,5.279434602273316,0.037013205685271125,False,2,"NVDA,COG"
2011-02-28,recovery,5.395150971640384,0.021918326124778786,False,2,"NVDA,COG"
2011-03-31,bull,5.777464643482727,0.07086246035597049,False,2,"NVDA,COG"
2011-04-29,recovery,5.93645490822407,0.02854758483601025,False,2,"CPWR,CMG"
2011-05-31,bull,6.172048120152023,0.039685842067388406,False,2,"CPWR,CMG"
2011-06-30,recovery,6.368991480627367,0.03190891526466139,False,2,"CPWR,CMG"
2011-07-29,bull,6.237012048809101,-0.02072218689877505,False,2,"CPWR,CMG"
2011-08-31,normal,6.112578446013364,-0.01995083572421443,False,2,"CPWR,CMG"
2011-09-30,crash,5.5305887719799385,-0.09430611880531578,True,0,
2011-10-31,normal,5.525058183207959,0.0,False,2,"MU,GNW"
2012-03-30,recovery,4.192665755009399,-0.24115446100604623,False,2,"MU,GNW"
2012-05-31,bull,4.529267195916088,0.08028339499863946,False,2,"MU,GNW"
2012-06-29,recovery,4.202872075888902,-0.07206356037495132,False,2,"MU,GNW"
2012-07-31,recovery,4.32795755528473,0.029761904987167936,False,2,"MU,GNW"
2012-08-31,recovery,4.234386921528539,-0.021620044226620228,False,2,"MU,GNW"
2012-09-28,recovery,4.433226464369903,0.046958283814457505,False,2,"MU,GNW"
2012-10-31,bull,4.600507653946434,0.03877228102933714,False,2,"AMD,STX"
2012-11-30,recovery,5.3341418828101705,0.159468103098232,False,2,"AMD,STX"
2012-12-31,recovery,5.868520553746179,0.1001808130859998,False,2,"AMD,STX"
2013-01-31,recovery,5.587216323122975,-0.04793443731634078,False,2,"AMD,STX"
2013-02-28,recovery,6.03674243027934,0.08045618446810077,False,2,"AMD,STX"
2013-03-28,recovery,6.367892398097112,0.05485573910802877,False,2,"AMD,STX"
2013-04-30,recovery,8.289086846854204,0.301700206073079,False,2,"AMD,STX"
2013-05-31,recovery,8.531795809755671,0.03031085373930187,False,2,"NFLX,NVDA"
2013-06-28,bull,9.21745816158658,0.08036553700064974,False,2,"NFLX,NVDA"
2013-07-31,recovery,9.95931154787811,0.08048351001832335,False,2,"NFLX,NVDA"
2013-08-30,bull,10.642462410599283,0.0685941853949455,False,2,"NFLX,NVDA"
2013-09-30,recovery,10.6733140738709,0.0028989215165928766,False,2,"NFLX,NVDA"
2013-10-31,recovery,11.455302717701086,0.0732657765355706,False,2,"NFLX,NVDA"
2013-11-29,recovery,11.670034942565445,0.01874522482348282,False,2,"NFLX,NVDA"
2013-12-31,recovery,12.039985456655117,0.03273362534592757,False,2,"HRL,MNST"
2014-01-31,bull,12.792197256478785,0.06247613857439354,False,2,"HRL,MNST"
2014-02-28,recovery,12.771972707293518,-0.0015810066699075316,False,2,"HRL,MNST"
2014-03-31,recovery,12.374536446686133,-0.031117844495582594,False,2,"HRL,MNST"
2014-04-30,recovery,12.790064761335572,0.0335793034704516,False,2,"HRL,MNST"
2014-05-30,recovery,12.933567532672377,0.01121986276180671,False,2,"HRL,MNST"
2014-06-30,recovery,11.805173544444925,-0.08724537799620558,False,2,"HRL,MNST"
2014-10-31,recovery,12.211432517186251,0.035449087414018476,False,2,"SYMC,TGNA"
2014-11-30,recovery,13.228262673790889,0.0832687037473744,False,2,"SYMC,TGNA"
2015-01-31,bull,13.593241881493874,0.02759086485530101,False,2,"SYMC,TGNA"
2015-02-28,recovery,14.036314038031705,0.03259503217852976,False,2,"SYMC,TGNA"
2015-03-31,normal,13.243850154803269,-0.056458118640067355,False,2,"SYMC,TGNA"
2015-04-30,recovery,13.177885205938116,-0.004980798490930388,False,2,"SYMC,TGNA"
2015-05-29,recovery,14.16847279840033,0.07517045238911661,False,2,"SYMC,TGNA"
2015-06-30,normal,12.95541234716246,-0.08470158270307533,False,2,"NFLX,NVDA"
2015-07-31,recovery,14.010687885376987,0.08145441533905783,False,2,"NFLX,NVDA"
2015-08-31,normal,14.248724665577571,0.016989656906783557,False,2,"NFLX,NVDA"
2015-09-30,normal,15.821511968864883,0.11038091760499044,False,2,"NFLX,NVDA"
2015-10-30,recovery,17.85573828493205,0.12857344608216437,False,2,"NFLX,NVDA"
2015-11-30,normal,17.756231652394444,-0.005572809757274255,False,2,"NFLX,NVDA"
2015-12-31,normal,15.170332751558881,-0.14563331631725207,False,2,"NFLX,NVDA"
2016-01-29,normal,15.952848999276256,0.051582009474180214,False,2,"NFLX,NVDA"
2016-02-29,normal,17.858667762629047,0.11946573075688569,False,2,"NFLX,NVDA"
2016-03-31,recovery,16.97609995079587,-0.04941957729232369,False,2,"NFLX,NVDA"
2016-04-29,normal,21.16462335110564,0.24673060434669536,False,2,"NFLX,NVDA"
2016-05-31,recovery,20.328107949146016,-0.03952422814630073,False,2,"NFLX,NVDA"
2016-06-30,normal,22.925540894526762,0.1277754403842519,False,2,"NFLX,NVDA"
2016-07-29,recovery,24.597257556085466,0.07291939890315996,False,2,"NFLX,NVDA"
2016-08-31,recovery,26.43581701233997,0.07474652213005085,False,2,"NFLX,NVDA"
2016-09-30,bull,29.87105582121289,0.12994638324472377,False,2,"NFLX,NVDA"
2016-10-31,normal,34.4519850898709,0.15335679113842593,False,2,"NFLX,NVDA"
2016-11-30,recovery,38.51277848095301,0.11786819773923565,False,2,"NFLX,NVDA"
2016-12-30,recovery,41.145204309602185,0.06835201022826949,False,2,"NFLX,NVDA"
2017-01-31,recovery,39.59917960403791,-0.03757484575677448,False,2,"NFLX,NVDA"
2017-02-28,recovery,41.976453917712746,0.060033423354872446,False,2,"NFLX,NVDA"
2017-03-31,bull,41.40463911462908,-0.013622275102242143,False,2,"NFLX,NVDA"
2017-04-28,recovery,52.163012205954075,0.2598349682879823,False,2,"NFLX,NVDA"
2017-05-31,recovery,50.460715362598705,-0.032634174511131195,False,2,"NFLX,NVDA"
2017-06-30,bull,58.57689426236499,0.16084153467594242,False,2,"NFLX,NVDA"
2017-09-29,recovery,65.97187779871508,0.12737140720787843,False,2,"NVDA,CSX"
2017-10-31,recovery,68.6413990399478,0.04046453322698523,False,2,"NVDA,CSX"
2017-11-30,recovery,66.95296299990702,-0.0245979257948713,False,2,"NVDA,CSX"
2018-01-31,recovery,64.7843273298447,-0.032390436104602516,False,2,"NVDA,CSX"
2018-02-28,bull,64.59085199484207,-0.0029864527884587155,False,2,"NVDA,CSX"
2018-03-29,bull,65.79125195036796,0.01858467443070333,False,2,"NVDA,CSX"
2018-04-30,recovery,72.84227678636174,0.10717268066752972,False,2,"NVDA,CSX"
2018-05-31,recovery,70.07383479053276,-0.03704302138953569,False,2,"KEY,LRCX"
2018-06-29,bull,76.06469207811456,0.08549349847186027,False,2,"KEY,LRCX"
2018-07-31,recovery,73.23673081738255,-0.03717836993053025,False,2,"KEY,LRCX"
2018-08-31,recovery,66.88369055534585,-0.08674663916768954,False,2,"KEY,LRCX"
2018-09-28,recovery,61.777125083488116,-0.07634993567874498,False,2,"KEY,LRCX"
2019-04-30,recovery,54.40126318720013,-0.11939470938992297,False,2,"KEY,LRCX"
2019-05-31,normal,59.66333281585585,0.09672697508049444,False,2,"KEY,LRCX"
2019-06-28,recovery,63.93990505862099,0.07275115128297349,False,2,"CAG,F"
2019-07-31,normal,62.167455115902044,-0.02772055950183122,False,2,"CAG,F"
2019-08-30,normal,64.6763750770216,0.04035744999440699,False,2,"CAG,F"
2019-09-30,recovery,59.55578245171167,-0.07917253586355039,False,2,"CAG,F"
2019-10-31,recovery,63.188621169504906,0.0609989251797467,False,2,"CAG,F"
2019-11-29,recovery,69.90228824994621,0.10624803890611478,False,2,"CAG,F"
2019-12-31,recovery,67.53166133005465,-0.03391343801815222,False,2,"CAG,F"
2020-01-31,bull,53.96688276774092,-0.20006553063473081,False,2,"NVDA,FTNT"
2020-02-28,normal,53.085135330007525,-0.01633867647179471,False,2,"NVDA,FTNT"
2020-03-31,crash,57.63898458623975,0.08687075786529941,True,0,
2020-04-30,normal,57.58134560165351,0.0,False,2,"FTI,HAL"
2020-05-29,recovery,58.535741187888235,0.01657473572842877,False,2,"FTI,HAL"
2020-06-30,recovery,66.6717140803621,0.13899154136203706,False,2,"FTI,HAL"
2020-07-31,recovery,69.60540572126608,0.04400204316583023,False,2,"FTI,HAL"
2020-08-31,recovery,54.51161657602104,-0.21684794433478227,False,2,"FTI,HAL"
2020-09-30,bull,51.1650474955352,-0.06139185169492767,False,2,"FTI,HAL"
2020-10-30,bull,73.63506079116746,0.43916725177657767,False,2,"FTI,HAL"
2020-11-30,recovery,83.61791539149093,0.136708737782959,False,2,"DXC,KIM"
2020-12-31,recovery,91.81400430598747,0.09801833585689454,False,2,"DXC,KIM"
2021-01-29,bull,94.00579870834873,0.023872114269809105,False,2,"DXC,KIM"
2021-02-26,recovery,104.80847068904734,0.11491495342977394,False,2,"DXC,KIM"
2021-03-31,recovery,114.5675236628074,0.09311320840386905,False,2,"DXC,KIM"
2021-04-30,recovery,122.55864788029503,0.06975034426865098,False,2,"DXC,KIM"
2021-05-31,recovery,122.84823974818461,0.002362883997973155,False,2,"DXC,KIM"
2021-12-31,recovery,118.34260238794494,-0.03571216246794555,False,2,"F,CSX"
2022-01-31,bull,109.99493671752016,-0.07053812829854678,False,2,"F,CSX"
2022-02-28,normal,113.7005426864719,0.03368887768414447,False,2,"F,CSX"
2022-03-31,recovery,100.05088154538026,-0.12004921716803457,False,2,"F,CSX"
2022-04-29,crash,94.69267125391512,-0.05260746083846518,True,0,
2022-05-31,normal,94.59797858266121,0.0,False,2,"UAA,UA"
2022-06-30,crash,104.01772104205077,0.10067724960901137,True,0,
2022-07-29,normal,103.91370332100871,0.0,False,2,"NVDA,CCL"
2022-08-31,normal,80.40815136945119,-0.22620262006199993,False,2,"NVDA,CCL"
2022-09-30,crash,96.41873140254411,0.20031669682013786,True,0,
2022-10-31,normal,96.32231267114156,0.0,False,2,"NVDA,CCL"
2022-11-30,recovery,80.68151055631236,-0.16237984409935396,False,2,"NVDA,CCL"
2022-12-30,normal,108.08499280550411,0.3396500891002189,False,2,"NVDA,CCL"
2023-01-31,recovery,117.26277509732016,0.08491264192736908,False,2,"NVDA,CCL"
2023-02-28,normal,126.19856718978488,0.07620314362378522,False,2,"NVDA,CCL"
2023-03-31,recovery,120.29128945275642,-0.04680938832011261,False,2,"NVDA,CCL"
2023-04-28,recovery,155.34196340872586,0.291381646297302,False,2,"NVDA,CCL"
2023-05-31,recovery,216.87090543362174,0.39748454740372174,False,2,"CZR,KEY"
2023-06-30,recovery,273.8049757241337,0.2625251652667534,False,2,"CZR,KEY"
2023-07-31,recovery,256.652716720852,-0.0626440734245936,False,2,"CZR,KEY"
2023-08-31,recovery,232.35274476494658,-0.09468036133174959,False,2,"CZR,KEY"
2023-09-29,bull,212.40261617412747,-0.08586138550246566,False,2,"CZR,KEY"
2023-10-31,normal,252.42569188010316,0.1884302388872876,False,2,"CZR,KEY"
2023-11-30,recovery,281.8728393608467,0.11665669711120495,False,2,"CZR,KEY"
2023-12-29,recovery,276.1604066046428,-0.020265992172771963,False,2,"CZR,KEY"
2024-01-31,recovery,274.56178692860686,-0.005788735958534975,False,2,"CZR,KEY"
2024-02-29,recovery,292.7291254430131,0.06723572449212321,False,2,"UBER,HWM"
2024-03-28,recovery,268.7561458755852,-0.08189475348975761,False,2,"UBER,HWM"
2024-04-30,bull,301.4289027070886,0.1215702685609596,False,2,"UBER,HWM"
2024-05-31,recovery,307.88622537115975,0.021422373919949,False,2,"UBER,HWM"
2024-06-28,recovery,326.3301077214113,0.059904863648957585,False,2,"UBER,HWM"
2024-07-31,bull,350.02770305915186,0.07261847674187405,False,2,"UBER,HWM"
2024-08-30,recovery,361.38599479721836,0.032449693663667234,False,2,"UBER,HWM"
2024-09-30,recovery,352.60097603431495,-0.0233325722477723,False,2,"PLTR,VTRS"
2024-10-31,recovery,468.5635596733186,0.3288776592260999,False,2,"PLTR,VTRS"
2024-11-29,recovery,478.7072487502265,0.021648480483587088,False,2,"PLTR,VTRS"
2024-12-31,bull,469.083512767449,-0.02010359360110469,False,2,"PLTR,VTRS"
2025-01-31,recovery,423.4607598520005,-0.0972593401253612,False,2,"PLTR,VTRS"
2025-02-28,bull,411.12848537632146,-0.029122590910168753,False,2,"PLTR,VTRS"
2025-03-31,normal,469.2414803030726,0.1413499599123084,False,2,"PLTR,VTRS"
2025-04-30,normal,506.4556805251013,0.08038752848710998,False,2,"HPE,ALB"
2025-05-30,recovery,588.34034172744,0.16168179043315178,False,2,"HPE,ALB"
2025-06-30,recovery,616.1073741524664,0.04719552690114526,False,2,"HPE,ALB"
2025-07-31,recovery,721.6002302563022,0.17122479056342188,False,2,"HPE,ALB"
2025-08-29,recovery,741.040870106705,0.02694101115169789,False,2,"HPE,ALB"
2025-09-30,recovery,817.3010452290572,0.1029095400789044,False,2,"HPE,ALB"
2025-10-31,recovery,906.7547582233677,0.10945013898671835,False,2,"HPE,ALB"
2025-11-28,recovery,994.7485997411432,0.0981407431886222,False,2,"RTX,CAT"
2025-12-31,recovery,1111.5501436565237,0.1174181536377886,False,2,"RTX,CAT"
2026-01-30,recovery,1177.202963507903,0.059064199870830565,False,2,"RTX,CAT"
2026-02-27,bull,1122.385471028462,-0.046565880463036204,False,2,"RTX,CAT"
