date,regime,equity,ret_m,cash,n_picks,spy_frac
2006-11-30,recovery,2.858462212791638,0.05326294593476385,False,2,0.0
2006-12-29,recovery,2.9161281418691294,0.02017375944990151,False,2,0.0
2007-01-31,recovery,2.980371830520431,0.022030475180052824,False,2,0.0
2007-02-28,bull,3.271187045580502,0.09867549865944222,False,2,0.0
2007-03-30,recovery,3.717538431453307,0.13644936215917175,False,2,0.0
2007-04-30,recovery,3.7627530231482647,0.012162508210380955,False,2,0.0
2007-05-31,recovery,4.136393420830799,0.09929974021253006,False,2,0.0
2007-06-29,bull,4.284917815280379,0.035906737908829964,False,2,0.0
2007-07-31,bull,4.3559237927614145,0.01657114104448446,False,2,0.0
2007-08-31,recovery,4.624139756746396,0.06157499000113293,False,2,0.0
2007-09-28,recovery,4.888004612494754,0.058120594834154556,False,2,0.0
2007-10-31,recovery,4.729073166030038,-0.032514586025237005,False,2,0.0
2007-11-30,normal,4.939998194100424,0.044601768817092,False,2,0.0
2007-12-31,normal,3.9207626062633643,-0.20632306891413002,False,2,0.0
2008-01-31,normal,3.314334947531097,-0.15467084331081601,False,2,0.0
2008-02-29,normal,3.432634983642027,0.03569344619168728,False,2,0.0
2008-03-31,normal,3.6996073869793955,0.0777747720365276,False,2,0.0
2008-04-30,normal,4.071911952138002,0.10173526910540293,False,2,0.0
2008-05-30,normal,2.8892295598346904,-0.29044891102871995,False,2,0.0
2008-06-30,normal,3.7820999565264906,0.3090340792245275,False,2,0.0
2008-07-31,normal,7.504116279164039,0.984113684307772,False,2,0.0
2008-08-29,normal,5.964017839515232,-0.205233818660973,False,2,0.0
2008-09-30,crash,6.218386151154899,0.0436941889534599,True,0,0.0
2008-10-31,crash,6.218386151154899,0.0,True,0,0.0
2008-11-28,crash,6.218386151154899,0.0,True,0,0.0
2008-12-31,normal,6.212167765003744,0.0,False,2,0.0
2009-01-30,crash,2.634921135792781,-0.5754205626341969,True,0,0.0
2009-02-27,crash,2.634921135792781,0.0,True,0,0.0
2009-03-31,normal,2.632286214656988,0.0,False,2,0.0
2009-04-30,normal,4.477121743163583,0.7008491395176775,False,2,0.0
2009-05-29,recovery,4.091359646041124,-0.08616296791828462,False,2,0.0
2009-06-30,normal,6.535524902847259,0.5973968236136743,False,2,0.0
2009-07-31,recovery,8.789061842993904,0.3448134577782532,False,2,0.0
2009-08-31,recovery,11.728616781704645,0.3344560535836906,False,2,0.0
2009-09-30,recovery,9.660701049600597,-0.17631369244920425,False,2,0.0
2009-10-30,recovery,9.745036706392595,0.009739505218803776,False,2,0.0
2009-11-30,recovery,10.354588348482098,0.06254995855373713,False,2,0.0
2009-12-31,recovery,11.935361616347791,0.15266403788011743,False,2,0.0
2010-01-29,bull,12.43713985583018,0.04204131015143316,False,2,0.0
2010-02-26,recovery,13.850630071502433,0.11365074543321552,False,2,0.0
2010-03-31,recovery,17.136274758025618,0.23721987155540117,False,2,0.0
2010-04-30,recovery,15.723917137995343,-0.08241917452734632,False,2,0.0
2010-05-31,crash,14.425364851041639,-0.08166619494547392,True,0,0.0
2010-06-30,normal,14.410939486190598,0.0,False,2,0.0
2010-07-30,normal,13.236365156610466,-0.08150574296045565,False,2,0.0
2010-08-31,normal,14.33691553862261,0.08314596711337398,False,2,0.0
2010-09-30,recovery,14.657320746177257,0.022348266382088856,False,2,0.0
2010-10-29,recovery,16.3788071936214,0.1174489169784402,False,2,0.0
2010-11-30,bull,17.90888345271921,0.09341805181598849,False,2,0.0
2010-12-31,recovery,19.138051457901582,0.06863454153506927,False,2,0.0
2011-01-31,recovery,21.63359537745428,0.13152849838019942,False,2,0.0
2011-02-28,recovery,21.12835737854192,-0.023354324147104186,False,2,0.0
2011-03-31,bull,21.82186309729275,0.032823456472539404,False,2,0.0
2011-04-29,recovery,23.56924809334851,0.08007496831343158,False,2,0.0
2011-05-31,bull,20.732439203701098,-0.12036060201886499,False,2,0.0
2011-06-30,recovery,19.43728957587425,-0.06246971787070962,False,2,0.0
2011-07-29,bull,17.967072510860678,-0.07563899582164062,False,2,0.0
2011-08-31,normal,12.906157798212886,-0.2809581601410752,False,2,0.0
2011-09-30,crash,14.54116224720756,0.12781187032970118,True,0,0.0
2011-10-31,normal,14.526621084960352,0.0,False,2,0.0
2012-03-30,recovery,13.9221940404929,-0.04160823366510353,False,2,0.0
2012-05-31,bull,13.951352942944311,0.002094418621562101,False,2,0.0
2012-06-29,recovery,13.093270686817641,-0.06150530773867585,False,2,0.0
2012-07-31,recovery,13.993385881324127,0.06874639775168828,False,2,0.0
2012-08-31,recovery,14.631386476416592,0.04559301090552754,False,2,0.0
2012-09-28,recovery,14.35119879801712,-0.019149769493895213,False,2,0.0
2012-10-31,bull,15.42632081962783,0.07599112795675309,False,2,0.0
2012-11-30,recovery,14.322829090666149,-0.0715330467882946,False,2,0.0
2012-12-31,recovery,12.12148642864287,-0.15369468197158354,False,2,0.0
2013-01-31,recovery,12.4843687087194,0.0299371106186321,False,2,0.0
2013-02-28,recovery,13.24839705923121,0.061198797339123256,False,2,0.0
2013-03-28,recovery,13.68914260911122,0.03326783971747786,False,2,0.0
2013-04-30,recovery,13.898965424794143,0.015327681336541023,False,2,0.0
2013-05-31,recovery,12.631279744803827,-0.09029749466697673,False,2,0.0
2013-06-28,bull,13.20900672048377,0.04573780229335863,False,2,0.0
2013-07-31,recovery,12.962393284316343,-0.01867009695626788,False,2,0.0
2013-08-30,bull,13.397207088775483,0.03354425335830814,False,2,0.0
2013-09-30,recovery,13.383943305891233,-0.0009900408940728355,False,2,0.0
2013-10-31,recovery,13.246754474912573,-0.010250254939310356,False,2,0.0
2013-11-29,recovery,14.12144140809314,0.06603028197111196,False,2,0.0
2013-12-31,recovery,12.799136439240614,-0.09273083268358243,False,2,0.0
2014-01-31,bull,13.61807729045167,0.0639840707299815,False,2,0.0
2014-02-28,recovery,13.551587791851759,-0.004882443914937175,False,2,0.0
2014-03-31,recovery,13.126355097111801,-0.031378809721148565,False,2,0.0
2014-04-30,recovery,13.568982044324951,0.03372047639565524,False,2,0.0
2014-05-30,recovery,13.730618181918613,0.01191217860453015,False,2,0.0
2014-06-30,recovery,12.523385282663687,-0.0879226909713862,False,2,0.0
2014-10-31,recovery,13.00694594444308,0.03965226785581458,False,2,0.0
2014-11-30,recovery,14.9703727951556,0.15095218040414377,False,2,0.0
2015-01-31,bull,15.82932656291497,0.057376912352999465,False,2,0.0
2015-02-28,recovery,15.752073861799554,-0.00488035298332937,False,2,0.0
2015-03-31,normal,14.875188731740078,-0.05566791634884441,False,2,0.0
2015-04-30,recovery,16.406992327128595,0.10297708640966807,False,2,0.0
2015-05-29,recovery,15.821253328920697,-0.0357005712277558,False,2,0.0
2015-06-30,normal,14.761280182306855,-0.06606285030938171,False,2,0.0
2015-07-31,recovery,15.03092772775912,0.01826721951768589,False,2,0.0
2015-08-31,normal,15.900687397723365,0.05786466981395782,False,2,0.0
2015-09-30,normal,18.090775960014298,0.13773546435511386,False,2,0.0
2015-10-30,recovery,18.921436802426953,0.045916263860027284,False,2,0.0
2015-11-30,normal,19.720604602034083,0.04223610542644547,False,2,0.0
2015-12-31,normal,19.033421114265252,-0.034845964494311224,False,2,0.0
2016-01-29,normal,19.211824817343462,0.010383564665802533,False,2,0.0
2016-02-29,normal,23.814195852551432,0.23955928595878007,False,2,0.0
2016-03-31,recovery,27.758452154244186,0.1656262645236525,False,2,0.0
2016-04-29,normal,29.690273851754014,0.06959399921780063,False,2,0.0
2016-05-31,recovery,29.86346379623772,0.005833221523939412,False,2,0.0
2016-06-30,normal,35.550519708732494,0.19043524057685665,False,2,0.0
2016-07-29,recovery,33.52351534558853,-0.057017573294324005,False,2,0.0
2016-08-31,recovery,36.43520558407159,0.08794310159159208,False,2,0.0
2016-09-30,bull,37.61863679238255,0.03248043175110616,False,2,0.0
2016-10-31,normal,45.89550931685115,0.22002053317744313,False,2,0.0
2016-11-30,recovery,50.39536988175186,0.09804577031349186,False,2,0.0
2016-12-30,recovery,52.77012757506062,0.04712253722675132,False,2,0.0
2017-01-31,recovery,51.15501843384932,-0.030606504388566384,False,2,0.0
2017-02-28,recovery,55.1753950334943,0.07859202718974478,False,2,0.0
2017-03-31,bull,56.378682526811616,0.022831238638111317,False,2,0.0
2017-04-28,recovery,65.54863321782891,0.16264925464791422,False,2,0.0
2017-05-31,recovery,65.11503122122893,-0.006614966251989539,False,2,0.0
2017-06-30,bull,68.38954291528596,0.050288107563549386,False,2,0.0
2017-09-29,recovery,71.407325934848,0.04412638088984101,False,2,0.0
2017-10-31,recovery,72.836119859862,0.02000906638511608,False,2,0.0
2017-11-30,recovery,75.38955984394264,0.03505733129377984,False,2,0.0
2018-01-31,recovery,73.695124843305,-0.021497222032538697,False,2,0.0
2018-02-28,bull,70.74063328863016,-0.040090732744626545,False,2,0.0
2018-03-29,bull,70.28389239609534,-0.006456556455626592,False,2,0.0
2018-04-30,recovery,72.32080231457996,0.02898117689619846,False,2,0.0
2018-05-31,recovery,69.77137000455603,-0.035251714975926954,False,2,0.0
2018-06-29,bull,72.69489992091295,0.041901569600339104,False,2,0.0
2018-07-31,recovery,78.7044224104682,0.08266773179539696,False,2,0.0
2018-08-31,recovery,76.14728503613422,-0.03152191185459114,False,2,0.0
2018-09-28,recovery,68.32080102310192,-0.10278086749013288,False,2,0.0
2019-04-30,recovery,55.32538396587446,-0.19021171974891227,False,2,0.0
2019-05-31,normal,59.240900363280396,0.07077251194173521,False,2,0.0
2019-06-28,recovery,63.93704756478248,0.0792720430092067,False,2,0.0
2019-07-31,normal,58.220224502041994,-0.08941331013053223,False,2,0.0
2019-08-30,normal,62.6772307191185,0.07655426022825078,False,2,0.0
2019-09-30,recovery,68.33229507012082,0.09131649533811295,False,2,0.0
2019-10-31,recovery,81.02302850086828,0.18572087206678137,False,2,0.0
2019-11-29,recovery,82.74645397559516,0.02127081036854119,False,2,0.0
2019-12-31,recovery,78.53120796432461,-0.050941711804517675,False,2,0.0
2020-01-31,bull,65.15681739306426,-0.1703066961269219,False,2,0.0
2020-02-28,normal,46.287758564207294,-0.28959454411389834,False,2,0.0
2020-03-31,crash,63.07697787538566,0.3640781051386464,True,0,0.0
2020-04-30,normal,63.013900897510275,0.0,False,2,0.0
2020-05-29,recovery,64.33089159775238,0.02090000272137011,False,2,0.0
2020-06-30,recovery,72.54391138925399,0.12766836565636144,False,2,0.0
2020-07-31,recovery,75.69974661360148,0.043502413419838876,False,2,0.0
2020-08-31,recovery,68.26000596800114,-0.09827959773201654,False,2,0.0
2020-09-30,bull,65.64608848703988,-0.03829354310614357,False,2,0.0
2020-10-30,bull,86.42734107751562,0.31656497849949516,False,2,0.0
2020-11-30,recovery,98.32158906260915,0.13876011739628938,False,2,0.0
2020-12-31,recovery,109.14211751252446,0.11005241629104492,False,2,0.0
2021-01-29,bull,129.99942725976902,0.19110230058392547,False,2,0.0
2021-02-26,recovery,130.81335137598035,0.006260982324059755,False,2,0.0
2021-03-31,recovery,137.67363617743328,0.0524433074246013,False,2,0.0
2021-04-30,recovery,164.01492649288693,0.19133140553871258,False,2,0.0
2021-05-31,recovery,154.17851855165324,-0.0599726387808994,False,2,0.0
2021-12-31,recovery,144.07849460413183,-0.06457320594155619,False,2,0.0
2022-01-31,bull,126.94818146124366,-0.11889569772335,False,2,0.0
2022-02-28,normal,124.31135214028633,-0.020770910544806332,False,2,0.0
2022-03-31,recovery,106.57307173295382,-0.14269236157382245,False,2,0.0
2022-04-29,crash,108.28308722080874,0.01706253687714764,True,0,0.0
2022-05-31,normal,108.17480413358793,0.0,False,2,0.0
2022-06-30,crash,119.00089480280508,0.10118077653755903,True,0,0.0
2022-07-29,normal,118.88189390800227,0.0,False,2,0.0
2022-08-31,normal,116.42501021182335,-0.02066659282935218,False,2,0.0
2022-09-30,crash,137.16911271271465,0.17935501042285992,True,0,0.0
2022-10-31,normal,137.03194360000194,0.0,False,2,0.0
2022-11-30,recovery,115.29341572107434,-0.15863839706151045,False,2,0.0
2022-12-30,normal,154.40657781874555,0.33924887950493576,False,2,0.0
2023-01-31,recovery,169.82052890912453,0.09982703656882469,False,2,0.0
2023-02-28,normal,185.7121100857552,0.09357868143924278,False,2,0.0
2023-03-31,recovery,178.24596300419418,-0.040202801411891774,False,2,0.0
2023-04-28,recovery,232.03616313846132,0.30177513828462643,False,2,0.0
2023-05-31,recovery,314.6047672165554,0.3572008890508116,False,2,0.0
2023-06-30,recovery,326.7484954769441,0.03859994992393011,False,2,0.0
2023-07-31,recovery,311.1090689203401,-0.04786380587239005,False,2,0.0
2023-08-31,recovery,311.56536509769444,0.0014666759118846968,False,2,0.0
2023-09-29,bull,302.913974960588,-0.02776749634669335,False,2,0.0
2023-10-31,normal,316.93412560244514,0.046284264843447026,False,2,0.0
2023-11-30,recovery,332.5729018505503,0.04934393296518061,False,2,0.0
2023-12-29,recovery,316.3173718610012,-0.04792602131740943,False,2,0.0
2024-01-31,recovery,363.9173381659693,0.15048166980182426,False,2,0.0
2024-02-29,recovery,358.83255722961957,-0.01397235141907625,False,2,0.0
2024-03-28,recovery,316.32288176306616,-0.11846660680611315,False,2,0.0
2024-04-30,bull,335.50965418630125,0.06065565765048391,False,2,0.0
2024-05-31,recovery,366.4808575536881,0.09231091559049229,False,2,0.0
2024-06-28,recovery,332.38356811355936,-0.0930397556579981,False,2,0.0
2024-07-31,bull,373.9268164736987,0.12611197874682362,False,2,0.0
2024-08-30,recovery,394.7900720735186,0.05579502373370805,False,2,0.0
2024-09-30,recovery,374.9011559702474,-0.05037846063050824,False,2,0.0
2024-10-31,recovery,403.23205082238627,0.07556897171687382,False,2,0.0
2024-11-29,recovery,365.44162143193455,-0.09371881355506992,False,2,0.0
2024-12-31,bull,382.4878484634238,0.04664555439715887,False,2,0.0
2025-01-31,recovery,378.63506245021193,-0.010072963176973499,False,2,0.0
2025-02-28,bull,375.5962906968994,-0.00703262786367757,False,2,0.0
2025-03-31,normal,373.67006777964605,-0.005128439670368752,False,2,0.0
2025-04-30,normal,435.76927632160334,0.16618727025943458,False,2,0.0
2025-05-30,recovery,523.6247700105529,0.20161011448661897,False,2,0.0
2025-06-30,recovery,542.1171988053953,0.035316184134050424,False,2,0.0
2025-07-31,recovery,586.0248730593352,0.08099295567581016,False,2,0.0
2025-08-29,recovery,585.9073329412038,-0.00020057189299453604,False,2,0.0
2025-09-30,recovery,582.8473121088065,-0.0042269313768669905,False,2,0.0
2025-10-31,recovery,605.2092207248185,0.038366666794952056,False,2,0.0
2025-11-28,recovery,612.5131706168755,0.012068470938545333,False,2,0.0
2025-12-31,recovery,648.9020935828286,0.05940920899595508,False,2,0.0
2026-01-30,recovery,652.4003893462403,0.0053910995171804685,False,2,0.0
2026-02-27,bull,621.3448531690142,-0.04760195837459017,False,2,0.0
