variant,split,cagr_pct,spy_cagr_pct,edge_pp,sharpe,max_dd_pct,n_months
ensemble,R1_GFC,24.24163300940001,-2.78180889308145,27.02344190248146,0.677080702507687,-54.20107683404818,36
ensemble,R2,9.090588940724565,16.07000308327717,-6.979414142552609,0.4816275298060662,-41.68896054070319,36
ensemble,R3,16.13455399010586,9.040352032995713,7.094201957110147,0.7850715112802737,-22.507511917263567,36
ensemble,R4,4.0294569307140815,15.081113383528976,-11.051656452814896,0.3168478423415471,-19.847391197371245,36
ensemble,R5_COVID,-5.103452514873885,7.618476354813275,-12.72192886968716,0.053995755821177806,-43.873206817935404,36
ensemble,R6_AI,29.870294260622888,25.529470848293222,4.340823412329664,1.1407207727614754,-17.233230988963445,24
ensemble,STRICT,11.944023211199251,13.504417076790375,-1.5603938655911254,0.5421499539433458,-43.873206817935426,48
anchor,A1,24.1039444413655,11.298712609873585,12.805231831491914,0.8974426011183675,-37.32992792757337,96
anchor,A2,40.32024243019332,14.827678919522679,25.492563510670642,1.1332769931133717,-37.32992792757336,84
anchor,A3,60.42881758869492,13.719857315363914,46.708960273331,1.3912946153997292,-37.32992792757337,84
anchor,R1_GFC,45.15819580993667,-2.78180889308145,47.940004703018126,0.8417416966104425,-41.51891070165221,36
anchor,R2,37.6709070623745,16.07000308327717,21.600903979097332,1.1622768132480261,-33.15062351772803,36
anchor,R3,20.260135829289116,9.040352032995713,11.219783796293402,1.0328354072664352,-14.90723670243953,36
anchor,R4,33.5146527947761,15.081113383528976,18.433539411247125,1.0885113876594472,-37.32992792757337,36
anchor,R5_COVID,54.28061421133332,7.618476354813275,46.66213785652005,1.1336838853035887,-25.360733175253813,36
anchor,R6_AI,86.53936982060675,25.529470848293222,61.00989897231352,2.3825646460713448,-6.99166309373479,24
anchor,STRICT,64.92643268129869,13.504417076790375,51.42201560450832,1.709382508934433,-23.03637413527192,48
