K_normal,K_recovery,K_bull,conv,cash_crash,regime_mode,CAGR_pct,Sharpe,MaxDD_pct,Final_eq
7,5,5,False,True,default,74.17,1.316,-44.39,138228.3
7,3,7,False,True,loose,74.15,1.334,-60.6,138004.8
10,3,3,False,True,loose,74.14,1.29,-62.44,137854.7
7,5,7,False,True,default,74.07,1.326,-44.39,136533.5
3,3,3,True,True,tight,74.06,0.984,-72.3,136472.5
7,3,10,False,False,loose,74.02,1.314,-60.6,135800.4
5,5,10,False,True,loose,73.99,1.277,-50.35,135294.5
15,7,3,False,False,loose,73.93,1.379,-55.03,134344.2
15,5,5,False,False,default,73.91,1.274,-57.71,133914.1
10,7,10,False,True,loose,73.91,1.403,-48.97,133922.2
10,3,5,False,True,loose,73.86,1.316,-62.44,133127.2
7,5,3,False,False,tight,73.86,1.242,-55.82,133078.0
15,5,3,False,True,tight,73.81,1.264,-53.75,132247.6
15,5,7,False,False,default,73.81,1.282,-57.71,132272.2
7,7,3,False,False,tight,73.78,1.328,-55.06,131834.5
3,5,3,False,True,default,73.78,1.206,-61.46,131851.4
10,3,7,False,True,loose,73.76,1.326,-62.44,131495.0
15,7,3,False,True,tight,73.73,1.362,-52.95,131011.8
5,3,10,False,True,tight,73.7,1.178,-60.51,130496.6
3,3,5,True,True,tight,73.68,0.982,-72.13,130288.1
7,3,10,False,True,tight,73.67,1.185,-60.6,130052.0
15,7,5,False,False,loose,73.65,1.421,-52.75,129737.1
10,5,5,True,True,default,73.64,1.085,-55.06,129601.4
10,5,3,False,True,default,73.63,1.245,-54.52,129371.4
15,3,3,True,True,default,73.62,1.01,-63.75,129289.7
15,7,7,False,False,loose,73.55,1.436,-52.75,128146.4
10,5,7,True,True,default,73.53,1.093,-55.06,127873.1
5,5,10,True,True,default,73.52,1.068,-62.9,127721.3
10,5,10,False,False,loose,73.52,1.36,-54.32,127616.5
15,7,10,True,True,default,73.52,1.216,-50.34,127715.2
10,5,3,False,True,tight,73.52,1.249,-53.75,127613.2
5,5,3,False,True,default,73.52,1.248,-56.82,127628.3
3,5,5,False,True,default,73.5,1.223,-52.61,127329.8
3,5,5,True,True,default,73.45,1.021,-69.66,126563.1
10,7,3,False,True,tight,73.44,1.341,-52.95,126420.8
3,5,7,False,True,default,73.4,1.228,-52.61,125768.6
10,5,5,False,True,default,73.34,1.267,-47.99,124934.8
3,5,7,True,True,default,73.34,1.025,-68.68,124875.3
10,3,5,True,True,loose,73.34,1.079,-67.6,124821.3
3,3,3,False,True,tight,73.32,1.147,-63.96,124590.7
10,5,7,False,True,default,73.24,1.275,-47.99,123403.0
10,3,7,True,True,loose,73.23,1.086,-67.6,123156.7
5,5,5,False,True,default,73.23,1.27,-46.02,123251.4
5,5,7,False,True,default,73.13,1.278,-46.02,121740.3
3,5,10,False,True,tight,73.12,1.238,-39.92,121613.2
15,3,5,True,False,default,73.09,1.01,-68.72,121127.0
3,7,10,False,True,tight,73.05,1.328,-39.92,120476.8
15,3,7,True,False,default,72.98,1.014,-68.72,119511.7
15,5,10,True,True,loose,72.91,1.189,-60.59,118381.8
5,3,10,False,True,loose,72.89,1.235,-60.51,118116.6
7,3,3,False,True,default,72.86,1.192,-60.6,117683.5
7,3,5,True,True,default,72.73,1.004,-67.84,115841.2
10,3,10,False,False,default,72.66,1.177,-62.44,114785.7
15,3,5,True,False,loose,72.66,1.088,-68.72,114807.3
7,3,7,True,True,default,72.62,1.007,-67.84,114296.4
15,3,3,False,False,default,72.6,1.164,-70.84,114010.6
7,3,5,False,True,default,72.58,1.209,-60.6,113647.7
15,5,3,True,True,trend_only,72.57,1.232,-59.84,113611.7
15,7,3,True,True,trend_only,72.57,1.232,-59.84,113611.7
15,3,3,True,True,trend_only,72.57,1.232,-59.84,113611.7
15,3,7,True,False,loose,72.55,1.096,-68.72,113276.2
7,3,7,False,True,default,72.48,1.215,-60.6,112254.3
10,3,10,False,False,loose,72.42,1.306,-62.44,111413.5
15,5,7,False,False,trend_only,72.35,1.434,-53.39,110581.3
5,5,5,False,True,tight,72.35,1.265,-41.24,110490.1
15,7,7,False,False,trend_only,72.35,1.434,-53.39,110581.3
15,3,7,False,False,trend_only,72.35,1.434,-53.39,110581.3
7,5,5,False,True,tight,72.32,1.277,-39.88,110113.7
15,3,5,False,False,default,72.32,1.178,-70.98,110100.7
5,7,5,False,True,tight,72.27,1.368,-40.23,109457.7
7,7,10,False,True,default,72.25,1.415,-37.96,109143.2
7,7,5,False,True,tight,72.24,1.386,-38.85,109084.8
15,3,7,False,False,default,72.22,1.183,-71.1,108750.8
3,3,3,False,True,default,72.19,1.132,-63.96,108404.8
10,5,10,True,True,default,72.17,1.09,-55.06,108094.0
5,5,3,True,True,trend_only,72.07,1.04,-67.8,106711.2
5,7,3,True,True,trend_only,72.07,1.04,-67.8,106711.2
5,3,3,True,True,trend_only,72.07,1.04,-67.8,106711.2
15,7,3,False,False,trend_only,72.05,1.363,-55.03,106471.4
15,3,3,False,False,trend_only,72.05,1.363,-55.03,106471.4
15,5,3,False,False,trend_only,72.05,1.363,-55.03,106471.4
10,3,3,False,True,default,72.04,1.158,-62.44,106365.8
7,5,10,False,True,loose,72.0,1.369,-51.8,105863.1
15,7,10,False,False,default,71.99,1.355,-52.75,105736.8
3,5,10,True,True,default,71.98,1.019,-68.19,105559.8
7,5,7,True,True,trend_only,71.97,1.168,-56.97,105466.4
7,7,7,True,True,trend_only,71.97,1.168,-56.97,105466.4
7,3,7,True,True,trend_only,71.97,1.168,-56.97,105466.4
5,3,3,False,True,default,71.93,1.161,-60.51,104932.7
3,3,5,False,True,default,71.91,1.142,-67.5,104687.2
10,3,10,True,True,loose,71.87,1.082,-67.6,104107.1
3,3,7,False,True,default,71.81,1.146,-67.63,103403.7
3,7,10,True,True,tight,71.8,1.044,-62.59,103183.3
15,3,5,False,False,trend_only,71.76,1.408,-53.39,102665.5
15,7,5,False,False,trend_only,71.76,1.408,-53.39,102665.5
10,3,5,False,True,default,71.76,1.172,-62.44,102718.1
15,5,5,False,False,trend_only,71.76,1.408,-53.39,102665.5
10,3,7,False,True,default,71.66,1.177,-62.44,101458.7
5,3,5,False,True,default,71.65,1.175,-60.51,101334.1
15,5,3,False,False,loose,71.64,1.339,-57.71,101187.3
15,3,10,True,False,default,71.63,1.007,-68.72,101025.9
10,5,10,False,True,loose,71.61,1.36,-54.32,100869.5
3,7,10,False,True,default,71.59,1.283,-48.44,100537.9
5,3,7,False,True,default,71.55,1.18,-60.51,100091.7
10,7,10,False,True,default,71.43,1.348,-41.89,98646.8
7,3,5,True,True,trend_only,71.37,1.146,-58.31,97806.5
7,7,5,True,True,trend_only,71.37,1.146,-58.31,97806.5
7,5,5,True,True,trend_only,71.37,1.146,-58.31,97806.5
15,5,5,False,False,loose,71.36,1.376,-57.71,97717.2
5,7,10,False,True,default,71.33,1.351,-42.81,97317.7
7,3,10,True,True,default,71.27,1.0,-67.84,96617.2
15,5,7,False,False,loose,71.26,1.39,-57.71,96519.2
15,5,5,True,True,default,71.22,1.071,-54.32,96057.8
3,7,7,True,True,tight,71.21,1.038,-65.0,95934.3
15,3,10,True,False,loose,71.2,1.093,-68.72,95754.9
15,7,3,False,True,loose,71.2,1.364,-55.03,95773.2
15,5,7,True,True,default,71.11,1.079,-54.32,94776.8
5,3,3,False,True,tight,71.03,1.149,-60.77,93767.7
7,3,3,False,True,tight,71.0,1.155,-61.53,93448.3
7,3,10,True,True,trend_only,70.93,1.174,-56.3,92623.6
7,5,10,True,True,trend_only,70.93,1.174,-56.3,92623.6
7,7,10,True,True,trend_only,70.93,1.174,-56.3,92623.6
15,7,5,False,True,loose,70.92,1.407,-52.75,92488.8
7,3,10,False,True,loose,70.91,1.311,-60.6,92422.0
7,5,10,False,True,default,70.83,1.303,-44.39,91436.7
5,5,10,False,True,tight,70.83,1.251,-39.62,91526.9
15,7,7,False,True,loose,70.82,1.423,-52.75,91354.8
7,5,10,False,True,tight,70.81,1.263,-37.3,91215.1
5,3,5,True,True,default,70.8,0.982,-68.75,91137.8
10,3,7,True,True,trend_only,70.76,1.241,-51.59,90716.7
5,7,10,False,True,tight,70.76,1.354,-39.62,90671.6
10,7,7,True,True,trend_only,70.76,1.241,-51.59,90716.7
10,5,7,True,True,trend_only,70.76,1.241,-51.59,90716.7
3,5,10,True,True,tight,70.73,0.999,-65.6,90350.7
7,7,10,False,True,tight,70.73,1.372,-37.3,90362.7
5,3,7,True,True,default,70.69,0.985,-68.75,89922.4
15,5,10,False,False,default,70.57,1.258,-57.71,88582.9
15,3,3,False,False,loose,70.55,1.287,-70.84,88339.9
10,3,10,False,True,loose,70.52,1.303,-62.44,88062.4
3,5,3,False,True,tight,70.46,1.204,-57.57,87384.6
3,7,3,False,True,tight,70.39,1.286,-56.84,86568.1
15,7,10,False,False,loose,70.32,1.416,-52.75,85819.9
15,3,5,False,False,loose,70.27,1.317,-70.98,85310.4
15,7,3,False,True,default,70.21,1.293,-55.03,84675.6
3,5,10,False,True,default,70.17,1.204,-52.61,84227.5
15,3,7,False,False,loose,70.17,1.328,-71.1,84264.4
10,3,5,True,True,trend_only,70.16,1.211,-53.8,84128.1
10,5,5,True,True,trend_only,70.16,1.211,-53.8,84128.1
10,7,5,True,True,trend_only,70.16,1.211,-53.8,84128.1
3,5,7,True,True,tight,70.15,0.994,-67.55,84003.3
3,7,3,True,True,tight,70.11,1.026,-67.92,83605.7
10,5,10,False,True,default,70.02,1.251,-47.99,82643.2
15,7,5,False,True,default,69.93,1.326,-47.74,81771.8
5,5,10,False,True,default,69.91,1.254,-46.02,81529.7
15,7,7,False,True,default,69.83,1.339,-47.74,80769.2
15,5,10,True,True,default,69.77,1.077,-54.32,80117.0
3,7,5,True,True,tight,69.74,1.025,-66.97,79817.0
10,5,10,True,True,trend_only,69.73,1.256,-46.87,79670.0
10,3,10,True,True,trend_only,69.73,1.256,-46.87,79670.0
10,7,10,True,True,trend_only,69.73,1.256,-46.87,79670.0
15,3,5,True,True,loose,69.71,1.074,-68.72,79480.0
15,3,7,True,True,loose,69.6,1.082,-68.72,78420.1
10,3,5,True,True,default,69.47,0.988,-64.34,77132.4
10,3,7,True,True,default,69.36,0.992,-64.34,76103.8
5,3,10,True,True,default,69.35,0.978,-68.75,76013.4
3,3,5,True,True,default,69.28,0.951,-73.66,75324.1
7,3,10,False,True,default,69.26,1.191,-60.6,75176.9
15,5,10,False,False,trend_only,69.25,1.415,-53.39,75068.0
15,3,10,False,False,trend_only,69.25,1.415,-53.39,75068.0
15,7,10,False,False,trend_only,69.25,1.415,-53.39,75068.0
3,3,7,True,True,default,69.17,0.952,-73.66,74319.6
3,5,3,True,True,tight,69.05,0.983,-70.75,73208.0
15,3,10,False,False,default,69.01,1.158,-70.84,72830.6
15,5,3,False,True,loose,68.94,1.323,-57.71,72135.9
15,5,3,False,True,default,68.8,1.21,-55.03,70938.5
3,5,5,True,True,tight,68.69,0.982,-69.48,69890.4
15,5,5,False,True,loose,68.66,1.362,-57.71,69662.1
3,3,10,False,True,default,68.61,1.121,-65.97,69249.6
15,5,7,False,True,loose,68.56,1.376,-57.71,68808.0
15,5,5,False,True,default,68.53,1.232,-50.25,68505.8
7,7,7,False,True,trend_only,68.52,1.391,-38.65,68387.1
7,3,7,False,True,trend_only,68.52,1.391,-38.65,68387.1
7,5,7,False,True,trend_only,68.52,1.391,-38.65,68387.1
10,3,10,False,True,default,68.46,1.152,-62.44,67947.1
15,5,7,False,True,default,68.43,1.24,-50.25,67665.9
5,3,10,False,True,default,68.36,1.155,-60.51,67031.6
15,3,10,True,True,loose,68.27,1.079,-68.72,66290.2
7,7,3,False,True,trend_only,68.22,1.32,-55.06,65845.4
7,3,3,False,True,trend_only,68.22,1.32,-55.06,65845.4
7,5,3,False,True,trend_only,68.22,1.32,-55.06,65845.4
5,5,3,False,True,tight,68.21,1.214,-56.82,65766.2
7,5,3,False,True,tight,68.18,1.225,-55.82,65542.2
5,7,3,False,True,tight,68.13,1.308,-56.07,65151.7
7,7,3,False,True,tight,68.11,1.324,-55.06,64929.8
15,5,10,False,False,loose,68.07,1.369,-57.71,64639.0
10,3,10,True,True,default,68.03,0.985,-64.34,64332.2
15,3,7,True,True,trend_only,67.97,1.277,-49.48,63830.9
15,5,7,True,True,trend_only,67.97,1.277,-49.48,63830.9
15,7,7,True,True,trend_only,67.97,1.277,-49.48,63830.9
7,5,5,False,True,trend_only,67.93,1.365,-39.14,63491.7
7,7,5,False,True,trend_only,67.93,1.365,-39.14,63491.7
7,3,5,False,True,trend_only,67.93,1.365,-39.14,63491.7
15,3,3,False,True,loose,67.87,1.27,-70.84,62977.0
3,3,10,True,True,default,67.85,0.944,-72.0,62824.0
15,7,10,False,True,loose,67.64,1.403,-52.75,61180.5
15,3,5,False,True,loose,67.59,1.301,-70.98,60817.3
15,3,7,False,True,loose,67.49,1.312,-71.1,60071.6
5,7,7,True,True,trend_only,67.48,1.028,-63.53,59953.9
5,5,7,True,True,trend_only,67.48,1.028,-63.53,59953.9
5,3,7,True,True,trend_only,67.48,1.028,-63.53,59953.9
15,5,5,True,True,trend_only,67.38,1.239,-51.79,59194.9
15,3,5,True,True,trend_only,67.38,1.239,-51.79,59194.9
15,7,5,True,True,trend_only,67.38,1.239,-51.79,59194.9
15,3,10,False,True,no_gate,67.36,1.405,-53.39,59079.0
15,5,10,False,True,no_gate,67.36,1.405,-53.39,59079.0
15,5,3,False,True,no_gate,67.36,1.405,-53.39,59079.0
15,5,7,False,False,no_gate,67.36,1.405,-53.39,59079.0
15,7,3,False,True,no_gate,67.36,1.405,-53.39,59079.0
15,7,7,False,True,no_gate,67.36,1.405,-53.39,59079.0
15,7,5,False,False,no_gate,67.36,1.405,-53.39,59079.0
15,5,10,False,False,no_gate,67.36,1.405,-53.39,59079.0
15,3,7,False,False,no_gate,67.36,1.405,-53.39,59079.0
15,5,7,False,True,no_gate,67.36,1.405,-53.39,59079.0
15,7,7,False,False,no_gate,67.36,1.405,-53.39,59079.0
15,3,10,False,False,no_gate,67.36,1.405,-53.39,59079.0
15,7,3,False,False,no_gate,67.36,1.405,-53.39,59079.0
15,3,3,False,False,no_gate,67.36,1.405,-53.39,59079.0
15,5,5,False,True,no_gate,67.36,1.405,-53.39,59079.0
15,5,3,False,False,no_gate,67.36,1.405,-53.39,59079.0
15,7,10,False,True,no_gate,67.36,1.405,-53.39,59079.0
15,3,7,False,True,no_gate,67.36,1.405,-53.39,59079.0
15,3,5,False,False,no_gate,67.36,1.405,-53.39,59079.0
15,3,5,False,True,no_gate,67.36,1.405,-53.39,59079.0
15,3,3,False,True,no_gate,67.36,1.405,-53.39,59079.0
15,5,5,False,False,no_gate,67.36,1.405,-53.39,59079.0
15,7,10,False,False,no_gate,67.36,1.405,-53.39,59079.0
15,7,5,False,True,no_gate,67.36,1.405,-53.39,59079.0
15,3,3,False,True,default,67.26,1.122,-70.84,58323.8
15,3,5,True,True,default,67.11,0.973,-63.75,57168.9
15,3,10,False,False,loose,67.0,1.305,-70.84,56432.0
15,3,7,True,True,default,67.0,0.977,-63.75,56406.5
15,3,5,False,True,default,66.99,1.136,-70.98,56323.7
15,7,10,True,True,trend_only,66.95,1.299,-43.9,56058.1
15,3,10,True,True,trend_only,66.95,1.299,-43.9,56058.1
15,5,10,True,True,trend_only,66.95,1.299,-43.9,56058.1
5,7,5,True,True,trend_only,66.89,1.015,-64.67,55599.5
5,3,5,True,True,trend_only,66.89,1.015,-64.67,55599.5
15,3,7,False,True,default,66.89,1.141,-71.1,55633.1
5,5,5,True,True,trend_only,66.89,1.015,-64.67,55599.5
5,7,7,False,True,trend_only,66.68,1.237,-50.0,54136.6
5,5,7,False,True,trend_only,66.68,1.237,-50.0,54136.6
5,3,7,False,True,trend_only,66.68,1.237,-50.0,54136.6
15,7,10,False,True,default,66.67,1.316,-47.74,54091.3
5,5,10,True,True,trend_only,66.46,1.027,-62.96,52653.2
5,3,10,True,True,trend_only,66.46,1.027,-62.96,52653.2
5,7,10,True,True,trend_only,66.46,1.027,-62.96,52653.2
5,5,3,False,True,trend_only,66.38,1.194,-56.82,52124.5
5,7,3,False,True,trend_only,66.38,1.194,-56.82,52124.5
5,3,3,False,True,trend_only,66.38,1.194,-56.82,52124.5
5,3,5,False,True,trend_only,66.1,1.22,-50.0,50261.3
5,7,5,False,True,trend_only,66.1,1.22,-50.0,50261.3
5,5,5,False,True,trend_only,66.1,1.22,-50.0,50261.3
3,5,3,True,True,trend_only,65.92,0.936,-74.27,49082.5
3,7,3,True,True,trend_only,65.92,0.936,-74.27,49082.5
3,3,3,True,True,trend_only,65.92,0.936,-74.27,49082.5
15,3,10,True,True,default,65.69,0.97,-63.75,47681.7
7,5,10,False,True,trend_only,65.48,1.372,-38.65,46424.5
7,7,10,False,True,trend_only,65.48,1.372,-38.65,46424.5
7,3,10,False,True,trend_only,65.48,1.372,-38.65,46424.5
15,5,10,False,True,loose,65.43,1.355,-57.71,46080.8
3,3,7,False,True,trend_only,65.32,1.118,-68.83,45428.7
3,5,7,False,True,trend_only,65.32,1.118,-68.83,45428.7
3,7,7,False,True,trend_only,65.32,1.118,-68.83,45428.7
15,5,10,False,True,default,65.3,1.216,-50.25,45315.9
3,3,3,False,True,trend_only,65.02,1.094,-65.29,43740.3
3,7,3,False,True,trend_only,65.02,1.094,-65.29,43740.3
3,5,3,False,True,trend_only,65.02,1.094,-65.29,43740.3
3,7,5,False,True,trend_only,64.74,1.107,-68.71,42176.7
3,3,5,False,True,trend_only,64.74,1.107,-68.71,42176.7
3,5,5,False,True,trend_only,64.74,1.107,-68.71,42176.7
15,3,10,False,True,loose,64.38,1.289,-70.84,40230.1
15,3,10,False,True,default,63.79,1.115,-70.84,37257.6
5,5,10,False,True,trend_only,63.68,1.214,-50.0,36750.6
5,7,10,False,True,trend_only,63.68,1.214,-50.0,36750.6
5,3,10,False,True,trend_only,63.68,1.214,-50.0,36750.6
10,7,7,False,True,trend_only,62.46,1.365,-34.39,31339.4
10,5,7,False,True,trend_only,62.46,1.365,-34.39,31339.4
10,3,7,False,True,trend_only,62.46,1.365,-34.39,31339.4
3,3,10,False,True,trend_only,62.34,1.094,-67.23,30839.2
3,7,10,False,True,trend_only,62.34,1.094,-67.23,30839.2
3,5,10,False,True,trend_only,62.34,1.094,-67.23,30839.2
10,5,3,False,True,trend_only,62.17,1.286,-54.52,30174.7
10,7,3,False,True,trend_only,62.17,1.286,-54.52,30174.7
10,3,3,False,True,trend_only,62.17,1.286,-54.52,30174.7
10,7,5,False,True,trend_only,61.9,1.336,-38.55,29096.0
10,5,5,False,True,trend_only,61.9,1.336,-38.55,29096.0
10,3,5,False,True,trend_only,61.9,1.336,-38.55,29096.0
3,7,7,True,True,trend_only,61.49,0.912,-74.26,27576.2
3,5,7,True,True,trend_only,61.49,0.912,-74.26,27576.2
3,3,7,True,True,trend_only,61.49,0.912,-74.26,27576.2
3,7,5,True,True,trend_only,60.92,0.905,-74.26,25573.4
3,3,5,True,True,trend_only,60.92,0.905,-74.26,25573.4
3,5,5,True,True,trend_only,60.92,0.905,-74.26,25573.4
3,7,10,True,True,trend_only,60.51,0.906,-74.26,24218.2
3,3,10,True,True,trend_only,60.51,0.906,-74.26,24218.2
3,5,10,True,True,trend_only,60.51,0.906,-74.26,24218.2
10,3,10,False,True,trend_only,59.54,1.346,-35.81,21274.7
10,7,10,False,True,trend_only,59.54,1.346,-35.81,21274.7
10,5,10,False,True,trend_only,59.54,1.346,-35.81,21274.7
15,5,7,False,True,trend_only,56.29,1.382,-39.73,13715.4
15,7,7,False,True,trend_only,56.29,1.382,-39.73,13715.4
15,3,7,False,True,trend_only,56.29,1.382,-39.73,13715.4
15,3,3,False,True,trend_only,56.01,1.281,-55.03,13205.7
15,7,3,False,True,trend_only,56.01,1.281,-55.03,13205.7
15,5,3,False,True,trend_only,56.01,1.281,-55.03,13205.7
15,3,5,False,True,trend_only,55.75,1.346,-39.73,12733.6
15,5,5,False,True,trend_only,55.75,1.346,-39.73,12733.6
15,7,5,False,True,trend_only,55.75,1.346,-39.73,12733.6
15,3,10,False,True,trend_only,53.48,1.368,-39.73,9310.7
15,5,10,False,True,trend_only,53.48,1.368,-39.73,9310.7
15,7,10,False,True,trend_only,53.48,1.368,-39.73,9310.7
