asof,ticker,score
2023-02-28,SMCI,2.7887514784915526
2023-02-28,AZO,2.567744816335263
2023-02-28,KNSL,2.516664270334889
2023-03-31,LSCC,3.470389907165172
2023-03-31,SMCI,3.309707681610871
2023-03-31,DECK,2.737556344800135
2023-04-28,FRHC,3.6551069048529623
2023-04-28,LSCC,3.1481151981832447
2023-04-28,SMCI,3.0834214440764307
2023-05-31,SMCI,4.564778610939709
2023-05-31,FRHC,4.006531415935942
2023-05-31,LSCC,3.125532926066006
2023-06-30,SMCI,5.081674642847148
2023-06-30,FRHC,3.8575710634442357
2023-06-30,LSCC,3.5639643420098803
2023-07-31,SMCI,5.7842546473283
2023-07-31,FRHC,3.5279791815337513
2023-07-31,DECK,3.071965644028947
2023-08-31,SMCI,5.197279970211242
2023-08-31,FRHC,3.832402608949179
2023-08-31,LLY,3.5685169575709867
2023-09-29,SMCI,5.458586694224154
2023-09-29,ELF,4.032746243435411
2023-09-29,FRHC,3.4640711460718907
2023-10-31,SMCI,5.5438059360678125
2023-10-31,LLY,3.2346929076317448
2023-10-31,AVGO,3.1653656510648176
2023-11-30,SMCI,5.50695648091446
2023-11-30,LLY,3.3988026239726867
2023-11-30,FICO,3.3364295467551157
2023-12-29,SMCI,5.707542435993602
2023-12-29,ELF,4.418474489466199
2023-12-29,BLDR,4.1481817981074585
2024-01-31,SMCI,8.739900380817973
2024-01-31,ELF,4.9670681088803645
2024-01-31,LLY,3.8510020734594055
2024-02-29,SMCI,10.676544519894728
2024-02-29,CELH,8.698915748504618
2024-02-29,ELF,5.827987737748025
2024-03-28,SMCI,11.205440169552165
2024-03-28,CELH,7.9397777098360995
2024-03-28,NVDA,5.437097450004687
2024-04-30,SMCI,9.544284889466528
2024-04-30,CELH,6.667968267329727
2024-04-30,VRT,4.969216064275802
2024-05-31,SMCI,9.099329562566947
2024-05-31,CELH,7.2635402266460805
2024-05-31,NVDA,6.503497886924144
2024-06-28,SMCI,9.362018023831592
2024-06-28,NVDA,6.480610584533753
2024-06-28,LLY,4.275137356483893
2024-07-31,SMCI,7.949078944567468
2024-07-31,NVDA,5.817924957834197
2024-07-31,MCK,4.171173226126874
2024-08-30,NVDA,5.8838041331643485
2024-08-30,PGR,4.139256016411657
2024-08-30,LLY,4.076920759435325
2024-09-30,NVDA,6.072257726665677
2024-09-30,IRM,4.2848834891553755
2024-09-30,CTAS,4.1211430651250955
2024-10-31,NVDA,5.934118660969153
2024-10-31,IRM,4.454622270922413
2024-10-31,FICO,4.25100546243052
2024-11-29,NVDA,5.5756780239501005
2024-11-29,SFM,5.350905655830369
2024-11-29,TRGP,4.879382486391812
2024-12-31,NVDA,5.24688899019338
2024-12-31,TRGP,4.303990098134927
2024-12-31,SFM,4.201270218287509
2025-01-31,SFM,5.197316666689195
2025-01-31,TRGP,4.642256127400574
2025-01-31,WMT,4.058273982441447
2025-02-28,SFM,4.329307388787367
2025-02-28,TRGP,4.322769290237437
2025-02-28,HWM,3.5546633027211203
2025-03-31,TRGP,5.833830612592141
2025-03-31,SFM,4.092364629565718
2025-03-31,AM,3.77981907162293
2025-04-30,SFM,4.244488441864891
2025-04-30,HWM,4.091741954581668
2025-04-30,FRHC,3.4630650356687425
2025-05-30,HWM,4.335168774135699
2025-05-30,AXON,4.087027586893919
2025-05-30,SFM,4.004265828521685
2025-06-30,HWM,4.882889138889615
2025-06-30,CRS,4.633070777945196
2025-06-30,AXON,4.136857296410495
2025-07-31,MSTR,6.3206090205095915
2025-07-31,HWM,4.440243817836516
2025-07-31,FIX,4.209175052901539
2025-08-29,HWM,4.161300920115387
2025-08-29,FIX,3.7996757604615414
2025-08-29,CRS,3.5823777679694957
2025-09-30,HWM,4.804550541604547
2025-09-30,FIX,4.458660224205474
2025-09-30,NVDA,3.8699688546699473
2025-10-31,FIX,5.1880748008273265
2025-10-31,HWM,4.777062716036133
2025-10-31,CRS,4.760101210738478
2025-11-28,FIX,4.882104913208276
2025-11-28,AVGO,4.345102152719314
2025-11-28,HWM,4.142309640386341
2025-12-31,FIX,5.105767443586579
2025-12-31,HWM,4.122866092018035
2025-12-31,CRS,4.089698941219689
