strategy,top_k,exit,n_years,min_year_edge,mean_year_edge,n_bad_years,n_great_years,min_year_cagr,min_year_win,mean_year_win,cagr_dca_portfolio,cagr_spy_dca,edge_vs_spy_dca,win_rate,n_picks
explosive_winners,5,hold_forever,23,-0.10036628497946956,0.042900973686831746,1,0,0.02706181366901458,0.35,0.767391304347826,0.1919729114888482,0.11607086183838922,0.07590204965045899,0.7673913043478261,1380
explosive_winners,10,fixed_3y,23,-0.1183856714244334,-0.06361181471307022,7,0,-0.007763937978656007,0.2,0.6471014492753623,0.03817192136248055,0.11607086183838917,-0.07789894047590862,0.6471014492753623,2760
explosive_winners,10,hold_forever,23,-0.05718291592868075,0.03743604476335737,0,0,0.04992356546836483,0.425,0.7811594202898552,0.18461524486231576,0.11607086183838917,0.06854438302392658,0.7811594202898551,2760
low_vol_trend,1,fixed_3y,23,-0.15926698876132722,-0.08806784483002791,11,0,-0.019149849643726558,0.0,0.7028985507246377,0.031475409930342126,0.11607086183838923,-0.0845954519080471,0.7028985507246377,276
low_vol_trend,1,hold_forever,23,-0.16749968115282193,-0.022191982791877996,3,0,0.004333193227236625,0.5,0.8333333333333334,0.11942545656718996,0.11607086183838923,0.0033545947288007305,0.8333333333333334,276
low_vol_trend,5,fixed_3y,23,-0.16772450693616556,-0.09306298866015517,11,0,-0.019183300452467137,0.1,0.6963768115942028,0.028816252484985698,0.11607086183838922,-0.08725460935340351,0.696376811594203,1380
low_vol_trend,5,hold_forever,23,-0.17700677064145545,-0.02943248440152487,1,0,-0.005173896261396715,0.4166666666666667,0.8086956521739131,0.11594893319257271,0.11607086183838922,-0.00012192864581650475,0.808695652173913,1380
low_vol_trend,10,fixed_3y,23,-0.12629375525429107,-0.09328738907283526,12,0,-0.021928531021666947,0.08333333333333333,0.7054347826086957,0.027032300470040585,0.11607086183838917,-0.08903856136834859,0.7054347826086956,2760
low_vol_trend,10,hold_forever,23,-0.09995135742418525,-0.026507186167606958,0,0,0.0361826307970851,0.4666666666666667,0.8192028985507247,0.11385723855822759,0.11607086183838917,-0.0022136232801615863,0.8192028985507246,2760
min_dd_compounders,1,fixed_3y,23,-0.3729711840957378,-0.11013464643688892,12,0,-0.20113830971567928,0.0,0.717391304347826,0.026204527055983178,0.11607086183838923,-0.08986633478240605,0.717391304347826,276
min_dd_compounders,1,hold_forever,23,-0.37810311378657074,-0.03866098073116188,2,0,-0.20627023940651218,0.0,0.8333333333333334,0.11445695776350846,0.11607086183838923,-0.0016139040748807676,0.8333333333333334,276
min_dd_compounders,5,fixed_3y,23,-0.14572197530219969,-0.0956198276317826,13,0,-0.024468119078639012,0.23333333333333334,0.7288749692950135,0.027364400507240982,0.11602173590760599,-0.08865733540036501,0.728788977519942,1379
min_dd_compounders,5,hold_forever,23,-0.15226273776697022,-0.02263377359373182,2,0,-0.00620251153611528,0.43333333333333335,0.8347826086956521,0.11964983690386854,0.11602173590760599,0.0036281009962625538,0.8346627991298042,1379
min_dd_compounders,10,fixed_3y,23,-0.13974817705609788,-0.09838892190095432,14,0,-0.022655217162780603,0.175,0.7143087060098318,0.02538276049617494,0.11576638626613119,-0.09038362576995625,0.7141296431172615,2746
min_dd_compounders,10,hold_forever,23,-0.13974817705609788,-0.030311673860733402,2,0,-0.022655217162780603,0.375,0.8167632148348979,0.11295941817623545,0.11576638626613119,-0.0028069680898957367,0.8160961398397669,2746
proprietary_v1,1,fixed_3y,23,-0.2130448361092308,-0.10043188511524656,11,0,-0.09595187621591354,0.0,0.6920289855072463,0.02698570706309177,0.11607086183838923,-0.08908515477529746,0.6920289855072463,276
proprietary_v1,1,hold_forever,23,-0.2130448361092308,-0.016338969807772174,3,0,-0.09595187621591354,0.3333333333333333,0.7898550724637682,0.136113984460587,0.11607086183838923,0.020043122622197776,0.7898550724637681,276
proprietary_v1,5,fixed_3y,23,-0.14654667802523302,-0.09261788216183799,9,0,-0.003466247235075881,0.36666666666666664,0.7101449275362318,0.02740415889574472,0.11607086183838922,-0.0886667029426445,0.7101449275362319,1380
proprietary_v1,5,hold_forever,23,-0.09124001102709517,-0.015332222748068735,0,0,0.05818770214449754,0.48333333333333334,0.8086956521739131,0.12321884411040519,0.11607086183838922,0.007147982272015976,0.808695652173913,1380
proprietary_v1,10,fixed_3y,23,-0.11901445284580334,-0.09098596337632407,10,0,-0.0056215582467634,0.3333333333333333,0.7072463768115942,0.02723264186655991,0.11607086183838917,-0.08883821997182927,0.7072463768115942,2760
proprietary_v1,10,hold_forever,23,-0.09416436531206127,-0.015509135335556552,0,0,0.06907987588772618,0.5166666666666667,0.8079710144927535,0.12075526799735703,0.11607086183838917,0.004684406158967855,0.8079710144927537,2760
proprietary_v2,1,fixed_3y,23,-0.26743689691062367,-0.08555481103405019,9,0,-0.1278388081594757,0.08333333333333333,0.5869565217391305,0.039234635089495436,0.11607086183838923,-0.07683622674889379,0.5869565217391305,276
proprietary_v2,1,hold_forever,23,-0.23757290196335518,0.006772548930867607,3,0,-0.10552885421396306,0.16666666666666666,0.6847826086956522,0.19155059745369651,0.11607086183838923,0.07547973561530728,0.6847826086956522,276
proprietary_v2,5,fixed_3y,23,-0.22359323632692335,-0.072783925995161,10,0,-0.0827969218918695,0.21666666666666667,0.6318840579710144,0.03677234789275235,0.11607086183838922,-0.07929851394563686,0.6318840579710145,1380
proprietary_v2,5,hold_forever,23,-0.1374327712827841,0.03187946965574331,1,0,-0.03032628988573858,0.26666666666666666,0.75,0.17101222074140096,0.11607086183838922,0.054941358903011744,0.75,1380
proprietary_v2,10,fixed_3y,23,-0.17415704542801513,-0.07453977968176116,9,0,-0.06447069416051067,0.275,0.6520321361058601,0.03392627070228022,0.1159718969128132,-0.08204562621053299,0.6519056261343013,2755
proprietary_v2,10,hold_forever,23,-0.13169848401732223,0.02514732619030139,1,0,-0.024592002620276658,0.2833333333333333,0.7560491493383743,0.1564232615743954,0.1159718969128132,0.040451364661582195,0.7557168784029038,2755
proprietary_v3,1,fixed_3y,23,-0.17851553661442376,-0.08583454538551241,8,0,-0.07140905521737839,0.16666666666666666,0.6693017127799736,0.03180794545619169,0.11598987624360879,-0.08418193078741709,0.6690909090909091,275
proprietary_v3,1,hold_forever,23,-0.22301413883898483,0.015744189014971568,1,0,-0.11590765744193945,0.08333333333333333,0.7351778656126483,0.1761841196952386,0.11598987624360879,0.0601942434516298,0.7345454545454545,275
proprietary_v3,5,fixed_3y,23,-0.1183484815700075,-0.07515789096774078,7,0,-0.011242000172961971,0.31666666666666665,0.6639395045806916,0.031230546338520918,0.11586867959703033,-0.08463813325850941,0.6632578524470416,1369
proprietary_v3,5,hold_forever,23,-0.0501702407251786,0.030392491525454934,0,0,0.056936240671866936,0.3333333333333333,0.7706347337238849,0.1581372945694392,0.11586867959703033,0.04226861497240887,0.7699050401753105,1369
proprietary_v3,10,fixed_3y,23,-0.11445375691073274,-0.07946878518706782,9,0,-0.005262371850332035,0.35,0.6625604443440235,0.029854406817401667,0.11563202236633227,-0.0857776155489306,0.6603281133482476,2682
proprietary_v3,10,hold_forever,23,-0.061053004654191376,0.017981787378215174,0,0,0.046053476742854205,0.4083333333333333,0.7759006924294733,0.14528637279757028,0.11563202236633227,0.029654350431238014,0.7740492170022372,2682
proprietary_v4,1,fixed_3y,23,-0.2525944497198612,-0.11161977138765593,15,0,-0.13550148982654395,0.16666666666666666,0.5869565217391305,0.027530326277703653,0.11607086183838923,-0.08854053556068558,0.5869565217391305,276
proprietary_v4,1,hold_forever,23,-0.2525944497198612,-0.03057983368878108,5,0,-0.13550148982654395,0.3333333333333333,0.6920289855072463,0.14891185691378714,0.11607086183838923,0.03284099507539791,0.6920289855072463,276
proprietary_v4,5,fixed_3y,23,-0.1390402146286732,-0.08667921252543762,11,0,-0.026647710818980323,0.3,0.6695652173913044,0.02848027655017306,0.11607086183838922,-0.08759058528821616,0.6695652173913044,1380
proprietary_v4,5,hold_forever,23,-0.12010909701687099,-0.006271931180952206,1,0,0.02666698426781781,0.4166666666666667,0.7572463768115942,0.12863005652186374,0.11607086183838922,0.012559194683474523,0.7572463768115942,1380
proprietary_v4,10,fixed_3y,23,-0.1360852268554301,-0.08397807121088924,11,0,-0.024230252439816757,0.275,0.6822463768115942,0.029057809613877012,0.11607086183838917,-0.08701305222451217,0.6822463768115942,2760
proprietary_v4,10,hold_forever,23,-0.08032805031788504,-0.002023865604707637,0,0,0.02693817205631693,0.35833333333333334,0.775,0.13064229255205936,0.11607086183838917,0.014571430713670189,0.775,2760
proprietary_v5,1,fixed_3y,23,-0.24874962992312544,-0.08804793398601943,11,0,-0.10236407983685912,0.16666666666666666,0.6521739130434783,0.03139785715017536,0.11607086183838923,-0.08467300468821387,0.6521739130434783,276
proprietary_v5,1,hold_forever,23,-0.223221666538772,-0.027345311107449012,2,0,-0.07683611645250567,0.16666666666666666,0.7681159420289856,0.11674953480331542,0.11607086183838923,0.0006786729649261858,0.7681159420289855,276
proprietary_v5,5,fixed_3y,23,-0.19004811580828648,-0.08519784183158402,11,0,-0.043662565722020284,0.2833333333333333,0.6782608695652174,0.027837501249067382,0.11607086183838922,-0.08823336058932184,0.6782608695652174,1380
proprietary_v5,5,hold_forever,23,-0.12646991649710126,-0.01192507703005782,1,0,0.019915633589164934,0.3,0.7905797101449276,0.1270778137808791,0.11607086183838922,0.011006951942489879,0.7905797101449276,1380
proprietary_v5,10,fixed_3y,23,-0.1596717283653932,-0.086008855871107,12,0,-0.013286178279126877,0.3416666666666667,0.6905797101449275,0.02683796115323294,0.11607086183838917,-0.08923290068515624,0.6905797101449276,2760
proprietary_v5,10,hold_forever,23,-0.0933236707468391,-0.008634183858043055,0,0,0.05306187933942723,0.43333333333333335,0.7996376811594202,0.12471054061595928,0.11607086183838917,0.008639678777570103,0.7996376811594202,2760
proprietary_v6,1,fixed_3y,23,-0.25016753912754575,-0.1068305162991375,12,0,-0.10453733978574173,0.18181818181818182,0.5876152832674572,0.0299295686480778,0.11606064024659965,-0.08613107159852185,0.5890909090909091,275
proprietary_v6,1,hold_forever,23,-0.2478745370085788,0.0028612405078506918,2,0,-0.10224433766677478,0.08333333333333333,0.6963109354413702,0.17712583820824743,0.11606064024659965,0.06106519796164778,0.6981818181818182,275
proprietary_v6,5,fixed_3y,23,-0.12651508374807444,-0.08161028551881777,10,0,-0.008944314376834381,0.2711864406779661,0.6477578207159689,0.052445688692780316,0.11571252824539655,-0.06326683955261622,0.6460244648318043,1308
proprietary_v6,5,hold_forever,23,-0.11180502819111762,0.00819211974733062,1,0,0.03871092386426253,0.26666666666666666,0.7601027813852962,0.1475975965219174,0.11571252824539655,0.03188506827652085,0.7568807339449541,1308
proprietary_v6,10,fixed_3y,23,-0.12382392697173783,-0.08019766114204821,8,0,-0.01713272177153009,0.3389830508474576,0.6846069412641577,0.05536949745778039,0.1154830151067522,-0.06011351764897181,0.6741716227697536,2354
proprietary_v6,10,hold_forever,23,-0.08451129208503172,0.004848084169191456,0,0,0.023650022359352464,0.288135593220339,0.7877328702326775,0.14072694390149595,0.1154830151067522,0.025243928794743756,0.776125743415463,2354
proprietary_v7,1,fixed_3y,23,-0.29097597162849226,-0.10255929350655757,14,0,-0.14459042154222593,0.08333333333333333,0.6304347826086957,0.030910037737903913,0.11607086183838923,-0.08516082410048531,0.6304347826086957,276
proprietary_v7,1,hold_forever,23,-0.21122149923113803,0.006647436934129669,4,1,-0.06483594914487169,0.16666666666666666,0.6811594202898551,0.1781094272758801,0.11607086183838923,0.06203856543749088,0.6811594202898551,276
proprietary_v7,5,fixed_3y,23,-0.16736174474051,-0.08351984688676252,12,0,-0.06025526334346446,0.15,0.6471014492753623,0.032360984714316296,0.11592309701999849,-0.0835621123056822,0.6470588235294118,1377
proprietary_v7,5,hold_forever,23,-0.12427410561968985,0.012245151847646477,2,0,-0.01716762422264431,0.36666666666666664,0.7563691838291381,0.15216432956978232,0.11592309701999849,0.03624123254978383,0.7559912854030502,1377
proprietary_v7,10,fixed_3y,23,-0.1648302701631426,-0.08236234589414367,13,0,-0.05772378876609703,0.14166666666666666,0.6708074534161491,0.030510234455672552,0.11573776463804936,-0.0852275301823768,0.6710382513661202,2745
proprietary_v7,10,hold_forever,23,-0.1359261088170121,0.008978608170532252,1,0,-0.02881962741996651,0.3333333333333333,0.7763457556935818,0.14440500640188977,0.11573776463804936,0.028667241763840418,0.775591985428051,2745
proprietary_v8,1,fixed_3y,23,-0.3472831764751546,-0.10698530354954004,12,0,-0.23019021658183736,0.08333333333333333,0.6376811594202898,0.0338558527487275,0.11607086183838923,-0.08221500908966173,0.6376811594202898,276
proprietary_v8,1,hold_forever,23,-0.3472831764751546,-0.035472945387896096,4,0,-0.23019021658183736,0.08333333333333333,0.6956521739130435,0.15136618192845858,0.11607086183838923,0.035295320090069346,0.6956521739130435,276
proprietary_v8,5,fixed_3y,23,-0.178848290934571,-0.09681023525751355,13,0,-0.07174180953752544,0.26666666666666666,0.6289855072463768,0.02626668121850415,0.11607086183838922,-0.08980418061988507,0.6289855072463768,1380
proprietary_v8,5,hold_forever,23,-0.20515898189356407,-0.02453551714803737,3,0,-0.05838290060887528,0.26666666666666666,0.7217391304347827,0.12618668535536343,0.11607086183838922,0.01011582351697421,0.7217391304347827,1380
proprietary_v8,10,fixed_3y,23,-0.17419607270506032,-0.09177994749289801,12,0,-0.06708959130801476,0.25,0.6597826086956522,0.02669245205821323,0.11607086183838917,-0.08937840978017594,0.6597826086956522,2760
proprietary_v8,10,hold_forever,23,-0.15845145634207697,-0.015289823362728983,2,0,-0.04423769630427482,0.275,0.7485507246376811,0.12728405635051881,0.11607086183838917,0.01121319451212964,0.7485507246376811,2760
pullback_in_winner,1,fixed_3y,23,-0.23998363054656108,0.12000514580342451,9,5,-0.09359808046029473,0.08333333333333333,0.4818840579710145,0.2837125233445431,0.11607086183838923,0.1676416615061539,0.48188405797101447,276
pullback_in_winner,1,hold_forever,23,-0.2997772515581252,0.19773858025939756,3,5,-0.15339170147185888,0.08333333333333333,0.644927536231884,0.31699086613973204,0.11607086183838923,0.20092000430134282,0.644927536231884,276
pullback_in_winner,5,fixed_3y,23,-0.14586194816423914,0.05146309794351069,4,4,-0.038755466767193596,0.2,0.5898550724637681,0.19505944929525104,0.11607086183838922,0.07898858745686183,0.5898550724637681,1380
pullback_in_winner,5,hold_forever,23,-0.15679314103157135,0.1414446007894598,1,4,-0.04968665963452581,0.25,0.7333333333333334,0.27160725951205916,0.11607086183838922,0.15553639767366995,0.7333333333333333,1380
pullback_in_winner,10,fixed_3y,23,-0.14381823300578728,0.015320037196581104,4,1,-0.0367117516087417,0.275,0.6123188405797102,0.1584830477874111,0.11607086183838917,0.04241218594902192,0.6123188405797102,2760
pullback_in_winner,10,hold_forever,23,-0.14701546791395487,0.10575207078653455,1,2,-0.03990898651690929,0.2916666666666667,0.7391304347826086,0.23839843449227938,0.11607086183838917,0.1223275726538902,0.7391304347826086,2760
quality_pullback,1,fixed_3y,23,-0.3394594317739703,0.16828917764117335,6,6,-0.22236647188065306,0.08333333333333333,0.5,0.2980583677501594,0.11607086183838923,0.1819875059117702,0.5,276
quality_pullback,1,hold_forever,23,-0.3394594317739703,0.2098970544722747,3,6,-0.22236647188065306,0.0,0.6268115942028986,0.30655708991812636,0.11607086183838923,0.19048622807973714,0.6268115942028986,276
quality_pullback,5,fixed_3y,23,-0.20301256739263585,0.06539539052735531,6,6,-0.0859196074993187,0.25,0.6130434782608696,0.2222007877924005,0.11607086183838922,0.10612992595401127,0.6130434782608696,1380
quality_pullback,5,hold_forever,23,-0.20301256739263585,0.1361840509698738,2,6,-0.0859196074993187,0.31666666666666665,0.739855072463768,0.2620579177382762,0.11607086183838922,0.14598705589988697,0.7398550724637681,1380
quality_pullback,10,fixed_3y,23,-0.14389471179232283,0.03366639838527684,4,3,-0.036788230395277254,0.25,0.6380434782608696,0.18343703271374803,0.11607086183838917,0.06736617087535886,0.6380434782608696,2760
quality_pullback,10,hold_forever,23,-0.15851000083121203,0.10551486820791202,1,3,-0.05140351943416646,0.25,0.7583333333333333,0.2290807282121077,0.11607086183838917,0.11300986637371853,0.7583333333333333,2760
winner_only,1,fixed_3y,23,-0.2955825494563637,-0.09301592140993462,11,0,-0.12813924590732617,0.0,0.6702898550724637,0.03495793260926018,0.11607086183838923,-0.08111292922912905,0.6702898550724637,276
winner_only,1,hold_forever,23,-0.2999117438392874,-0.04612939823439631,6,0,-0.12813924590732617,0.0,0.7608695652173914,0.12501893781470777,0.11607086183838923,0.00894807597631854,0.7608695652173914,276
winner_only,5,fixed_3y,23,-0.19834600218611853,-0.09796593960466157,12,0,-0.08125304229280142,0.11666666666666667,0.7181159420289854,0.02593535891703183,0.11607086183838922,-0.09013550292135739,0.7181159420289855,1380
winner_only,5,hold_forever,23,-0.19834600218611853,-0.03123642716736382,2,0,-0.08125304229280142,0.31666666666666665,0.827536231884058,0.11227655940306022,0.11607086183838922,-0.0037943024353289945,0.827536231884058,1380
winner_only,10,fixed_3y,23,-0.12028140315807652,-0.09396707811688042,12,0,-0.01535061616401049,0.20833333333333334,0.7257246376811594,0.02620295696611026,0.11607086183838917,-0.08986790487227891,0.7257246376811595,2760
winner_only,10,hold_forever,23,-0.11520411124059682,-0.027094000411850866,2,0,0.001888848652720464,0.43333333333333335,0.8217391304347825,0.10988079244318884,0.11607086183838917,-0.006190069395200337,0.8217391304347826,2760
