name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_sharpe,wf_min_sharpe,wf_mean_dd,wf_min_dd,wf_mean_edge_pp,wf_n_pos,wf_n_beats_spy,wf_n_splits,cfg
v3_baseline,0.3977406189318511,0.1194382410561079,27.83023778757432,0.9553637477926258,-0.49828619285029263,4,0.42800538003320804,0.39897919814733074,0.14492104439496223,1.0879351638068608,1.0309443895155632,0.7301722273690158,-0.2976965019041197,-0.4745918757975244,27.994518269377345,10,9,10,"{""name"": ""v3_baseline"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.0}"
g=tight|p1|ddr0.0|ts0.0|cy0.03|vt0.0|w=invvol|k3_3_3|h6,0.3820068043712843,0.1194382410561079,26.256856331517643,0.9706635072032087,-0.4598487549751292,4,0.42483187571768866,0.3477814420211862,0.20917687748306846,1.0609166145484568,1.125386616744096,0.8034466698267463,-0.2943144445298633,-0.3968204881178004,27.6771678378254,10,9,10,"{""name"": ""g=tight|p1|ddr0.0|ts0.0|cy0.03|vt0.0|w=invvol|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.0}"
g=tight|p1|ddr0.0|ts0.0|cy0.03|vt0.0|w=invvol|k5_3_3|h6,0.31155542382370016,0.1194382410561079,19.21171827675923,0.8760693581838395,-0.6174676644798941,4,0.34101018434435026,0.3165995667808299,0.10414408302645572,0.7700924820046364,0.9654987421685102,0.6581991088581568,-0.3143829704853413,-0.5158703487051793,19.294998700491565,10,8,10,"{""name"": ""g=tight|p1|ddr0.0|ts0.0|cy0.03|vt0.0|w=invvol|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.0}"
g=tight|p1|ddr0.0|ts0.0|cy0.03|vt0.3|w=ew|k3_3_3|h6,0.26462466737724855,0.1194382410561079,14.518642632114066,1.1241141592243808,-0.29706630710884596,4,0.25538102248521277,0.2432035206959926,0.1253170695643706,0.41107973092006356,1.060403424115804,0.7360275284686569,-0.22749972864166496,-0.29706630710884596,10.732082514577817,10,8,10,"{""name"": ""g=tight|p1|ddr0.0|ts0.0|cy0.03|vt0.3|w=ew|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.0}"
g=tight|p1|ddr0.0|ts0.0|cy0.03|vt0.3|w=ew|k5_3_3|h6,0.2392817119065258,0.1194382410561079,11.98434708504179,1.049500234391598,-0.29846419276380326,4,0.2267764074420005,0.23489664507128238,0.04695156163218539,0.34718759658936027,0.9516281167383038,0.37550761604266086,-0.2441899603033732,-0.29706630710884596,7.871621010256585,10,7,10,"{""name"": ""g=tight|p1|ddr0.0|ts0.0|cy0.03|vt0.3|w=ew|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.0}"
g=tight|p1|ddr0.0|ts0.0|cy0.03|vt0.3|w=invvol|k3_3_3|h6,0.26025670644025256,0.1194382410561079,14.081846538414467,1.124517182910772,-0.3207692479768792,4,0.26571162462847037,0.25269515888769256,0.20161355844223028,0.4117842970804928,1.1304300025706477,0.7862525446907356,-0.23898548298296024,-0.3207692479768793,11.765142728903577,10,9,10,"{""name"": ""g=tight|p1|ddr0.0|ts0.0|cy0.03|vt0.3|w=invvol|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.0}"
g=tight|p1|ddr0.0|ts0.0|cy0.03|vt0.3|w=invvol|k5_3_3|h6,0.21963332297998872,0.1194382410561079,10.019508192388082,1.0039413409422073,-0.3318808276389142,4,0.21658194211235154,0.21024798180931226,0.10906538933887755,0.33821370067648804,0.9640261917589736,0.6993567743471082,-0.2534003004823207,-0.3318808276389143,6.852174477291695,10,8,10,"{""name"": ""g=tight|p1|ddr0.0|ts0.0|cy0.03|vt0.3|w=invvol|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.0}"
g=tight|p1|ddr0.0|ts0.25|cy0.0|vt0.0|w=ew|k3_3_3|h6,0.03357171885627186,0.1194382410561079,-8.586652219983604,0.4119253295451887,-0.2712855862886264,215,-0.0032104905117103623,0.0,-0.03210490511710362,0.0,-0.05773502691896256,-0.5773502691896256,0.0,0.0,-15.127068785114497,0,0,10,"{""name"": ""g=tight|p1|ddr0.0|ts0.25|cy0.0|vt0.0|w=ew|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.25}"
g=tight|p1|ddr0.0|ts0.25|cy0.0|vt0.0|w=ew|k5_3_3|h6,0.0339162878999959,0.1194382410561079,-8.5521953156112,0.4138022726567683,-0.2712855862886264,215,-0.0032104905117103623,0.0,-0.03210490511710362,0.0,-0.05773502691896256,-0.5773502691896256,0.0,0.0,-15.127068785114497,0,0,10,"{""name"": ""g=tight|p1|ddr0.0|ts0.25|cy0.0|vt0.0|w=ew|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.25}"
g=tight|p1|ddr0.0|ts0.25|cy0.0|vt0.0|w=invvol|k3_3_3|h6,0.023885287363617058,0.1194382410561079,-9.555295369249084,0.3484550748420774,-0.2890478966037341,215,-0.0034942018881994885,0.0,-0.034942018881994885,0.0,-0.05773502691896258,-0.5773502691896258,0.0,0.0,-15.155439922763412,0,0,10,"{""name"": ""g=tight|p1|ddr0.0|ts0.25|cy0.0|vt0.0|w=invvol|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.25}"
g=tight|p1|ddr0.0|ts0.25|cy0.0|vt0.0|w=invvol|k5_3_3|h6,0.024015279826525626,0.1194382410561079,-9.542296122958227,0.34666817893825835,-0.28904789660373414,215,-0.0034942018881994885,0.0,-0.034942018881994885,0.0,-0.05773502691896258,-0.5773502691896258,0.0,0.0,-15.155439922763412,0,0,10,"{""name"": ""g=tight|p1|ddr0.0|ts0.25|cy0.0|vt0.0|w=invvol|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.25}"
g=tight|p1|ddr0.0|ts0.25|cy0.0|vt0.3|w=ew|k3_3_3|h6,0.03303933989142571,0.1194382410561079,-8.63989011646822,0.40488829282665006,-0.2891243131881024,211,-0.0058385155174659475,0.0,-0.058385155174659475,0.0,-0.05539363867196363,-0.5539363867196363,-0.01668899966831313,-0.16688999668313131,-15.389871285690054,0,0,10,"{""name"": ""g=tight|p1|ddr0.0|ts0.25|cy0.0|vt0.3|w=ew|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.25}"
g=tight|p1|ddr0.0|ts0.25|cy0.0|vt0.3|w=ew|k5_3_3|h6,0.0324261994465076,0.1194382410561079,-8.70120416096003,0.3979736293095729,-0.3036907119302379,211,-0.006486106567768146,0.0,-0.06486106567768146,0.0,-0.06498865168501212,-0.6498865168501212,-0.016384563017855278,-0.16384563017855278,-15.454630390720274,0,0,10,"{""name"": ""g=tight|p1|ddr0.0|ts0.25|cy0.0|vt0.3|w=ew|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.25}"
g=tight|p1|ddr0.0|ts0.25|cy0.0|vt0.3|w=invvol|k3_3_3|h6,0.024352644634184628,0.1194382410561079,-9.508559642192328,0.3469380653922181,-0.2819285607116564,211,-0.00503718090816313,0.0,-0.0503718090816313,0.0,-0.04505541354081334,-0.45055413540813344,-0.0146890689016369,-0.146890689016369,-15.309737824759775,0,0,10,"{""name"": ""g=tight|p1|ddr0.0|ts0.25|cy0.0|vt0.3|w=invvol|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.25}"
g=tight|p1|ddr0.0|ts0.25|cy0.0|vt0.3|w=invvol|k5_3_3|h6,0.022725176145048875,0.1194382410561079,-9.671306491105902,0.32717867216278135,-0.3089426013877759,211,-0.006243276599699188,0.0,-0.06243276599699188,0.0,-0.06308088250229829,-0.630808825022983,-0.014624855014048749,-0.1462485501404875,-15.43034739391338,0,0,10,"{""name"": ""g=tight|p1|ddr0.0|ts0.25|cy0.0|vt0.3|w=invvol|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.3, ""half_cash_warning"": false, ""cash_yield_yr"": 0.0, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.25}"
g=tight|p1|ddr0.0|ts0.25|cy0.03|vt0.0|w=ew|k3_3_3|h6,0.2065819709090937,0.1194382410561079,8.71437298529858,0.7778356264752185,-0.36041993482579676,112,0.17517892466462964,0.04082597546394684,-0.038238172889660804,1.095708399373982,0.42397828667577037,-0.27253185122156204,-0.2163340567332742,-0.36041993482579693,2.711872732519504,8,3,10,"{""name"": ""g=tight|p1|ddr0.0|ts0.25|cy0.03|vt0.0|w=ew|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.25}"
g=tight|p1|ddr0.0|ts0.25|cy0.03|vt0.0|w=ew|k5_3_3|h6,0.18294833725473447,0.1194382410561079,6.3510096198626576,0.7350671476718161,-0.4190253983669641,131,0.137055777736868,0.030000000000000915,-0.059440571592005,0.9932816334261552,0.24018328435477337,-0.3616603910293283,-0.2000699344626291,-0.41902539836696373,-1.1004419602566586,7,2,10,"{""name"": ""g=tight|p1|ddr0.0|ts0.25|cy0.03|vt0.0|w=ew|k5_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 5, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""ew"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.25}"
g=tight|p1|ddr0.0|ts0.25|cy0.03|vt0.0|w=invvol|k3_3_3|h6,0.0615727041290024,0.1194382410561079,-5.78655369271055,0.46936458918120777,-0.32620100584790473,125,0.04703188666892823,0.044338278662751196,-0.09849633152130055,0.17679234950188816,0.3224695883073779,-0.6044080804713559,-0.20031806066242114,-0.32620100584790485,-10.102831067050639,8,3,10,"{""name"": ""g=tight|p1|ddr0.0|ts0.25|cy0.03|vt0.0|w=invvol|k3_3_3|h6"", ""scorer"": ""ml_3plus6"", ""universe"": ""sp500_pit"", ""regime_gate"": ""tight"", ""k_normal"": 3, ""k_recovery"": 3, ""k_bull"": 3, ""weighting"": ""invvol"", ""hold_months"": 6, ""cost_bps"": 10.0, ""cap_per_pick"": 1.0, ""vol_target_yr"": 0.0, ""half_cash_warning"": false, ""cash_yield_yr"": 0.03, ""drawdown_de_risk"": 0.0, ""crash_persist"": 1, ""trailing_stop"": 0.25}"
