date,regime,equity,ret_m,cash,picks
2018-10-31,normal,1.4779348752368462,0.002675182450643975,False,"NVDA,CSX,AVGO"
2018-11-30,recovery,1.386894085193784,-0.061600001169518644,False,"NVDA,CSX,AVGO"
2018-12-31,crash,1.4691324381366908,0.060357136768946856,True,
2019-01-31,normal,1.4676633056985542,0.0,False,"WDC,NTES,NVDA"
2019-02-28,recovery,1.573515355653558,0.07212284285095091,False,"WDC,NTES,NVDA"
2019-04-30,recovery,1.2412451648629483,-0.2111642505405366,False,"WDC,NTES,NVDA"
2019-05-31,normal,1.4531514697019392,0.17072074948415888,False,"WDC,NTES,NVDA"
2019-07-31,normal,1.5370736791355135,0.05775186632869571,False,"WDC,NTES,NVDA"
2019-09-30,recovery,1.592859857167097,0.036293756629128524,False,"WDC,NTES,NVDA"
2019-10-31,recovery,1.679917423475341,0.05465488122920987,False,"WDC,NTES,NVDA"
2019-12-31,recovery,1.7303405860555319,0.031046308889998143,False,"NVDA,TSLA,CPRT"
2020-01-31,bull,1.7135132620663007,-0.009724862333368944,False,"NVDA,TSLA,CPRT"
2020-03-31,crash,2.100673788283513,0.22717262328781374,True,
2020-04-30,normal,2.0985731144952298,0.0,False,"WDC,NVDA,CSX"
2020-06-30,recovery,2.196120731704102,0.04648282994530557,False,"WDC,NVDA,CSX"
2020-07-31,recovery,2.4145737644174505,0.09947223281474069,False,"WDC,NVDA,CSX"
2020-08-31,recovery,2.412753257609811,-0.0007539661179406616,False,"WDC,NVDA,CSX"
2020-09-30,bull,2.3820382217269644,-0.012730284701086357,False,"WDC,NVDA,CSX"
2020-11-30,recovery,2.4984440211018955,0.04886814926526978,False,"WDC,NVDA,CSX"
2020-12-31,recovery,2.4499716519849994,-0.019401022679514837,False,"WDC,NVDA,CSX"
2021-03-31,recovery,2.6360638861207026,0.0770339267278871,False,"AVGO,NVDA,FOXA"
2021-04-30,recovery,2.723920851363347,0.03332884521700155,False,"AVGO,NVDA,FOXA"
2021-05-31,recovery,2.889439908588745,0.060765002456864455,False,"AVGO,NVDA,FOXA"
2021-06-30,recovery,2.851605278077996,-0.013094105331032264,False,"AVGO,NVDA,FOXA"
2021-08-31,recovery,2.8532164698940496,0.000565012215554387,False,"AVGO,NVDA,FOXA"
2021-09-30,bull,3.115018570818079,0.09175683082109487,False,"AVGO,NVDA,FOXA"
2021-11-30,bull,3.3382361256022577,0.07165849888514672,False,"AVGO,NVDA,FOXA"
2021-12-31,recovery,3.1609548795591365,-0.052158421541601004,False,"DDOG,AAPL,CSX"
2022-01-31,bull,3.17223418385552,0.003568321828736909,False,"DDOG,AAPL,CSX"
2022-02-28,normal,3.3056437353303076,0.04205539179728586,False,"DDOG,AAPL,CSX"
2022-03-31,recovery,2.9076405364845446,-0.12040111721416147,False,"DDOG,AAPL,CSX"
2022-05-31,normal,2.7281472512694704,-0.061731594040881216,False,"DDOG,AAPL,CSX"
2022-06-30,crash,3.0851042829049686,0.13197426346519286,True,
2022-08-31,normal,3.0820191786220636,0.0,False,"NVDA,NFLX,MRVL"
2022-09-30,crash,3.3393726692161327,0.08458617252836965,True,
2022-10-31,normal,3.3360332965469164,0.0,False,"NVDA,NFLX,OKTA"
2022-11-30,recovery,3.5325340595112626,0.05890251849936326,False,"NVDA,NFLX,OKTA"
2023-01-31,recovery,3.6112119806373912,0.02227237439205722,False,"NVDA,NFLX,OKTA"
2023-02-28,normal,4.21379401706169,0.16686421059057877,False,"NVDA,NFLX,OKTA"
2023-03-31,recovery,3.8138163696620313,-0.09492102503827794,False,"NVDA,NFLX,OKTA"
2023-05-31,recovery,3.7202024747430866,-0.02454598906848797,False,"NVDA,NFLX,OKTA"
2023-06-30,recovery,4.0015729376613836,0.07563310460346061,False,"NVDA,NFLX,OKTA"
2023-07-31,recovery,4.193673925688406,0.04905542467488577,False,"ORLY,AVGO,PANW"
2023-08-31,recovery,3.9662314321852303,-0.054234663336597155,False,"ORLY,AVGO,PANW"
2023-10-31,normal,4.416364113953358,0.11349127993777283,False,"ORLY,AVGO,PANW"
2023-11-30,recovery,4.663614923754903,0.055985150549603735,False,"ORLY,AVGO,PANW"
2024-01-31,recovery,4.832438985296374,0.03620025759020927,False,"ORLY,AVGO,PANW"
2024-02-29,recovery,4.831584149480927,-0.0001768953147775268,False,"ORLY,AVGO,PANW"
2024-04-30,bull,4.788847278790919,-0.008845312296713034,False,"ORLY,AVGO,PANW"
2024-05-31,recovery,5.4961809942184905,0.148853232647762,False,"MSFT,CEG,KLAC"
2024-07-31,bull,5.540211424157927,0.008011095337972425,False,"MSFT,CEG,KLAC"
2024-09-30,recovery,5.157320455208644,-0.0691112558050942,False,"MSFT,CEG,KLAC"
2024-10-31,recovery,5.171834992943302,0.0028143563815196393,False,"MSFT,CEG,KLAC"
2024-12-31,bull,5.88710004926236,0.13830005351968888,False,"MSFT,CEG,KLAC"
2025-01-31,recovery,5.472842610037696,-0.07036697792770985,False,"MSFT,CEG,KLAC"
2025-02-28,bull,5.0145254532044286,-0.08374389499026919,False,"MSFT,CEG,KLAC"
2025-03-31,normal,5.308148842904082,0.059614185787776434,False,"FTNT,PANW,NFLX"
2025-04-30,normal,5.4691782085082385,0.030336256644238734,False,"FTNT,PANW,NFLX"
2025-06-30,recovery,4.805131526882427,-0.12141617192008367,False,"FTNT,PANW,NFLX"
2025-07-31,recovery,4.809334896940406,0.000874766910013489,False,"FTNT,PANW,NFLX"
2025-09-30,recovery,4.887521522738577,0.01625726373264469,False,"FTNT,PANW,NFLX"
2025-10-31,recovery,4.479490105872691,-0.08348432123880602,False,"FTNT,PANW,NFLX"
2025-12-31,recovery,4.263472658460654,-0.04822366883427977,False,"FTNT,PANW,NFLX"
