asof,ticker,entry_date,entry_px,basket_id,status,exit_date,exit_px,return
2022-05-31,ROST,2022-05-31,81.30789947509766,15,exited,2022-11-30,113.3526611328125,0.39411621582389134
2022-11-30,NTES,2022-11-30,65.29281616210938,16,exited,2023-05-31,78.84373474121094,0.20754072768828458
2022-11-30,NFLX,2022-11-30,30.55299949645996,16,exited,2023-05-31,39.52299880981445,0.2935881733770134
2022-11-30,NVDA,2022-11-30,16.905160903930664,16,exited,2023-05-31,37.800537109375,1.2360353340727976
2023-05-31,WBD,2023-05-31,11.279999732971191,17,exited,2023-11-30,10.449999809265137,-0.07358155526191934
2023-05-31,JD,2023-05-31,29.724224090576172,17,exited,2023-11-30,25.010290145874023,-0.15858896536164468
2023-05-31,BKR,2023-05-31,25.618703842163086,17,exited,2023-11-30,32.089996337890625,0.2526003085713153
2023-11-30,WBD,2023-11-30,10.449999809265137,18,exited,2024-05-31,8.239999771118164,-0.21148326109896687
2023-11-30,TTD,2023-11-30,70.45999908447266,18,exited,2024-05-31,92.77999877929688,0.3167754752319163
2023-11-30,NFLX,2023-11-30,47.39699935913086,18,exited,2024-05-31,64.16200256347656,0.35371444249700135
2024-05-31,MSFT,2024-05-31,409.59210205078125,19,exited,2024-11-30,419.40185546875,0.023950055113007407
2024-05-31,CEG,2024-05-31,215.0121307373047,19,exited,2024-11-30,254.7891845703125,0.18499911468533004
2024-05-31,KLAC,2024-05-31,748.6649780273438,19,exited,2024-11-30,640.7139892578125,-0.14419131646036276
2024-12-31,ON,2024-12-31,63.04999923706055,20,exited,2025-06-30,52.40999984741211,-0.1687549487454123
2024-12-31,MCHP,2024-12-31,55.26988220214844,20,exited,2025-06-30,68.85547637939453,0.24580465229792003
2024-12-31,PLTR,2024-12-31,75.62999725341797,20,exited,2025-06-30,136.32000732421875,0.8024595038320987
2025-06-30,BKR,2025-06-30,37.81544494628906,21,exited,2025-12-31,45.36885452270508,0.19974403546340547
2025-06-30,TTD,2025-06-30,71.98999786376953,21,exited,2025-12-31,37.959999084472656,-0.4727045393680055
2025-06-30,META,2025-06-30,736.3606567382812,21,exited,2025-12-31,659.5253295898438,-0.10434469365701926
