date,ret_m,equity,regime,n_picks,picks,qqq_eq
2020-10-31,0.0,7.858229419234002,normal,0,,2.803097679546804
2020-11-30,0.19761973229115093,9.41117061334547,bull,3,"PDD,AVGO,NVDA",3.1177679192303
2020-12-31,0.08752027214689433,10.234838826646321,bull,3,"PDD,AVGO,NVDA",3.270612861120908
2021-01-31,-0.004296212586740768,10.19086778325602,bull,3,"PDD,AVGO,NVDA",3.2791615796091205
2021-02-28,0.0459505908004139,10.659144178665539,bull,3,"PDD,AVGO,NVDA",3.2747838243304654
2021-03-31,-0.05750965324038318,10.046140493111235,bull,3,"PDD,AVGO,NVDA",3.3310040230904683
2021-04-30,0.04264345446069539,10.474542627734971,bull,3,"PDD,AVGO,NVDA",3.5278598973884625
2021-05-31,0.007215918637596322,10.550126075102742,bull,3,"FOX,FOXA,CPRT",3.4854826223269457
2021-06-30,-0.007003167878169231,10.476241771062947,bull,3,"FOX,FOXA,CPRT",3.703748697086874
2021-07-31,-0.0031169678157671674,10.443587662632348,bull,3,"FOX,FOXA,CPRT",3.809709938016539
2021-08-31,0.03345361256392908,10.79296339807548,bull,3,"FOX,FOXA,CPRT",3.9704300470845846
2021-09-30,0.041381382247100286,11.239591142030205,bull,3,"FOX,FOXA,CPRT",3.7447844496302936
2021-10-31,0.02779605036214391,11.552007383463984,bull,3,"FOX,FOXA,CPRT",4.039273096335398
2021-11-30,-0.008265177013249424,11.45652799758129,bull,3,"CPRT,CDW,CDNS",4.119931850524784
2021-12-31,0.059285991086660716,12.135739614329975,bull,3,"CPRT,CDW,CDNS",4.167407042451622
2022-01-31,-0.13423566358070335,10.50669055415776,bull,3,"CPRT,CDW,CDNS",3.802884158529426
2022-02-28,-0.04753935348713362,10.007209277923728,normal,3,"CPRT,CDW,CDNS",3.6326680263518742
2022-03-31,0.04763350836904287,10.483887764814472,bull,3,"CPRT,CDW,CDNS",3.802235553563495
2022-04-30,-0.08828406364466758,9.55832755014204,crash,3,"CPRT,CDW,CDNS",3.285293456819929
2022-05-31,-0.04677993370565697,9.111189621009443,normal,3,"NFLX,NVDA,ROST",3.2331693822349528
2022-06-30,-0.15859918840652262,7.666162341699412,crash,3,"NFLX,NVDA,ROST",2.945162846292604
2022-07-31,0.2086110066049484,9.265408184598275,normal,3,"NFLX,NVDA,ROST",3.3148315703215303
2022-08-31,-0.02687238196847781,9.016424596767889,crash,3,"NFLX,NVDA,ROST",3.144708002213003
2022-09-30,-0.04917732718352833,8.573020934347023,crash,3,"NFLX,NVDA,ROST",2.813395924587856
2022-10-31,0.16042510972772905,9.948348758437763,normal,3,"NFLX,NVDA,ROST",2.9259282296941267
2022-11-30,0.20461645938249293,11.983944658091517,normal,3,"NTES,NFLX,NVDA",3.0881451194527823
2022-12-31,-0.04227844810505606,11.47728207577053,normal,3,"NTES,NFLX,NVDA",2.809790521275211
2023-01-31,0.2516259620822553,14.365264220175716,normal,3,"NTES,NFLX,NVDA",3.1088348300866704
2023-02-28,-0.014741565032670392,14.153497743462502,normal,3,"NTES,NFLX,NVDA",3.097649676838156
2023-03-31,0.14017570674205912,16.137474292524495,normal,3,"NTES,NFLX,NVDA",3.3917007777843606
2023-04-30,-0.00986357269862545,15.978301141667979,normal,3,"NTES,NFLX,NVDA",3.408927541864316
2023-05-31,-0.10338600379177959,14.326368439249299,normal,3,"WBD,JD,BKR",3.677680751449555
2023-06-30,0.11170378727399913,15.926678051796138,bull,3,"WBD,JD,BKR",3.909516324838829
2023-07-31,0.12839152837844253,17.971528588857637,bull,3,"WBD,JD,BKR",4.060427268521307
2023-08-31,-0.05010354762137516,17.071091250376902,bull,3,"WBD,JD,BKR",4.000210730965652
2023-09-30,-0.09861562640331206,15.387614893332886,bull,3,"WBD,JD,BKR",3.797005027180848
2023-10-31,-0.07374041346651934,14.252925808834947,normal,3,"WBD,JD,BKR",3.718579299096335
2023-11-30,0.0670709235703344,15.208882706412963,bull,3,"WBD,TTD,NFLX",4.120886376456427
2023-12-31,0.03763656055964258,15.781292741437374,bull,3,"WBD,TTD,NFLX",4.351118162465369
2024-01-31,0.01912993605321029,16.08318786241806,bull,3,"WBD,TTD,NFLX",4.430273899377934
2024-02-29,0.10024160728409472,17.695392463998893,bull,3,"WBD,TTD,NFLX",4.664340857665183
2024-03-31,0.010710151865104342,17.884912804600944,bull,3,"WBD,TTD,NFLX",4.723809661358293
2024-04-30,-0.09024118605198089,16.270957060677492,bull,3,"WBD,TTD,NFLX",4.517200750950628
2024-05-31,0.10577627049059687,17.992038215868604,bull,3,"MSFT,CEG,KLAC",4.795090559334799
2024-06-30,0.03980918036304823,18.708286510302973,bull,3,"MSFT,CEG,KLAC",5.105339059394785
2024-07-31,-0.039664157258843535,17.966238092114814,bull,3,"MSFT,CEG,KLAC",5.019666089891856
2024-08-31,0.008536151851007147,18.119600628660457,bull,3,"MSFT,CEG,KLAC",5.075076188927204
2024-09-30,0.07675647501267725,19.510397301553926,bull,3,"MSFT,CEG,KLAC",5.208124893218976
2024-10-31,-0.06717208020985357,18.199843329087834,bull,3,"MSFT,CEG,KLAC",5.163093458362663
2024-11-30,0.0,18.199843329087834,bull,0,,5.4393617543320065
2024-12-31,-0.08438890854936389,16.66397841477669,bull,3,"ON,MCHP,PLTR",5.4640586357270715
2025-01-31,-0.07108023974006579,15.47949883403108,bull,3,"ON,MCHP,PLTR",5.582267875492136
2025-02-28,0.0023104861972383824,15.515264002427275,bull,3,"ON,MCHP,PLTR",5.431352992913104
2025-03-31,-0.12631343024436295,13.555477785133801,normal,3,"ON,MCHP,PLTR",5.019320779960601
2025-04-30,0.051672257426667596,14.25591992278871,normal,3,"ON,MCHP,PLTR",5.08943149741912
2025-05-31,0.15362223318622592,16.445946177451518,bull,3,"ON,MCHP,PLTR",5.55655344582056
2025-06-30,0.060659825938023416,17.443554409961827,bull,3,"BKR,TTD,META",5.911386972460712
2025-07-31,0.13075183794113376,19.724331209290508,bull,3,"BKR,TTD,META",6.054660395724524
2025-08-31,-0.087015410484553,18.008010432580814,bull,3,"BKR,TTD,META",6.112419718313095
2025-09-30,0.006507067296513255,18.12518976834193,bull,3,"BKR,TTD,META",6.441037262453765
2025-10-31,-0.04422117635978938,17.32367255504143,bull,3,"BKR,TTD,META",6.748943432029498
2025-11-30,-0.026126885987077426,16.8710589373184,bull,3,"BKR,TTD,META",6.643590422376083
2025-12-31,-0.03719846959400594,16.24348136441988,bull,3,"CEG,MRVL,PANW",6.5990828607614835
2026-01-31,-0.10024382300401928,14.615172693555888,bull,3,"CEG,MRVL,PANW",6.680294373433981
2026-02-28,0.0014900550444456595,14.636950105353366,bull,3,"CEG,MRVL,PANW",6.52367202974786
2026-03-31,0.014531900708198847,14.84965281095522,normal,3,"CEG,MRVL,PANW",6.20804037106375
2026-04-30,0.0,14.84965281095522,bull,3,"CEG,MRVL,PANW",7.1820868175471935
2026-05-31,0.0,14.84965281095522,bull,3,"CEG,MRVL,PANW",7.649857042673185
